DISTRICT,DISTNAME,COUNTY,CNTYNAME,REGION,DFLCHART,DFLALTED,OUTCOME,ASVAB_STATUS
220910,LAKE WORTH ISD,220,TARRANT,11,N,N,Needs Substantial Intervention, 
220912,CROWLEY ISD,220,TARRANT,11,N,N,Needs Assistance, 
220914,KENNEDALE ISD,220,TARRANT,11,N,N,Needs Intervention, 
220915,AZLE ISD,220,TARRANT,11,N,N,Meets Requirements, 
220916,HURST-EULESS-BEDFORD ISD,220,TARRANT,11,N,N,Needs Assistance, 
220917,CASTLEBERRY ISD,220,TARRANT,11,N,N,Meets Requirements, 
220918,EAGLE MT-SAGINAW ISD,220,TARRANT,11,N,N,Needs Assistance, 
220919,CARROLL ISD,220,TARRANT,11,N,N,Meets Requirements, 
220920,WHITE SETTLEMENT ISD,220,TARRANT,11,N,N,Needs Assistance, 
221801,TEXAS COLLEGE PREPARATORY ACADEMIE,221,TAYLOR,14,Y,N,Meets Requirements,ASVAB Alternative Test Offered
221901,ABILENE ISD,221,TAYLOR,14,N,N,Needs Assistance, 
221904,MERKEL ISD,221,TAYLOR,14,N,N,Needs Assistance, 
221905,TRENT ISD,221,TAYLOR,14,N,N,Meets Requirements, 
221911,JIM NED CISD,221,TAYLOR,14,N,N,Meets Requirements, 
221912,WYLIE ISD,221,TAYLOR,14,N,N,Meets Requirements, 
222901,TERRELL COUNTY ISD,222,TERRELL,18,N,N,Meets Requirements, 
223901,BROWNFIELD ISD,223,TERRY,17,N,N,Meets Requirements, 
223902,MEADOW ISD,223,TERRY,17,N,N,Meets Requirements, 
223904,WELLMAN-UNION CISD,223,TERRY,17,N,N,Meets Requirements, 
224901,THROCKMORTON COLLEGIATE ISD,224,THROCKMORTON,9,N,N,Meets Requirements,ASVAB Alternative Test Offered
224902,WOODSON ISD,224,THROCKMORTON,9,N,N,Meets Requirements, 
225902,MOUNT PLEASANT ISD,225,TITUS,8,N,N,Needs Assistance, 
225906,CHAPEL HILL ISD,225,TITUS,8,N,N,Meets Requirements, 
225907,HARTS BLUFF ISD,225,TITUS,8,N,N,Meets Requirements, 
226801,TEXAS LEADERSHIP,226,TOM GREEN,15,Y,N,Meets Requirements, 
226901,CHRISTOVAL ISD,226,TOM GREEN,15,N,N,Meets Requirements, 
226903,SAN ANGELO ISD,226,TOM GREEN,15,N,N,Needs Intervention, 
226905,WATER VALLEY ISD,226,TOM GREEN,15,N,N,Meets Requirements, 
226906,WALL ISD,226,TOM GREEN,15,N,N,Meets Requirements, 
226907,GRAPE CREEK ISD,226,TOM GREEN,15,N,N,Meets Requirements, 
226908,VERIBEST ISD,226,TOM GREEN,15,N,N,Meets Requirements, 
227506,UNIVERSITY OF TEXAS AT AUSTIN H S,227,TRAVIS,13,N,N,Meets Requirements,ASVAB Test not Offered
227803,WAYSIDE SCHOOLS,227,TRAVIS,13,Y,N,Meets Requirements, 
227804,NYOS CHARTER SCHOOL,227,TRAVIS,13,Y,N,Meets Requirements, 
227805,TEXAS EMPOWERMENT ACADEMY,227,TRAVIS,13,Y,N,Meets Requirements, 
227806,UNIVERSITY OF TEXAS UNIVERSITY CHA,227,TRAVIS,13,Y,Y,Meets Requirements, 
227814,CHAPARRAL STAR ACADEMY,227,TRAVIS,13,Y,N,Meets Requirements, 
227816,HARMONY SCIENCE ACADEMY (AUSTIN),227,TRAVIS,13,Y,N,Meets Requirements, 
227817,CEDARS INTERNATIONAL ACADEMY,227,TRAVIS,13,Y,N,Meets Requirements,ASVAB Test not Offered
227819,UNIVERSITY OF TEXAS ELEMENTARY CHA,227,TRAVIS,13,Y,N,Meets Requirements, 
227820,KIPP TEXAS PUBLIC SCHOOLS,227,TRAVIS,4,Y,N,Meets Requirements, 
227821,AUSTIN DISCOVERY SCHOOL,227,TRAVIS,13,Y,N,Meets Requirements, 
227824,PROMESA PUBLIC SCHOOLS,227,TRAVIS,13,Y,N,Meets Requirements, 
227825,AUSTIN ACHIEVE PUBLIC SCHOOLS,227,TRAVIS,13,Y,N,Meets Requirements, 
227826,MONTESSORI FOR ALL,227,TRAVIS,13,Y,N,Meets Requirements, 
227827,THE EXCEL CENTER (FOR ADULTS),227,TRAVIS,13,Y,Y,Meets Requirements, 
227829,VALOR PUBLIC SCHOOLS,227,TRAVIS,13,Y,N,Meets Requirements, 
227901,AUSTIN ISD,227,TRAVIS,13,N,N,Meets Requirements, 
227904,PFLUGERVILLE ISD,227,TRAVIS,13,N,N,Needs Assistance, 
227907,MANOR ISD,227,TRAVIS,13,N,N,Needs Substantial Intervention, 
227909,EANES ISD,227,TRAVIS,13,N,N,Meets Requirements, 
227910,DEL VALLE ISD,227,TRAVIS,13,N,N,Meets Requirements, 
227912,LAGO VISTA ISD,227,TRAVIS,13,N,N,Meets Requirements, 
227913,LAKE TRAVIS ISD,227,TRAVIS,13,N,N,Meets Requirements, 
228901,GROVETON ISD,228,TRINITY,6,N,N,Meets Requirements, 
228903,TRINITY ISD,228,TRINITY,6,N,N,Meets Requirements, 
228904,CENTERVILLE ISD,228,TRINITY,6,N,N,Meets Requirements, 
228905,APPLE SPRINGS ISD,228,TRINITY,6,N,N,Meets Requirements, 
229901,COLMESNEIL ISD,229,TYLER,5,N,N,Meets Requirements, 
229903,WOODVILLE ISD,229,TYLER,5,N,N,Needs Intervention, 
229904,WARREN ISD,229,TYLER,5,N,N,Needs Assistance, 
229905,SPURGER ISD,229,TYLER,5,N,N,Meets Requirements, 
229906,CHESTER ISD,229,TYLER,5,N,N,Meets Requirements, 
230901,BIG SANDY ISD,230,UPSHUR,7,N,N,Meets Requirements, 
230902,GILMER ISD,230,UPSHUR,7,N,N,Meets Requirements, 
230903,ORE CITY ISD,230,UPSHUR,7,N,N,Needs Intervention, 
230904,UNION HILL ISD,230,UPSHUR,7,N,N,Meets Requirements, 
230905,HARMONY ISD,230,UPSHUR,7,N,N,Meets Requirements, 
230906,NEW DIANA ISD,230,UPSHUR,7,N,N,Meets Requirements, 
230908,UNION GROVE ISD,230,UPSHUR,7,N,N,Needs Assistance, 
231901,MCCAMEY ISD,231,UPTON,18,N,N,Meets Requirements, 
231902,RANKIN ISD,231,UPTON,18,N,N,Meets Requirements, 
232901,KNIPPA ISD,232,UVALDE,20,N,N,Meets Requirements, 
232902,SABINAL ISD,232,UVALDE,20,N,N,Meets Requirements, 
232903,UVALDE CISD,232,UVALDE,20,N,N,Needs Intervention, 
232904,UTOPIA ISD,232,UVALDE,20,N,N,Meets Requirements, 
233901,SAN FELIPE-DEL RIO CISD,233,VAL VERDE,15,N,N,Meets Requirements,ASVAB Alternative Test Offered
233903,COMSTOCK ISD,233,VAL VERDE,15,N,N,Meets Requirements, 
234801,RANCH ACADEMY,234,VAN ZANDT,7,Y,Y,Meets Requirements,ASVAB Test not Offered
234902,CANTON ISD,234,VAN ZANDT,10,N,N,Meets Requirements, 
234903,EDGEWOOD ISD,234,VAN ZANDT,7,N,N,Meets Requirements, 
234904,GRAND SALINE ISD,234,VAN ZANDT,7,N,N,Meets Requirements, 
234905,MARTINS MILL ISD,234,VAN ZANDT,7,N,N,Meets Requirements, 
234906,VAN ISD,234,VAN ZANDT,7,N,N,Meets Requirements, 
234907,WILLS POINT ISD,234,VAN ZANDT,10,N,N,Needs Assistance, 
234909,FRUITVALE ISD,234,VAN ZANDT,7,N,N,Meets Requirements, 
235901,BLOOMINGTON ISD,235,VICTORIA,3,N,N,Needs Substantial Intervention, 
235902,VICTORIA ISD,235,VICTORIA,3,N,N,Needs Intervention, 
235904,NURSERY ISD,235,VICTORIA,3,N,N,Meets Requirements, 
236801,RAVEN SCHOOL,236,WALKER,6,Y,Y,Meets Requirements, 
236802,SAM HOUSTON STATE UNIVERSITY CHART,236,WALKER,6,Y,N,Meets Requirements, 
236901,NEW WAVERLY ISD,236,WALKER,6,N,N,Needs Assistance, 
236902,HUNTSVILLE ISD,236,WALKER,6,N,N,Needs Assistance, 
237902,HEMPSTEAD ISD,237,WALLER,4,N,N,Needs Intervention, 
237904,WALLER ISD,237,WALLER,4,N,N,Meets Requirements, 
237905,ROYAL ISD,237,WALLER,4,N,N,Meets Requirements, 
238902,MONAHANS-WICKETT-PYOTE ISD,238,WARD,18,N,N,Meets Requirements, 
238904,GRANDFALLS-ROYALTY ISD,238,WARD,18,N,N,Meets Requirements, 
239901,BRENHAM ISD,239,WASHINGTON,6,N,N,Needs Substantial Intervention, 
239903,BURTON ISD,239,WASHINGTON,6,N,N,Meets Requirements, 
240801,TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO,240,WEBB,1,Y,Y,Meets Requirements, 
240901,LAREDO ISD,240,WEBB,1,N,N,Needs Assistance, 
240903,UNITED ISD,240,WEBB,1,N,N,Needs Intervention, 
240904,WEBB CISD,240,WEBB,1,N,N,Meets Requirements,ASVAB Test not Offered
241901,BOLING ISD,241,WHARTON,3,N,N,Meets Requirements, 
241902,EAST BERNARD ISD,241,WHARTON,3,N,N,Needs Assistance, 
241903,EL CAMPO ISD,241,WHARTON,3,N,N,Needs Assistance, 
241904,WHARTON ISD,241,WHARTON,3,N,N,Needs Assistance, 
241906,LOUISE ISD,241,WHARTON,3,N,N,Meets Requirements, 
242902,SHAMROCK ISD,242,WHEELER,16,N,N,Meets Requirements, 
242903,WHEELER ISD,242,WHEELER,16,N,N,Meets Requirements, 
242905,KELTON ISD,242,WHEELER,16,N,N,Meets Requirements, 
242906,FORT ELLIOTT CISD,242,WHEELER,16,N,N,Meets Requirements, 
243901,BURKBURNETT ISD,243,WICHITA,9,N,N,Meets Requirements, 
243902,ELECTRA ISD,243,WICHITA,9,N,N,Needs Assistance, 
243903,IOWA PARK CISD,243,WICHITA,9,N,N,Meets Requirements, 
243905,WICHITA FALLS ISD,243,WICHITA,9,N,N,Needs Assistance, 
243906,CITY VIEW ISD,243,WICHITA,9,N,N,Meets Requirements, 
244901,HARROLD ISD,244,WILBARGER,9,N,N,Meets Requirements, 
244903,VERNON ISD,244,WILBARGER,9,N,N,Needs Assistance, 
244905,NORTHSIDE ISD,244,WILBARGER,9,N,N,Meets Requirements, 
245901,LASARA ISD,245,WILLACY,1,N,N,Meets Requirements, 
245902,LYFORD CISD,245,WILLACY,1,N,N,Meets Requirements, 
245903,RAYMONDVILLE ISD,245,WILLACY,1,N,N,Meets Requirements, 
245904,SAN PERLITA ISD,245,WILLACY,1,N,N,Meets Requirements, 
246801,MERIDIAN WORLD SCHOOL LLC,246,WILLIAMSON,13,Y,N,Meets Requirements, 
246802,GOODWATER MONTESSORI SCHOOL,246,WILLIAMSON,13,Y,N,Meets Requirements, 
246902,FLORENCE ISD,246,WILLIAMSON,13,N,N,Meets Requirements, 
246904,GEORGETOWN ISD,246,WILLIAMSON,13,N,N,Meets Requirements, 
246905,GRANGER ISD,246,WILLIAMSON,13,N,N,Meets Requirements, 
246906,HUTTO ISD,246,WILLIAMSON,13,N,N,Meets Requirements, 
246907,JARRELL ISD,246,WILLIAMSON,13,N,N,Meets Requirements, 
246908,LIBERTY HILL ISD,246,WILLIAMSON,13,N,N,Meets Requirements, 
246909,ROUND ROCK ISD,246,WILLIAMSON,13,N,N,Meets Requirements, 
246911,TAYLOR ISD,246,WILLIAMSON,13,N,N,Needs Intervention, 
246912,THRALL ISD,246,WILLIAMSON,13,N,N,Meets Requirements, 
246913,LEANDER ISD,246,WILLIAMSON,13,N,N,Meets Requirements, 
246914,COUPLAND ISD,246,WILLIAMSON,13,N,N,Meets Requirements, 
247901,FLORESVILLE ISD,247,WILSON,20,N,N,Needs Intervention, 
247903,LA VERNIA ISD,247,WILSON,20,N,N,Meets Requirements, 
247904,POTH ISD,247,WILSON,20,N,N,Meets Requirements, 
247906,STOCKDALE ISD,247,WILSON,20,N,N,Meets Requirements, 
248901,KERMIT ISD,248,WINKLER,18,N,N,Meets Requirements, 
248902,WINK-LOVING ISD,248,WINKLER,18,N,N,Meets Requirements, 
249901,ALVORD ISD,249,WISE,11,N,N,Meets Requirements, 
249902,BOYD ISD,249,WISE,11,N,N,Meets Requirements, 
249903,BRIDGEPORT ISD,249,WISE,11,N,N,Meets Requirements, 
249904,CHICO ISD,249,WISE,11,N,N,Meets Requirements, 
249905,DECATUR ISD,249,WISE,11,N,N,Meets Requirements, 
249906,PARADISE ISD,249,WISE,11,N,N,Meets Requirements, 
249908,SLIDELL ISD,249,WISE,11,N,N,Meets Requirements, 
250902,HAWKINS ISD,250,WOOD,7,N,N,Meets Requirements, 
250903,MINEOLA ISD,250,WOOD,7,N,N,Meets Requirements, 
250904,QUITMAN ISD,250,WOOD,7,N,N,Meets Requirements, 
250905,YANTIS ISD,250,WOOD,7,N,N,Meets Requirements, 
250906,ALBA-GOLDEN ISD,250,WOOD,7,N,N,Meets Requirements, 
250907,WINNSBORO ISD,250,WOOD,7,N,N,Meets Requirements, 
251901,DENVER CITY ISD,251,YOAKUM,17,N,N,Meets Requirements, 
251902,PLAINS ISD,251,YOAKUM,17,N,N,Meets Requirements, 
252901,GRAHAM ISD,252,YOUNG,9,N,N,Meets Requirements, 
252902,NEWCASTLE ISD,252,YOUNG,9,N,N,Meets Requirements, 
252903,OLNEY ISD,252,YOUNG,9,N,N,Meets Requirements, 
253901,ZAPATA COUNTY ISD,253,ZAPATA,1,N,N,Meets Requirements, 
254901,CRYSTAL CITY ISD,254,ZAVALA,20,N,N,Needs Assistance, 
254902,LA PRYOR ISD,254,ZAVALA,20,N,N,Meets Requirements, 
