DISTRICT,DISTNAME,COUNTY,CNTYNAME,REGION,DFLCHART,DFLALTED,OUTCOME,ASVAB_STATUS,DISTNAME_CLEAN
170908,NEW CANEY ISD,170,MONTGOMERY,6,N,N,Meets Requirements, ,New Caney ISD
171901,DUMAS ISD,171,MOORE,16,N,N,Meets Requirements, ,Dumas ISD
171902,SUNRAY ISD,171,MOORE,16,N,N,Meets Requirements, ,Sunray ISD
172902,DAINGERFIELD-LONE STAR ISD,172,MORRIS,8,N,N,Needs Assistance, ,Daingerfield-Lone Star ISD
172905,PEWITT CISD,172,MORRIS,8,N,N,Meets Requirements, ,Pewitt CISD
173901,MOTLEY COUNTY ISD,173,MOTLEY,17,N,N,Meets Requirements, ,Motley County ISD
174801,STEPHEN F AUSTIN STATE UNIVERSITY,174,NACOGDOCHES,7,Y,N,Meets Requirements, ,Stephen F Austin State University
174901,CHIRENO ISD,174,NACOGDOCHES,7,N,N,Meets Requirements, ,Chireno ISD
174902,CUSHING ISD,174,NACOGDOCHES,7,N,N,Meets Requirements, ,Cushing ISD
174903,GARRISON ISD,174,NACOGDOCHES,7,N,N,Meets Requirements, ,Garrison ISD
174904,NACOGDOCHES ISD,174,NACOGDOCHES,7,N,N,Needs Intervention, ,Nacogdoches ISD
174906,WODEN ISD,174,NACOGDOCHES,7,N,N,Meets Requirements, ,Woden ISD
174908,CENTRAL HEIGHTS ISD,174,NACOGDOCHES,7,N,N,Meets Requirements, ,Central Heights ISD
174909,MARTINSVILLE ISD,174,NACOGDOCHES,7,N,N,Meets Requirements, ,Martinsville ISD
174910,ETOILE ISD,174,NACOGDOCHES,7,N,N,Meets Requirements, ,Etoile ISD
174911,DOUGLASS ISD,174,NACOGDOCHES,7,N,N,Meets Requirements, ,Douglass ISD
175902,BLOOMING GROVE ISD,175,NAVARRO,12,N,N,Meets Requirements, ,Blooming Grove ISD
175903,CORSICANA ISD,175,NAVARRO,12,N,N,Needs Intervention, ,Corsicana ISD
175904,DAWSON ISD,175,NAVARRO,12,N,N,Meets Requirements, ,Dawson ISD
175905,FROST ISD,175,NAVARRO,12,N,N,Meets Requirements, ,Frost ISD
175907,KERENS ISD,175,NAVARRO,12,N,N,Meets Requirements, ,Kerens ISD
175910,MILDRED ISD,175,NAVARRO,12,N,N,Meets Requirements, ,Mildred ISD
175911,RICE ISD,175,NAVARRO,12,N,N,Meets Requirements, ,Rice ISD
176901,BURKEVILLE ISD,176,NEWTON,5,N,N,Meets Requirements, ,Burkeville ISD
176902,NEWTON ISD,176,NEWTON,5,N,N,Needs Intervention, ,Newton ISD
176903,DEWEYVILLE ISD,176,NEWTON,5,N,N,Meets Requirements, ,Deweyville ISD
177901,ROSCOE COLLEGIATE ISD,177,NOLAN,14,N,N,Meets Requirements,ASVAB Alternative Test Offered,Roscoe Collegiate ISD
177902,SWEETWATER ISD,177,NOLAN,14,N,N,Meets Requirements, ,Sweetwater ISD
177903,BLACKWELL CISD,177,NOLAN,14,N,N,Meets Requirements, ,Blackwell CISD
177905,HIGHLAND ISD,177,NOLAN,14,N,N,Meets Requirements, ,Highland ISD
178801,DR M L GARZA-GONZALEZ CHARTER SCHO,178,NUECES,2,Y,N,Meets Requirements, ,Dr M L Garza-Gonzalez Charter Scho
178807,CORPUS CHRISTI MONTESSORI SCHOOL,178,NUECES,2,Y,N,Meets Requirements, ,Corpus Christi Montessori School
178808,SEASHORE CHARTER SCHOOLS,178,NUECES,2,Y,N,Meets Requirements, ,Seashore Charter Schools
178901,AGUA DULCE ISD,178,NUECES,2,N,N,Meets Requirements, ,Agua Dulce ISD
178902,BISHOP CISD,178,NUECES,2,N,N,Meets Requirements, ,Bishop CISD
178903,CALALLEN ISD,178,NUECES,2,N,N,Meets Requirements, ,Calallen ISD
178904,CORPUS CHRISTI ISD,178,NUECES,2,N,N,Needs Intervention, ,Corpus Christi ISD
178905,DRISCOLL ISD,178,NUECES,2,N,N,Meets Requirements, ,Driscoll ISD
178906,LONDON ISD,178,NUECES,2,N,N,Meets Requirements, ,London ISD
178908,PORT ARANSAS ISD,178,NUECES,2,N,N,Meets Requirements, ,Port Aransas ISD
178909,ROBSTOWN ISD,178,NUECES,2,N,N,Needs Assistance, ,Robstown ISD
178912,TULOSO-MIDWAY ISD,178,NUECES,2,N,N,Meets Requirements, ,Tuloso-Midway ISD
178913,BANQUETE ISD,178,NUECES,2,N,N,Meets Requirements,ASVAB Test not Offered,Banquete ISD
178914,FLOUR BLUFF ISD,178,NUECES,2,N,N,Needs Intervention, ,Flour Bluff ISD
178915,WEST OSO ISD,178,NUECES,2,N,N,Meets Requirements, ,West Oso ISD
179901,PERRYTON ISD,179,OCHILTREE,16,N,N,Meets Requirements, ,Perryton ISD
180901,BOYS RANCH ISD,180,OLDHAM,16,N,N,Meets Requirements, ,Boys Ranch ISD
180902,VEGA ISD,180,OLDHAM,16,N,N,Meets Requirements, ,Vega ISD
180903,ADRIAN ISD,180,OLDHAM,16,N,N,Meets Requirements, ,Adrian ISD
180904,WILDORADO ISD,180,OLDHAM,16,N,N,Meets Requirements, ,Wildorado ISD
181901,BRIDGE CITY ISD,181,ORANGE,5,N,N,Meets Requirements, ,Bridge City ISD
181905,ORANGEFIELD ISD,181,ORANGE,5,N,N,Meets Requirements, ,Orangefield ISD
181906,WEST ORANGE-COVE CISD,181,ORANGE,5,N,N,Needs Intervention, ,West Orange-Cove CISD
181907,VIDOR ISD,181,ORANGE,5,N,N,Needs Intervention, ,Vidor ISD
181908,LITTLE CYPRESS-MAURICEVILLE CISD,181,ORANGE,5,N,N,Needs Assistance, ,Little Cypress-Mauriceville CISD
182901,GORDON ISD,182,PALO PINTO,11,N,N,Meets Requirements, ,Gordon ISD
182902,GRAFORD ISD,182,PALO PINTO,11,N,N,Meets Requirements, ,Graford ISD
182903,MINERAL WELLS ISD,182,PALO PINTO,11,N,N,Needs Substantial Intervention, ,Mineral Wells ISD
182904,SANTO ISD,182,PALO PINTO,11,N,N,Meets Requirements, ,Santo ISD
182905,STRAWN ISD,182,PALO PINTO,11,N,N,Meets Requirements, ,Strawn ISD
182906,PALO PINTO ISD,182,PALO PINTO,11,N,N,Meets Requirements, ,Palo Pinto ISD
183801,PANOLA CHARTER SCHOOL,183,PANOLA,7,Y,N,Meets Requirements, ,Panola Charter School
183901,BECKVILLE ISD,183,PANOLA,7,N,N,Meets Requirements, ,Beckville ISD
183902,CARTHAGE ISD,183,PANOLA,7,N,N,Meets Requirements, ,Carthage ISD
183904,GARY ISD,183,PANOLA,7,N,N,Meets Requirements, ,Gary ISD
184801,CROSSTIMBERS ACADEMY,184,PARKER,11,Y,Y,Meets Requirements, ,Crosstimbers Academy
184901,POOLVILLE ISD,184,PARKER,11,N,N,Meets Requirements, ,Poolville ISD
184902,SPRINGTOWN ISD,184,PARKER,11,N,N,Meets Requirements, ,Springtown ISD
184903,WEATHERFORD ISD,184,PARKER,11,N,N,Needs Assistance, ,Weatherford ISD
184904,MILLSAP ISD,184,PARKER,11,N,N,Meets Requirements, ,Millsap ISD
184907,ALEDO ISD,184,PARKER,11,N,N,Meets Requirements, ,Aledo ISD
184908,PEASTER ISD,184,PARKER,11,N,N,Meets Requirements, ,Peaster ISD
184909,BROCK ISD,184,PARKER,11,N,N,Meets Requirements, ,Brock ISD
184911,GARNER ISD,184,PARKER,11,N,N,Meets Requirements, ,Garner ISD
185901,BOVINA ISD,185,PARMER,16,N,N,Meets Requirements, ,Bovina ISD
185902,FARWELL ISD,185,PARMER,16,N,N,Meets Requirements, ,Farwell ISD
185903,FRIONA ISD,185,PARMER,16,N,N,Meets Requirements, ,Friona ISD
185904,LAZBUDDIE ISD,185,PARMER,16,N,N,Meets Requirements, ,Lazbuddie ISD
186901,BUENA VISTA ISD,186,PECOS,18,N,N,Meets Requirements, ,Buena Vista ISD
186902,FORT STOCKTON ISD,186,PECOS,18,N,N,Meets Requirements, ,Fort Stockton ISD
186903,IRAAN-SHEFFIELD ISD,186,PECOS,18,N,N,Meets Requirements, ,Iraan-Sheffield ISD
187901,BIG SANDY ISD,187,POLK,6,N,N,Meets Requirements, ,Big Sandy ISD
187903,GOODRICH ISD,187,POLK,6,N,N,Meets Requirements, ,Goodrich ISD
187904,CORRIGAN-CAMDEN ISD,187,POLK,6,N,N,Needs Assistance, ,Corrigan-Camden ISD
187906,LEGGETT ISD,187,POLK,6,N,N,Meets Requirements, ,Leggett ISD
187907,LIVINGSTON ISD,187,POLK,6,N,N,Needs Assistance, ,Livingston ISD
187910,ONALASKA ISD,187,POLK,6,N,N,Meets Requirements, ,Onalaska ISD
188901,AMARILLO ISD,188,POTTER,16,N,N,Needs Intervention, ,Amarillo ISD
188902,RIVER ROAD ISD,188,POTTER,16,N,N,Meets Requirements, ,River Road ISD
188903,HIGHLAND PARK ISD,188,POTTER,16,N,N,Meets Requirements, ,Highland Park ISD
188904,BUSHLAND ISD,188,POTTER,16,N,N,Meets Requirements, ,Bushland ISD
189901,MARFA ISD,189,PRESIDIO,18,N,N,Meets Requirements, ,Marfa ISD
189902,PRESIDIO ISD,189,PRESIDIO,18,N,N,Meets Requirements, ,Presidio ISD
190903,RAINS ISD,190,RAINS,7,N,N,Needs Intervention, ,Rains ISD
191901,CANYON ISD,191,RANDALL,16,N,N,Needs Assistance, ,Canyon ISD
192901,REAGAN COUNTY ISD,192,REAGAN,18,N,N,Meets Requirements, ,Reagan County ISD
193801,BIG SPRINGS CHARTER SCHOOL,193,REAL,20,Y,Y,Meets Requirements, ,Big Springs Charter School
193902,LEAKEY ISD,193,REAL,20,N,N,Meets Requirements, ,Leakey ISD
194902,AVERY ISD,194,RED RIVER,8,N,N,Meets Requirements, ,Avery ISD
194903,RIVERCREST ISD,194,RED RIVER,8,N,N,Meets Requirements, ,Rivercrest ISD
194904,CLARKSVILLE ISD,194,RED RIVER,8,N,N,Needs Assistance, ,Clarksville ISD
194905,DETROIT ISD,194,RED RIVER,8,N,N,Meets Requirements, ,Detroit ISD
195901,PECOS-BARSTOW-TOYAH ISD,195,REEVES,18,N,N,Meets Requirements, ,Pecos-Barstow-Toyah ISD
195902,BALMORHEA ISD,195,REEVES,18,N,N,Meets Requirements, ,Balmorhea ISD
196901,AUSTWELL-TIVOLI ISD,196,REFUGIO,3,N,N,Meets Requirements, ,Austwell-Tivoli ISD
196902,WOODSBORO ISD,196,REFUGIO,3,N,N,Meets Requirements, ,Woodsboro ISD
196903,REFUGIO ISD,196,REFUGIO,3,N,N,Needs Assistance, ,Refugio ISD
197902,MIAMI ISD,197,ROBERTS,16,N,N,Meets Requirements, ,Miami ISD
198901,BREMOND ISD,198,ROBERTSON,6,N,N,Meets Requirements, ,Bremond ISD
198902,CALVERT ISD,198,ROBERTSON,6,N,N,Meets Requirements, ,Calvert ISD
198903,FRANKLIN ISD,198,ROBERTSON,6,N,N,Meets Requirements, ,Franklin ISD
198905,HEARNE ISD,198,ROBERTSON,6,N,N,Needs Assistance, ,Hearne ISD
198906,MUMFORD ISD,198,ROBERTSON,6,N,N,Meets Requirements, ,Mumford ISD
199901,ROCKWALL ISD,199,ROCKWALL,10,N,N,Needs Assistance, ,Rockwall ISD
199902,ROYSE CITY ISD,199,ROCKWALL,10,N,N,Meets Requirements, ,Royse City ISD
200901,BALLINGER ISD,200,RUNNELS,15,N,N,Meets Requirements, ,Ballinger ISD
200902,MILES ISD,200,RUNNELS,15,N,N,Meets Requirements, ,Miles ISD
200904,WINTERS ISD,200,RUNNELS,15,N,N,Meets Requirements, ,Winters ISD
200906,OLFEN ISD,200,RUNNELS,15,N,N,Meets Requirements, ,Olfen ISD
201902,HENDERSON ISD,201,RUSK,7,N,N,Needs Assistance, ,Henderson ISD
201903,LANEVILLE ISD,201,RUSK,7,N,N,Meets Requirements, ,Laneville ISD
201904,LEVERETTS CHAPEL ISD,201,RUSK,7,N,N,Meets Requirements, ,Leveretts Chapel ISD
201907,MOUNT ENTERPRISE ISD,201,RUSK,7,N,N,Meets Requirements, ,Mount Enterprise ISD
201908,OVERTON ISD,201,RUSK,7,N,N,Meets Requirements, ,Overton ISD
201910,TATUM ISD,201,RUSK,7,N,N,Meets Requirements, ,Tatum ISD
201913,CARLISLE ISD,201,RUSK,7,N,N,Meets Requirements, ,Carlisle ISD
201914,WEST RUSK COUNTY CONSOLIDATED ISD,201,RUSK,7,N,N,Meets Requirements, ,West Rusk County Consolidated ISD
202903,HEMPHILL ISD,202,SABINE,7,N,N,Meets Requirements, ,Hemphill ISD
202905,WEST SABINE ISD,202,SABINE,7,N,N,Meets Requirements, ,West Sabine ISD
203901,SAN AUGUSTINE ISD,203,SAN AUGUSTINE,7,N,N,Meets Requirements, ,San Augustine ISD
203902,BROADDUS ISD,203,SAN AUGUSTINE,7,N,N,Meets Requirements, ,Broaddus ISD
204901,COLDSPRING-OAKHURST CISD,204,SAN JACINTO,6,N,N,Meets Requirements, ,Coldspring-Oakhurst CISD
204904,SHEPHERD ISD,204,SAN JACINTO,6,N,N,Meets Requirements, ,Shepherd ISD
205901,ARANSAS PASS ISD,205,SAN PATRICIO,2,N,N,Meets Requirements, ,Aransas Pass ISD
205902,GREGORY-PORTLAND ISD,205,SAN PATRICIO,2,N,N,Meets Requirements, ,Gregory-Portland ISD
205903,INGLESIDE ISD,205,SAN PATRICIO,2,N,N,Meets Requirements, ,Ingleside ISD
205904,MATHIS ISD,205,SAN PATRICIO,2,N,N,Meets Requirements, ,Mathis ISD
205905,ODEM-EDROY ISD,205,SAN PATRICIO,2,N,N,Meets Requirements, ,Odem-Edroy ISD
205906,SINTON ISD,205,SAN PATRICIO,2,N,N,Meets Requirements, ,Sinton ISD
205907,TAFT ISD,205,SAN PATRICIO,2,N,N,Meets Requirements, ,Taft ISD
206901,SAN SABA ISD,206,SAN SABA,15,N,N,Meets Requirements, ,San Saba ISD
206902,RICHLAND SPRINGS ISD,206,SAN SABA,15,N,N,Meets Requirements, ,Richland Springs ISD
206903,CHEROKEE ISD,206,SAN SABA,15,N,N,Meets Requirements, ,Cherokee ISD
207901,SCHLEICHER ISD,207,SCHLEICHER,15,N,N,Meets Requirements, ,Schleicher ISD
208901,HERMLEIGH ISD,208,SCURRY,14,N,N,Meets Requirements, ,Hermleigh ISD
208902,SNYDER ISD,208,SCURRY,14,N,N,Meets Requirements, ,Snyder ISD
208903,IRA ISD,208,SCURRY,14,N,N,Meets Requirements, ,Ira ISD
209901,ALBANY ISD,209,SHACKELFORD,14,N,N,Meets Requirements, ,Albany ISD
209902,MORAN ISD,209,SHACKELFORD,14,N,N,Meets Requirements, ,Moran ISD
210901,CENTER ISD,210,SHELBY,7,N,N,Meets Requirements, ,Center ISD
210902,JOAQUIN ISD,210,SHELBY,7,N,N,Meets Requirements, ,Joaquin ISD
210903,SHELBYVILLE ISD,210,SHELBY,7,N,N,Meets Requirements, ,Shelbyville ISD
210904,TENAHA ISD,210,SHELBY,7,N,N,Meets Requirements, ,Tenaha ISD
210905,TIMPSON ISD,210,SHELBY,7,N,N,Meets Requirements, ,Timpson ISD
210906,EXCELSIOR ISD,210,SHELBY,7,N,N,Meets Requirements, ,Excelsior ISD
211901,TEXHOMA ISD,211,SHERMAN,16,N,N,Meets Requirements, ,Texhoma ISD
211902,STRATFORD ISD,211,SHERMAN,16,N,N,Meets Requirements, ,Stratford ISD
212801,CUMBERLAND ACADEMY,212,SMITH,7,Y,N,Meets Requirements, ,Cumberland Academy
212804,UT TYLER UNIVERSITY ACADEMY,212,SMITH,7,Y,N,Meets Requirements, ,Ut Tyler University Academy
212901,ARP ISD,212,SMITH,7,N,N,Meets Requirements, ,Arp ISD
212902,BULLARD ISD,212,SMITH,7,N,N,Meets Requirements, ,Bullard ISD
212903,LINDALE ISD,212,SMITH,7,N,N,Meets Requirements, ,Lindale ISD
212904,TROUP ISD,212,SMITH,7,N,N,Meets Requirements, ,Troup ISD
212905,TYLER ISD,212,SMITH,7,N,N,Needs Assistance, ,Tyler ISD
212906,WHITEHOUSE ISD,212,SMITH,7,N,N,Needs Assistance, ,Whitehouse ISD
212909,CHAPEL HILL ISD,212,SMITH,7,N,N,Needs Assistance, ,Chapel Hill ISD
212910,WINONA ISD,212,SMITH,7,N,N,Meets Requirements, ,Winona ISD
213801,BRAZOS RIVER CHARTER SCHOOL,213,SOMERVELL,11,Y,Y,Meets Requirements, ,Brazos River Charter School
213901,GLEN ROSE ISD,213,SOMERVELL,11,N,N,Meets Requirements, ,Glen Rose ISD
214901,RIO GRANDE CITY CISD,214,STARR,1,N,N,Meets Requirements, ,Rio Grande City CISD
214902,SAN ISIDRO ISD,214,STARR,1,N,N,Meets Requirements, ,San Isidro ISD
214903,ROMA ISD,214,STARR,1,N,N,Needs Assistance, ,Roma ISD
215901,BRECKENRIDGE ISD,215,STEPHENS,14,N,N,Meets Requirements, ,Breckenridge ISD
216901,STERLING CITY ISD,216,STERLING,15,N,N,Meets Requirements, ,Sterling City ISD
217901,ASPERMONT ISD,217,STONEWALL,14,N,N,Meets Requirements, ,Aspermont ISD
218901,SONORA ISD,218,SUTTON,15,N,N,Meets Requirements, ,Sonora ISD
219901,HAPPY ISD,219,SWISHER,16,N,N,Meets Requirements, ,Happy ISD
219903,TULIA ISD,219,SWISHER,16,N,N,Meets Requirements, ,Tulia ISD
219905,KRESS ISD,219,SWISHER,16,N,N,Meets Requirements, ,Kress ISD
220801,TREETOPS SCHOOL INTERNATIONAL,220,TARRANT,11,Y,N,Meets Requirements,ASVAB Alternative Test Offered,Treetops School International
220802,ARLINGTON CLASSICS ACADEMY,220,TARRANT,11,Y,N,Meets Requirements, ,Arlington Classics Academy
220809,FORT WORTH ACADEMY OF FINE ARTS,220,TARRANT,11,Y,N,Meets Requirements,ASVAB Test not Offered,Fort Worth Academy Of Fine Arts
220810,WESTLAKE ACADEMY CHARTER SCHOOL,220,TARRANT,11,Y,N,Meets Requirements,ASVAB Alternative Test Offered,Westlake Academy Charter School
220811,EAST FORT WORTH MONTESSORI ACADEMY,220,TARRANT,11,Y,N,Meets Requirements, ,East Fort Worth Montessori Academy
220814,TEXAS SCHOOL OF THE ARTS,220,TARRANT,11,Y,N,Meets Requirements, ,Texas School Of The Arts
220815,CHAPEL HILL ACADEMY,220,TARRANT,11,Y,N,Meets Requirements, ,Chapel Hill Academy
220817,NEWMAN INTERNATIONAL ACADEMY OF AR,220,TARRANT,11,Y,N,Meets Requirements, ,Newman International Academy Of Ar
220819,HIGH POINT ACADEMY,220,TARRANT,11,Y,N,Meets Requirements,ASVAB Test not Offered,High Point Academy
220901,ARLINGTON ISD,220,TARRANT,11,N,N,Needs Assistance, ,Arlington ISD
220902,BIRDVILLE ISD,220,TARRANT,11,N,N,Needs Intervention, ,Birdville ISD
220904,EVERMAN ISD,220,TARRANT,11,N,N,Needs Intervention, ,Everman ISD
220905,FORT WORTH ISD,220,TARRANT,11,N,N,Needs Assistance, ,Fort Worth ISD
220906,GRAPEVINE-COLLEYVILLE ISD,220,TARRANT,11,N,N,Meets Requirements, ,Grapevine-Colleyville ISD
220907,KELLER ISD,220,TARRANT,11,N,N,Meets Requirements, ,Keller ISD
220908,MANSFIELD ISD,220,TARRANT,11,N,N,Needs Intervention, ,Mansfield ISD
220910,LAKE WORTH ISD,220,TARRANT,11,N,N,Needs Substantial Intervention, ,Lake Worth ISD
220912,CROWLEY ISD,220,TARRANT,11,N,N,Needs Assistance, ,Crowley ISD
220914,KENNEDALE ISD,220,TARRANT,11,N,N,Needs Intervention, ,Kennedale ISD
220915,AZLE ISD,220,TARRANT,11,N,N,Meets Requirements, ,Azle ISD
220916,HURST-EULESS-BEDFORD ISD,220,TARRANT,11,N,N,Needs Assistance, ,Hurst-Euless-Bedford ISD
220917,CASTLEBERRY ISD,220,TARRANT,11,N,N,Meets Requirements, ,Castleberry ISD
220918,EAGLE MT-SAGINAW ISD,220,TARRANT,11,N,N,Needs Assistance, ,Eagle Mt-Saginaw ISD
220919,CARROLL ISD,220,TARRANT,11,N,N,Meets Requirements, ,Carroll ISD
220920,WHITE SETTLEMENT ISD,220,TARRANT,11,N,N,Needs Assistance, ,White Settlement ISD
221801,TEXAS COLLEGE PREPARATORY ACADEMIE,221,TAYLOR,14,Y,N,Meets Requirements,ASVAB Alternative Test Offered,Texas College Preparatory Academie
221901,ABILENE ISD,221,TAYLOR,14,N,N,Needs Assistance, ,Abilene ISD
221904,MERKEL ISD,221,TAYLOR,14,N,N,Needs Assistance, ,Merkel ISD
221905,TRENT ISD,221,TAYLOR,14,N,N,Meets Requirements, ,Trent ISD
221911,JIM NED CISD,221,TAYLOR,14,N,N,Meets Requirements, ,Jim Ned CISD
221912,WYLIE ISD,221,TAYLOR,14,N,N,Meets Requirements, ,Wylie ISD
222901,TERRELL COUNTY ISD,222,TERRELL,18,N,N,Meets Requirements, ,Terrell County ISD
223901,BROWNFIELD ISD,223,TERRY,17,N,N,Meets Requirements, ,Brownfield ISD
223902,MEADOW ISD,223,TERRY,17,N,N,Meets Requirements, ,Meadow ISD
223904,WELLMAN-UNION CISD,223,TERRY,17,N,N,Meets Requirements, ,Wellman-Union CISD
224901,THROCKMORTON COLLEGIATE ISD,224,THROCKMORTON,9,N,N,Meets Requirements,ASVAB Alternative Test Offered,Throckmorton Collegiate ISD
224902,WOODSON ISD,224,THROCKMORTON,9,N,N,Meets Requirements, ,Woodson ISD
225902,MOUNT PLEASANT ISD,225,TITUS,8,N,N,Needs Assistance, ,Mount Pleasant ISD
225906,CHAPEL HILL ISD,225,TITUS,8,N,N,Meets Requirements, ,Chapel Hill ISD
225907,HARTS BLUFF ISD,225,TITUS,8,N,N,Meets Requirements, ,Harts Bluff ISD
226801,TEXAS LEADERSHIP,226,TOM GREEN,15,Y,N,Meets Requirements, ,Texas Leadership
226901,CHRISTOVAL ISD,226,TOM GREEN,15,N,N,Meets Requirements, ,Christoval ISD
226903,SAN ANGELO ISD,226,TOM GREEN,15,N,N,Needs Intervention, ,San Angelo ISD
226905,WATER VALLEY ISD,226,TOM GREEN,15,N,N,Meets Requirements, ,Water Valley ISD
226906,WALL ISD,226,TOM GREEN,15,N,N,Meets Requirements, ,Wall ISD
226907,GRAPE CREEK ISD,226,TOM GREEN,15,N,N,Meets Requirements, ,Grape Creek ISD
226908,VERIBEST ISD,226,TOM GREEN,15,N,N,Meets Requirements, ,Veribest ISD
227506,UNIVERSITY OF TEXAS AT AUSTIN H S,227,TRAVIS,13,N,N,Meets Requirements,ASVAB Test not Offered,University Of Texas At Austin H S
227803,WAYSIDE SCHOOLS,227,TRAVIS,13,Y,N,Meets Requirements, ,Wayside Schools
227804,NYOS CHARTER SCHOOL,227,TRAVIS,13,Y,N,Meets Requirements, ,Nyos Charter School
227805,TEXAS EMPOWERMENT ACADEMY,227,TRAVIS,13,Y,N,Meets Requirements, ,Texas Empowerment Academy
227806,UNIVERSITY OF TEXAS UNIVERSITY CHA,227,TRAVIS,13,Y,Y,Meets Requirements, ,University Of Texas University Cha
227814,CHAPARRAL STAR ACADEMY,227,TRAVIS,13,Y,N,Meets Requirements, ,Chaparral Star Academy
227816,HARMONY SCIENCE ACADEMY (AUSTIN),227,TRAVIS,13,Y,N,Meets Requirements, ,Harmony Science Academy (Austin)
227817,CEDARS INTERNATIONAL ACADEMY,227,TRAVIS,13,Y,N,Meets Requirements,ASVAB Test not Offered,Cedars International Academy
227819,UNIVERSITY OF TEXAS ELEMENTARY CHA,227,TRAVIS,13,Y,N,Meets Requirements, ,University Of Texas Elementary Cha
227820,KIPP TEXAS PUBLIC SCHOOLS,227,TRAVIS,4,Y,N,Meets Requirements, ,Kipp Texas Public Schools
227821,AUSTIN DISCOVERY SCHOOL,227,TRAVIS,13,Y,N,Meets Requirements, ,Austin Discovery School
227824,PROMESA PUBLIC SCHOOLS,227,TRAVIS,13,Y,N,Meets Requirements, ,Promesa Public Schools
227825,AUSTIN ACHIEVE PUBLIC SCHOOLS,227,TRAVIS,13,Y,N,Meets Requirements, ,Austin Achieve Public Schools
227826,MONTESSORI FOR ALL,227,TRAVIS,13,Y,N,Meets Requirements, ,Montessori For All
227827,THE EXCEL CENTER (FOR ADULTS),227,TRAVIS,13,Y,Y,Meets Requirements, ,The Excel Center (For Adults)
227829,VALOR PUBLIC SCHOOLS,227,TRAVIS,13,Y,N,Meets Requirements, ,Valor Public Schools
227901,AUSTIN ISD,227,TRAVIS,13,N,N,Meets Requirements, ,Austin ISD
227904,PFLUGERVILLE ISD,227,TRAVIS,13,N,N,Needs Assistance, ,Pflugerville ISD
227907,MANOR ISD,227,TRAVIS,13,N,N,Needs Substantial Intervention, ,Manor ISD
227909,EANES ISD,227,TRAVIS,13,N,N,Meets Requirements, ,Eanes ISD
227910,DEL VALLE ISD,227,TRAVIS,13,N,N,Meets Requirements, ,Del Valle ISD
227912,LAGO VISTA ISD,227,TRAVIS,13,N,N,Meets Requirements, ,Lago Vista ISD
227913,LAKE TRAVIS ISD,227,TRAVIS,13,N,N,Meets Requirements, ,Lake Travis ISD
228901,GROVETON ISD,228,TRINITY,6,N,N,Meets Requirements, ,Groveton ISD
228903,TRINITY ISD,228,TRINITY,6,N,N,Meets Requirements, ,Trinity ISD
228904,CENTERVILLE ISD,228,TRINITY,6,N,N,Meets Requirements, ,Centerville ISD
228905,APPLE SPRINGS ISD,228,TRINITY,6,N,N,Meets Requirements, ,Apple Springs ISD
229901,COLMESNEIL ISD,229,TYLER,5,N,N,Meets Requirements, ,Colmesneil ISD
229903,WOODVILLE ISD,229,TYLER,5,N,N,Needs Intervention, ,Woodville ISD
229904,WARREN ISD,229,TYLER,5,N,N,Needs Assistance, ,Warren ISD
229905,SPURGER ISD,229,TYLER,5,N,N,Meets Requirements, ,Spurger ISD
229906,CHESTER ISD,229,TYLER,5,N,N,Meets Requirements, ,Chester ISD
230901,BIG SANDY ISD,230,UPSHUR,7,N,N,Meets Requirements, ,Big Sandy ISD
230902,GILMER ISD,230,UPSHUR,7,N,N,Meets Requirements, ,Gilmer ISD
230903,ORE CITY ISD,230,UPSHUR,7,N,N,Needs Intervention, ,Ore City ISD
230904,UNION HILL ISD,230,UPSHUR,7,N,N,Meets Requirements, ,Union Hill ISD
230905,HARMONY ISD,230,UPSHUR,7,N,N,Meets Requirements, ,Harmony ISD
230906,NEW DIANA ISD,230,UPSHUR,7,N,N,Meets Requirements, ,New Diana ISD
230908,UNION GROVE ISD,230,UPSHUR,7,N,N,Needs Assistance, ,Union Grove ISD
231901,MCCAMEY ISD,231,UPTON,18,N,N,Meets Requirements, ,McCamey ISD
231902,RANKIN ISD,231,UPTON,18,N,N,Meets Requirements, ,Rankin ISD
232901,KNIPPA ISD,232,UVALDE,20,N,N,Meets Requirements, ,Knippa ISD
232902,SABINAL ISD,232,UVALDE,20,N,N,Meets Requirements, ,Sabinal ISD
232903,UVALDE CISD,232,UVALDE,20,N,N,Needs Intervention, ,Uvalde CISD
232904,UTOPIA ISD,232,UVALDE,20,N,N,Meets Requirements, ,Utopia ISD
233901,SAN FELIPE-DEL RIO CISD,233,VAL VERDE,15,N,N,Meets Requirements,ASVAB Alternative Test Offered,San Felipe-Del Rio CISD
233903,COMSTOCK ISD,233,VAL VERDE,15,N,N,Meets Requirements, ,Comstock ISD
234801,RANCH ACADEMY,234,VAN ZANDT,7,Y,Y,Meets Requirements,ASVAB Test not Offered,Ranch Academy
234902,CANTON ISD,234,VAN ZANDT,10,N,N,Meets Requirements, ,Canton ISD
234903,EDGEWOOD ISD,234,VAN ZANDT,7,N,N,Meets Requirements, ,Edgewood ISD
234904,GRAND SALINE ISD,234,VAN ZANDT,7,N,N,Meets Requirements, ,Grand Saline ISD
234905,MARTINS MILL ISD,234,VAN ZANDT,7,N,N,Meets Requirements, ,Martins Mill ISD
