COUNTY,REGION,GRDSPAN,PAIRCAMP,CAMPUS,DISTRICT,CAMPNAME,DISTNAME,CNTYNAME,GRDTYPE,CFLCHART,CFLALTED,PAIRNAME,CAD_PROGRESS,CAD_GAP,CAD_READ,CAD_MATH,CAD_SCIE,CAD_SOCI,CAD_POST,C_RATING
"'220","'11","'KG - 05"," ","'220918109","'220918","GREENFIELD EL","EAGLE MT-SAGINAW ISD","TARRANT","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'220","'11","'KG - 05"," ","'220918110","'220918","COMANCHE SPRINGS EL","EAGLE MT-SAGINAW ISD","TARRANT","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'220","'11","'PK - 05"," ","'220918111","'220918","NORTHBROOK EL","EAGLE MT-SAGINAW ISD","TARRANT","E","N","N"," ","0","0","0","0","0"," ","1","C"
"'220","'11","'KG - 05"," ","'220918112","'220918","LAKE POINTE EL","EAGLE MT-SAGINAW ISD","TARRANT","E","N","N"," ","1","1","0","1","1"," ","0","A"
"'220","'11","'PK - 05"," ","'220918113","'220918","PARKVIEW EL","EAGLE MT-SAGINAW ISD","TARRANT","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'220","'11","'KG - 05"," ","'220918114","'220918","WILLOW CREEK EL","EAGLE MT-SAGINAW ISD","TARRANT","E","N","N"," ","0","0","0","0","1"," ","0","B"
"'220","'11","'KG - 05"," ","'220918115","'220918","DOZIER EL","EAGLE MT-SAGINAW ISD","TARRANT","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'220","'11","'PK - 05"," ","'220918116","'220918","COPPER CREEK EL","EAGLE MT-SAGINAW ISD","TARRANT","E","N","N"," ","1","0","0","0","0"," ","0","B"
"'220","'11","'PK - 05"," ","'220918117","'220918","LAKE COUNTRY EL","EAGLE MT-SAGINAW ISD","TARRANT","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'220","'11","'11 - 12"," ","'220919001","'220919","CARROLL SENIOR H S","CARROLL ISD","TARRANT","S","N","N"," "," ","1","1","1","1","1","1","A"
"'220","'11","'09 - 10"," ","'220919003","'220919","CARROLL H S","CARROLL ISD","TARRANT","S","N","N"," ","0","0","1","1","0","0","1","A"
"'220","'11","'07 - 08"," ","'220919041","'220919","CARROLL MIDDLE","CARROLL ISD","TARRANT","M","N","N"," ","1","1","1","1","0","1","1","A"
"'220","'11","'07 - 08"," ","'220919043","'220919","GEORGE DAWSON MIDDLE","CARROLL ISD","TARRANT","M","N","N"," ","1","0","1","0","1","1","1","A"
"'220","'11","'KG - 04"," ","'220919101","'220919","JACK D JOHNSON EL","CARROLL ISD","TARRANT","E","N","N"," ","1","1","1","1"," "," ","1","A"
"'220","'11","'PK - 04"," ","'220919102","'220919","CARROLL EL","CARROLL ISD","TARRANT","E","N","N"," ","0","1","1","0"," "," ","1","A"
"'220","'11","'KG - 04"," ","'220919103","'220919","WALNUT GROVE EL","CARROLL ISD","TARRANT","E","N","N"," ","0","0","1","0"," "," ","1","A"
"'220","'11","'EE - 04"," ","'220919104","'220919","ROBERT H ROCKENBAUGH EL","CARROLL ISD","TARRANT","E","N","N"," ","1","1","1","1"," "," ","1","A"
"'220","'11","'05 - 06"," ","'220919106","'220919","DON T DURHAM INT","CARROLL ISD","TARRANT","M","N","N"," ","1","1","1","1"," "," ","1","A"
"'220","'11","'PK - 04"," ","'220919107","'220919","OLD UNION EL","CARROLL ISD","TARRANT","E","N","N"," ","1","1","1","1"," "," ","1","A"
"'220","'11","'05 - 06"," ","'220919108","'220919","EUBANKS INT","CARROLL ISD","TARRANT","M","N","N"," ","1","0","1","1","1"," ","1","A"
"'220","'11","'09 - 12"," ","'220920001","'220920","BREWER H S","WHITE SETTLEMENT ISD","TARRANT","S","N","N"," ","0","0","0","0","0","0","0","C"
"'220","'11","'10 - 10"," ","'220920004","'220920","TARRANT CO J J A E P","WHITE SETTLEMENT ISD","TARRANT","S","N","N"," "," "," "," "," "," "," "," ","Not Rated"
"'220","'11","'07 - 08"," ","'220920041","'220920","BREWER MIDDLE","WHITE SETTLEMENT ISD","TARRANT","M","N","N"," ","0","0","0","0","0","0","0","B"
"'220","'11","'KG - 04"," ","'220920101","'220920","LIBERTY EL","WHITE SETTLEMENT ISD","TARRANT","E","N","N"," ","0","1","0","0"," "," ","0","B"
"'220","'11","'KG - 04"," ","'220920102","'220920","NORTH EL","WHITE SETTLEMENT ISD","TARRANT","E","N","N"," ","0","0","0","0"," "," ","0","B"
"'220","'11","'EE - 04"," ","'220920103","'220920","WEST EL","WHITE SETTLEMENT ISD","TARRANT","E","N","N"," ","1","1","1","0"," "," ","0","B"
"'220","'11","'KG - 04"," ","'220920104","'220920","BLUE HAZE EL","WHITE SETTLEMENT ISD","TARRANT","E","N","N"," ","0","0","0","0"," "," ","0","B"
"'220","'11","'05 - 06"," ","'220920105","'220920","TANNAHILL INT","WHITE SETTLEMENT ISD","TARRANT","M","N","N"," ","0","0","0","0","0"," ","0","C"
"'220","'11","'KG - 06"," ","'220920106","'220920","FINE ARTS ACADEMY","WHITE SETTLEMENT ISD","TARRANT","E","N","N"," ","0","1","0","0","0"," ","0","A"
"'221","'14","'KG - 08"," ","'221801005","'221801","HUNTSVILLE CLASSICAL ACADEMY","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","E","Y","N"," ","0","0","1","0","0","1","0","C"
"'221","'14","'KG - 12"," ","'221801011","'221801","AMARILLO COLLEGIATE ACADEMY","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","B","Y","N"," ","0","0","0","0","0","0","0","B"
"'221","'14","'KG - 05"," ","'221801014","'221801","COPPELL CLASSICAL ACADEMY","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","E","Y","N"," ","0","0","0","0","0"," ","0","B"
"'221","'14","'07 - 12"," ","'221801020","'221801","FOUNDERS CLASSICAL ACADEMY CORINTH - UPPER SCHOOL","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","S","Y","N"," ","0","0","1","0","0","0","1","B"
"'221","'14","'09 - 12"," ","'221801022","'221801","ISCHOOL VIRTUAL ACADEMY OF TEXAS","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","S","Y","N"," ","0","0","0","0","1","0","1","B"
"'221","'14","'KG - 11"," ","'221801023","'221801","FOUNDERS CLASSICAL ACADEMY- CARROLLTON","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","B","Y","N"," ","0","0","0","0","0","1","0","C"
"'221","'14","'KG - 08"," ","'221801025","'221801","QUEST COLLEGIATE ACADEMY - SHENANDOAH","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","E","Y","N"," ","0","0","0","0","0","0","0","C"
"'221","'14","'PK - 08"," ","'221801026","'221801","VISTA ACADEMY OF GARLAND","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","E","Y","N"," ","0","0","0","0","0","1","1","B"
"'221","'14","'KG - 05"," ","'221801027","'221801","ISCHOOL LEWISVILLE (K-5 CAMPUS)","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","E","Y","N"," ","0"," ","0","0","0"," ","0","B"
"'221","'14","'PK - 08"," ","'221801033","'221801","QUEST COLLEGIATE ACADEMY - JASPER","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","E","Y","N"," ","0","0","0","0","0"," ","0","Not Rated: Senate Bill 1365"
"'221","'14","'06 - 12"," ","'221801034","'221801","ISCHOOL LEWISVILLE (6-12 CAMPUS)","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","B","Y","N"," ","0","0","0","0","0","0","0","B"
"'221","'14","'PK - 08"," ","'221801039","'221801","CLAY CLASSICAL ACADEMY","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","E","Y","N"," ","0","0","0","0","0","0","0","C"
"'221","'14","'KG - 12"," ","'221801043","'221801","FOUNDERS CLASSICAL ACADEMY","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","B","Y","N"," ","0","0","1","1","1","1","0","A"
"'221","'14","'PK - 08"," ","'221801044","'221801","QUEST COLLEGIATE ACADEMY-MCALLEN","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","E","Y","N"," ","1","1","1","1"," "," ","1","A"
"'221","'14","'PK - 08"," ","'221801045","'221801","QUEST COLLEGIATE ACADEMY - CROCKETT","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","E","Y","N"," ","0","0","0","0","0"," ","0","Not Rated: Senate Bill 1365"
"'221","'14","'KG - 12"," ","'221801046","'221801","TYLER CLASSICAL ACADEMY","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","B","Y","N"," ","0","0","0","1","0","0","1","B"
"'221","'14","'KG - 08"," ","'221801048","'221801","VISTA ACADEMY OF AUSTIN-MUELLER","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","E","Y","N"," ","1","1","0","0","1","0","0","A"
"'221","'14","'KG - 08"," ","'221801050","'221801","VISTA ACADEMY OF THE WOODLANDS","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","E","Y","N"," ","0","0","1","0","0","0","0","C"
"'221","'14","'07 - 12"," ","'221801051","'221801","ISCHOOL HIGH AT UNIVERSITY PARK","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","S","Y","N"," ","0","1","1","0","0","0","0","A"
"'221","'14","'KG - 06"," ","'221801052","'221801","VISTA ACADEMY OF BEAUMONT","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","E","Y","N"," ","0","0","0","0","0"," ","0","Not Rated: Senate Bill 1365"
"'221","'14","'PK - 08"," ","'221801055","'221801","VISTA ACADEMY OF PASADENA","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","E","Y","N"," ","0","0","0","0","0","0","0","B"
"'221","'14","'09 - 12"," ","'221801056","'221801","ISCHOOL HIGH AT THE WOODLANDS","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","S","Y","N"," ","1","1","0","0","0","0","0","A"
"'221","'14","'KG - 05"," ","'221801057","'221801","VISTA ACADEMY OF HUMBLE","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","E","Y","N"," ","0","0","0","0","0"," ","0","C"
"'221","'14","'KG - 12"," ","'221801058","'221801","FOUNDERS CLASSICAL ACADEMY OF LEANDER","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","B","Y","N"," ","0","0","0","0","0","0","0","B"
"'221","'14","'KG - 05"," ","'221801060","'221801","DENTON CLASSICAL ACADEMY","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","E","Y","N"," ","0","0","0","0","0"," ","0","B"
"'221","'14","'KG - 12"," ","'221801061","'221801","FOUNDERS CLASSICAL ACADEMY OF MESQUITE","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","B","Y","N"," ","0","0","0","0","0","1","0","C"
"'221","'14","'PK - 08"," ","'221801062","'221801","MAINLAND PREPARATORY ACADEMY","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","E","Y","N"," ","0","0","0","0","0","0","0","B"
"'221","'14","'KG - 11"," ","'221801063","'221801","FOUNDERS CLASSICAL ACADEMY OF FLOWER MOUND","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","B","Y","N"," ","0","0","0","0","0","1","0","A"
"'221","'14","'KG - 06"," ","'221801064","'221801","FOUNDERS CLASSICAL ACADEMY CORINTH","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","E","Y","N"," ","0","0","0","0","0"," ","0","B"
"'221","'14","'KG - 08"," ","'221801065","'221801","FALLBROOK ACADEMY","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","E","Y","N"," ","0","0","0","0","0","0","0","C"
"'221","'14","'KG - 12"," ","'221801066","'221801","FOUNDERS CLASSICAL ACADEMY OF SCHERTZ","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","B","Y","N"," ","0","0","0","0","0","0","0","C"
"'221","'14","'KG - 08"," ","'221801067","'221801","CLASSICAL ACADEMY - PERMIAN BASIN","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","E","Y","N"," ","0","0","0","0","0","0","0","Not Rated: Senate Bill 1365"
"'221","'14","'KG - 11"," ","'221801068","'221801","FOUNDERS CLASSICAL ACADEMY - FRISCO","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","B","Y","N"," ","0","0","0","1","1","1","0","A"
"'221","'14","'PK - 07"," ","'221801069","'221801","WESTCHASE CLASSICAL ACADEMY","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","E","Y","N"," ","1","1","0","0"," "," ","1","A"
"'221","'14","'PK - 07"," ","'221801070","'221801","EASTEX-JENSEN CLASSICAL ACADEMY","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","E","Y","N"," ","0","0","0","0"," "," ","0","Not Rated: Senate Bill 1365"
"'221","'14","'KG - 12"," ","'221801071","'221801","EL PASO CLASSICAL ACADEMY","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","B","Y","N"," ","0","0","0","0","1","1","1","B"
"'221","'14","'KG - 02"," ","'221801073","'221801","FOUNDERS CLASSICAL ACADEMY - CONROE","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","E","Y","N"," "," "," "," "," "," "," "," ","Not Rated"
"'221","'14","'PK - 07"," ","'221801074","'221801","IGNITE COMMUNITY SCHOOL-FORT WORTH","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","E","Y","N"," ","0","0","1","1"," "," ","1","B"
"'221","'14","'03 - 08"," ","'221801075","'221801","FOUNDERS CLASSICAL ACADEMY-BASTROP","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","E","Y","N"," ","0","0","0","0","0","0","0","Not Rated: Senate Bill 1365"
"'221","'14","'09 - 10"," ","'221801076","'221801","ISCHOOL HIGH - ATASCOCITA","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","S","Y","N"," "," "," "," "," "," "," ","1","A"
"'221","'14","'KG - 08"," ","'221801077","'221801","FOUNDERS CLASSICAL ACADEMY OF PROSPER","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","E","Y","N"," ","0","0","0","0","0"," ","0","B"
"'221","'14","'KG - 05"," ","'221801078","'221801","QUEST COLLEGIATE ACADEMY-WHITEWRIGHT","TEXAS COLLEGE PREPARATORY ACADEMIES","TAYLOR","E","Y","N"," ","0","0","0","0","0"," ","0","Not Rated: Senate Bill 1365"
"'221","'14","'09 - 12"," ","'221901001","'221901","ABILENE H S","ABILENE ISD","TAYLOR","S","N","N"," ","1","1","1","1","0","0","1","B"
"'221","'14","'09 - 12"," ","'221901002","'221901","COOPER H S","ABILENE ISD","TAYLOR","S","N","N"," ","0","0","0","0","0","0","1","C"
"'221","'14","'07 - 12"," ","'221901003","'221901","WOODSON CENTER FOR EXCELLENCE","ABILENE ISD","TAYLOR","S","N","Y"," "," "," "," "," "," "," "," ","B"
"'221","'14","'06 - 12"," ","'221901006","'221901","DAEP","ABILENE ISD","TAYLOR","B","N","N"," "," "," "," "," "," "," "," ","Not Rated"
"'221","'14","'05 - 10"," ","'221901007","'221901","TAYLOR COUNTY LEARNING CENTER","ABILENE ISD","TAYLOR","B","N","N"," "," "," "," "," "," "," "," ","Not Rated"
"'221","'14","'07 - 11"," ","'221901008","'221901","JUVENILE DETENTION CENTER","ABILENE ISD","TAYLOR","S","N","Y"," "," "," "," "," "," "," "," ","Not Rated"
"'221","'14","'09 - 12"," ","'221901010","'221901","ACADEMY FOR TECHNOLOGY ENGINEERING MATH & SCIENCE","ABILENE ISD","TAYLOR","S","N","N"," ","0","0","1","1","1","1","1","A"
"'221","'14","'06 - 08"," ","'221901044","'221901","MADISON MIDDLE","ABILENE ISD","TAYLOR","M","N","N"," ","0","0","0","0","0","0","0","Not Rated: Senate Bill 1365"
"'221","'14","'06 - 08"," ","'221901045","'221901","MANN MIDDLE","ABILENE ISD","TAYLOR","M","N","N"," ","0","0","0","0","0","0","0","Not Rated: Senate Bill 1365"
"'221","'14","'06 - 08"," ","'221901047","'221901","CLACK MIDDLE","ABILENE ISD","TAYLOR","M","N","N"," ","0","0","0","0","0","0","0","Not Rated: Senate Bill 1365"
"'221","'14","'06 - 08"," ","'221901048","'221901","CRAIG MIDDLE","ABILENE ISD","TAYLOR","M","N","N"," ","0","0","0","0","0","0","0","Not Rated: Senate Bill 1365"
"'221","'14","'KG - 05"," ","'221901102","'221901","AUSTIN EL","ABILENE ISD","TAYLOR","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'221","'14","'KG - 05"," ","'221901103","'221901","BONHAM EL","ABILENE ISD","TAYLOR","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'221","'14","'KG - 05"," ","'221901104","'221901","BOWIE EL","ABILENE ISD","TAYLOR","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'221","'14","'KG - 05"," ","'221901108","'221901","DYESS EL","ABILENE ISD","TAYLOR","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'221","'14","'KG - 05"," ","'221901112","'221901","JACKSON EL","ABILENE ISD","TAYLOR","E","N","N"," ","0","0","0","0","0"," ","0","Not Rated: Senate Bill 1365"
"'221","'14","'KG - 05"," ","'221901113","'221901","EUGENE PURCELL EL","ABILENE ISD","TAYLOR","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'221","'14","'KG - 05"," ","'221901116","'221901","ROBERT & SAMMYE STAFFORD EL","ABILENE ISD","TAYLOR","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'221","'14","'KG - 05"," ","'221901121","'221901","TAYLOR EL","ABILENE ISD","TAYLOR","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'221","'14","'06 - 11"," ","'221901142","'221901","OCEANS BEHAVIORAL HEALTH","ABILENE ISD","TAYLOR","B","N","Y"," "," "," "," "," "," "," "," ","Not Rated"
"'221","'14","'KG - 05"," ","'221901150","'221901","WARD EL","ABILENE ISD","TAYLOR","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'221","'14","'KG - 05"," ","'221901151","'221901","THOMAS EL","ABILENE ISD","TAYLOR","E","N","N"," ","0","0","0","0","1"," ","1","B"
"'221","'14","'KG - 05"," ","'221901152","'221901","ORTIZ EL","ABILENE ISD","TAYLOR","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'221","'14","'KG - 05"," ","'221901153","'221901","BASSETTI EL","ABILENE ISD","TAYLOR","E","N","N"," ","0","0","0","0","0"," ","0","Not Rated: Senate Bill 1365"
"'221","'14","'KG - 05"," ","'221901155","'221901","MARTINEZ EL","ABILENE ISD","TAYLOR","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'221","'14","'EE - PK","'221901000","'221901156","'221901","LONG EARLY LEARNING CENTER","ABILENE ISD","TAYLOR","E","N","N","ABILENE ISD"," "," "," "," "," "," "," ","C"
"'221","'14","'PK - PK","'221901000","'221901208","'221901","DAY NURSERY OF ABILENE","ABILENE ISD","TAYLOR","E","N","N","ABILENE ISD"," "," "," "," "," "," "," ","C"
"'221","'14","'09 - 12"," ","'221904001","'221904","MERKEL H S","MERKEL ISD","TAYLOR","S","N","N"," ","0","0","0","0","0","0","1","B"
"'221","'14","'06 - 08"," ","'221904041","'221904","MERKEL MIDDLE","MERKEL ISD","TAYLOR","M","N","N"," ","0","0","0","0","0","0","0","C"
"'221","'14","'EE - 05"," ","'221904102","'221904","MERKEL EL","MERKEL ISD","TAYLOR","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'221","'14","'08 - 09"," ","'221904105","'221904","TAYLOR COUNTY LEARNING CENTER","MERKEL ISD","TAYLOR","M","N","N"," "," "," "," "," "," "," "," ","Not Rated"
"'221","'14","'PK - 12"," ","'221905001","'221905","TRENT INDEPENDENT SCHOOL DISTRICT","TRENT ISD","TAYLOR","B","N","N"," ","0","0","0","0","0","0","0","B"
"'221","'14","'09 - 12"," ","'221911001","'221911","JIM NED H S","JIM NED CISD","TAYLOR","S","N","N"," ","0","0","0","0","0","0","0","A"
"'221","'14","'06 - 08"," ","'221911041","'221911","JIM NED MIDDLE","JIM NED CISD","TAYLOR","M","N","N"," ","0","0","0","0","0","0","0","B"
"'221","'14","'EE - 05"," ","'221911101","'221911","LAWN EL","JIM NED CISD","TAYLOR","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'221","'14","'PK - 05"," ","'221911102","'221911","BUFFALO GAP EL","JIM NED CISD","TAYLOR","E","N","N"," ","0","1","0","0","0"," ","1","A"
"'221","'14","'09 - 12"," ","'221912001","'221912","WYLIE H S","WYLIE ISD","TAYLOR","S","N","N"," ","0","1","0","0","0","0","0","A"
"'221","'14","'05 - 08"," ","'221912041","'221912","WYLIE WEST J H","WYLIE ISD","TAYLOR","M","N","N"," ","1","0","1","0","0","1","0","A"
"'221","'14","'05 - 08"," ","'221912042","'221912","WYLIE EAST J H","WYLIE ISD","TAYLOR","M","N","N"," ","1","0","0","0","1","1","1","A"
"'221","'14","'01 - 02","'221912103","'221912101","'221912","WYLIE WEST EL","WYLIE ISD","TAYLOR","E","N","N","WYLIE WEST INT"," "," "," "," "," "," "," ","B"
"'221","'14","'03 - 04"," ","'221912103","'221912","WYLIE WEST INT","WYLIE ISD","TAYLOR","E","N","N"," ","0","0","0","0"," "," ","0","B"
"'221","'14","'EE - KG","'221912103","'221912106","'221912","WYLIE WEST EARLY CHILDHOOD CENTER","WYLIE ISD","TAYLOR","E","N","N","WYLIE WEST INT"," "," "," "," "," "," "," ","B"
"'221","'14","'KG - 04"," ","'221912108","'221912","WYLIE EAST EL","WYLIE ISD","TAYLOR","E","N","N"," ","0","0","0","0"," "," ","0","A"
"'222","'18","'PK - 12"," ","'222901001","'222901","SANDERSON SCHOOLS","TERRELL COUNTY ISD","TERRELL","B","N","N"," ","0","1","1","0","0","1","1","A"
"'223","'17","'09 - 12"," ","'223901001","'223901","BROWNFIELD H S","BROWNFIELD ISD","TERRY","S","N","N"," ","0","0","0","1","0","1","1","B"
"'223","'17","'09 - 12"," ","'223901005","'223901","BROWNFIELD EDUCATION CENTER","BROWNFIELD ISD","TERRY","S","N","Y"," "," "," "," "," "," "," "," ","C"
"'223","'17","'06 - 08"," ","'223901041","'223901","BROWNFIELD MIDDLE","BROWNFIELD ISD","TERRY","M","N","N"," ","0","0","0","0","0","0","0","C"
"'223","'17","'PK - PK","'223901102","'223901101","'223901","COLONIAL HEIGHTS EL","BROWNFIELD ISD","TERRY","E","N","N","OAK GROVE EL"," "," "," "," "," "," "," ","C"
"'223","'17","'KG - 05"," ","'223901102","'223901","OAK GROVE EL","BROWNFIELD ISD","TERRY","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'223","'17","'PK - 12"," ","'223902001","'223902","MEADOW SCHOOL","MEADOW ISD","TERRY","B","N","N"," ","0","0","0","0","1","0","1","B"
"'223","'17","'PK - 12"," ","'223904001","'223904","WELLMAN-UNION SCHOOL","WELLMAN-UNION CISD","TERRY","B","N","N"," ","1","0","0","0","0","0","1","A"
"'224","'14","'PK - 12"," ","'224901001","'224901","THROCKMORTON COLLEGIATE ISD","THROCKMORTON COLLEGIATE ISD","THROCKMORTON","B","N","N"," ","0","0","0","0","0","0","0","B"
"'224","'09","'PK - 12"," ","'224902001","'224902","WOODSON SCHOOL","WOODSON ISD","THROCKMORTON","B","N","N"," ","0","0","1","0","1","1","1","B"
"'225","'08","'09 - 12"," ","'225902001","'225902","MOUNT PLEASANT H S","MOUNT PLEASANT ISD","TITUS","S","N","N"," ","1","1","1","1","1","1","0","B"
"'225","'08","'06 - 12"," ","'225902003","'225902","MOUNT PLEASANT DAEP","MOUNT PLEASANT ISD","TITUS","B","N","N"," "," "," "," "," "," "," "," ","Not Rated"
"'225","'08","'07 - 08"," ","'225902041","'225902","MOUNT PLEASANT J H","MOUNT PLEASANT ISD","TITUS","M","N","N"," ","0","0","1","0","0","0","0","B"
"'225","'08","'05 - 06"," ","'225902042","'225902","P E WALLACE MIDDLE","MOUNT PLEASANT ISD","TITUS","M","N","N"," ","0","0","0","1","1"," ","1","B"
"'225","'08","'KG - 04"," ","'225902101","'225902","FRANCES CORPREW EL","MOUNT PLEASANT ISD","TITUS","E","N","N"," ","0","0","0","1"," "," ","1","B"
"'225","'08","'KG - 04"," ","'225902102","'225902","ANNIE SIMS EL","MOUNT PLEASANT ISD","TITUS","E","N","N"," ","0","0","1","0"," "," ","1","B"
"'225","'08","'KG - 04"," ","'225902103","'225902","E C BRICE EL","MOUNT PLEASANT ISD","TITUS","E","N","N"," ","0","0","0","0"," "," ","1","B"
"'225","'08","'KG - 04"," ","'225902104","'225902","VIVIAN FOWLER EL","MOUNT PLEASANT ISD","TITUS","E","N","N"," ","0","1","0","1"," "," ","1","B"
"'225","'08","'EE - KG","'225902000","'225902105","'225902","CHILD DEVELOPMENT CENTER","MOUNT PLEASANT ISD","TITUS","E","N","N","MOUNT PLEASANT ISD"," "," "," "," "," "," "," ","B"
"'225","'08","'09 - 12"," ","'225906001","'225906","CHAPEL HILL H S","CHAPEL HILL ISD","TITUS","S","N","N"," ","0","0","1","1","0","1","0","A"
"'225","'08","'06 - 08"," ","'225906041","'225906","CHAPEL HILL J H","CHAPEL HILL ISD","TITUS","M","N","N"," ","0","0","0","0","1","0","0","B"
"'225","'08","'PK - 05"," ","'225906101","'225906","CHAPEL HILL EL","CHAPEL HILL ISD","TITUS","E","N","N"," ","1","1","0","1","0"," ","1","A"
"'225","'08","'09 - 10"," ","'225907001","'225907","HARTS BLUFF EARLY COLLEGE H S","HARTS BLUFF ISD","TITUS","S","N","N"," ","0","0","0","0","0","0","0","C"
"'225","'08","'PK - 08"," ","'225907101","'225907","HARTS BLUFF EL","HARTS BLUFF ISD","TITUS","E","N","N"," ","0","0","0","0","0","0","0","C"
"'226","'15","'KG - 12"," ","'226801001","'226801","TEXAS LEADERSHIP OF SAN ANGELO","TEXAS LEADERSHIP PUBLIC SCHOOLS","TOM GREEN","B","Y","N"," ","0","0","0","0","0","0","0","B"
"'226","'15","'KG - 12"," ","'226801002","'226801","TEXAS LEADERSHIP OF MIDLAND","TEXAS LEADERSHIP PUBLIC SCHOOLS","TOM GREEN","B","Y","N"," ","0","0","0","0","0","0","0","C"
"'226","'15","'KG - 12"," ","'226801003","'226801","TEXAS LEADERSHIP OF ARLINGTON","TEXAS LEADERSHIP PUBLIC SCHOOLS","TOM GREEN","B","Y","N"," ","0","0","0","0","0","0","0","Not Rated: Senate Bill 1365"
"'226","'15","'KG - 11"," ","'226801004","'226801","TEXAS LEADERSHIP OF ABILENE","TEXAS LEADERSHIP PUBLIC SCHOOLS","TOM GREEN","B","Y","N"," ","0","0","0","0","0","0","0","Not Rated: Senate Bill 1365"
"'226","'15","'06 - 12"," ","'226901001","'226901","CHRISTOVAL H S","CHRISTOVAL ISD","TOM GREEN","B","N","N"," ","0","0","0","0","0","1","0","A"
"'226","'15","'PK - 05"," ","'226901101","'226901","CHRISTOVAL EL","CHRISTOVAL ISD","TOM GREEN","E","N","N"," ","0","0","0","0","1"," ","1","B"
"'226","'15","'09 - 12"," ","'226903001","'226903","CENTRAL H S","SAN ANGELO ISD","TOM GREEN","S","N","N"," ","0","0","0","0","0","0","0","B"
"'226","'15","'09 - 12"," ","'226903002","'226903","LAKE VIEW H S","SAN ANGELO ISD","TOM GREEN","S","N","N"," ","0","0","0","0","0","0","1","B"
"'226","'15","'06 - 11"," ","'226903038","'226903","CARVER ALTER LRN CTR","SAN ANGELO ISD","TOM GREEN","B","N","N"," "," "," "," "," "," "," "," ","Not Rated"
