Region Code,TEA Region,County Code,County Name,Economic Status,8th Grade (FY 2006),Enrolled in 9th Grade (FY 2007),% Enrolled in 9th Grade (FY 2007),Enrolled in 10th Grade(FY 2008),% Enrolled in 10th Grade (FY 2008),Enrolled in <10th Grade (FY 2008),% Enrolled in <10th Grade (FY 2008),High School Graduate FY 2009-2011,% High School Graduate FY 2009-2011,Enrolled TX 4-year,% Enrolled TX 4-year,Enrolled TX 2-year,% Enrolled TX 2-year,Enrolled in Higher Education,% Enrolled in Higher Education,No Public HS Grad Record Enrolled in Higher Ed,% No Public HS Grad Record Enrolled in Higher Ed,Higher Ed Degree or Certificate Texas,% Higher Ed Degree or Certificate Texas
17,Lubbock,58,DAWSON,Not Economically Disadvantaged,70,65,0.93,61.00,0.87,5.00,0.07,56.00,0.80,18.00,0.26,20.00,0.29,38.00,0.54,1.00,0.01,18.00,0.26
17,Lubbock,58,DAWSON,Economically Disadvantaged,114,103,0.90,93.00,0.82,13.00,0.11,80.00,0.70,5.00,0.04,30.00,0.26,35.00,0.31,1.00,0.01,8.00,0.07
17,Lubbock,63,DICKENS,Not Economically Disadvantaged,11,11,1.00,11.00,1.00,0.00,0.00,11.00,1.00,4.00,0.36,5.00,0.45,9.00,0.82,0.00,0.00,4.00,0.36
17,Lubbock,63,DICKENS,Economically Disadvantaged,19,19,1.00,19.00,1.00,0.00,0.00,14.00,0.74,2.00,0.11,5.00,0.26,7.00,0.37,0.00,0.00,3.00,0.16
17,Lubbock,77,FLOYD,Not Economically Disadvantaged,55,55,1.00,53.00,0.96,1.00,0.02,51.00,0.93,23.00,0.42,19.00,0.35,42.00,0.76,1.00,0.02,22.00,0.40
17,Lubbock,77,FLOYD,Economically Disadvantaged,72,67,0.93,59.00,0.82,6.00,0.08,46.00,0.64,7.00,0.10,21.00,0.29,28.00,0.39,1.00,0.01,5.00,0.07
17,Lubbock,83,GAINES,Not Economically Disadvantaged,107,104,0.97,103.00,0.96,1.00,0.01,96.00,0.90,32.00,0.30,27.00,0.25,59.00,0.55,1.00,0.01,36.00,0.34
17,Lubbock,83,GAINES,Economically Disadvantaged,103,95,0.92,87.00,0.84,2.00,0.02,83.00,0.81,8.00,0.08,26.00,0.25,34.00,0.33,1.00,0.01,13.00,0.13
17,Lubbock,85,GARZA,Not Economically Disadvantaged,40,39,0.98,39.00,0.98,0.00,0.00,36.00,0.90,14.00,0.35,17.00,0.43,31.00,0.78,1.00,0.03,12.00,0.30
17,Lubbock,85,GARZA,Economically Disadvantaged,50,48,0.96,45.00,0.90,3.00,0.06,37.00,0.74,8.00,0.16,12.00,0.24,20.00,0.40,0.00,0.00,4.00,0.08
17,Lubbock,95,HALE,Not Economically Disadvantaged,252,241,0.96,210.00,0.83,25.00,0.10,209.00,0.83,89.00,0.35,82.00,0.33,171.00,0.68,5.00,0.02,89.00,0.35
17,Lubbock,95,HALE,Economically Disadvantaged,350,329,0.94,273.00,0.78,44.00,0.13,234.00,0.67,50.00,0.14,83.00,0.24,133.00,0.38,12.00,0.03,32.00,0.09
17,Lubbock,110,HOCKLEY,Not Economically Disadvantaged,160,155,0.97,146.00,0.91,6.00,0.04,139.00,0.87,32.00,0.20,88.00,0.55,120.00,0.75,4.00,0.03,63.00,0.39
17,Lubbock,110,HOCKLEY,Economically Disadvantaged,207,202,0.98,172.00,0.83,20.00,0.10,154.00,0.74,10.00,0.05,86.00,0.42,96.00,0.46,1.00,0.00,23.00,0.11
17,Lubbock,132,KENT,Not Economically Disadvantaged,,,,,,,,,,,,,,,,,,,
17,Lubbock,132,KENT,Economically Disadvantaged,,,,,,,,,,,,,,,,,,,
17,Lubbock,135,KING,Not Economically Disadvantaged,,,,,,,,,,,,,,,,,,,
17,Lubbock,135,KING,Economically Disadvantaged,,,,,,,,,,,,,,,,,,,
17,Lubbock,140,LAMB,Not Economically Disadvantaged,86,85,0.99,80.00,0.93,4.00,0.05,78.00,0.91,27.00,0.31,33.00,0.38,60.00,0.70,1.00,0.01,31.00,0.36
17,Lubbock,140,LAMB,Economically Disadvantaged,168,161,0.96,134.00,0.80,15.00,0.09,113.00,0.67,14.00,0.08,51.00,0.30,65.00,0.39,3.00,0.02,22.00,0.13
17,Lubbock,152,LUBBOCK,Not Economically Disadvantaged,1524,1477,0.97,1391.00,0.91,45.00,0.03,1302.00,0.85,497.00,0.33,547.00,0.36,1044.00,0.69,49.00,0.03,503.00,0.33
17,Lubbock,152,LUBBOCK,Economically Disadvantaged,1661,1544,0.93,1345.00,0.81,153.00,0.09,1095.00,0.66,152.00,0.09,437.00,0.26,589.00,0.35,42.00,0.03,109.00,0.07
17,Lubbock,153,LYNN,Not Economically Disadvantaged,35,35,1.00,35.00,1.00,0.00,0.00,32.00,0.91,14.00,0.40,14.00,0.40,28.00,0.80,2.00,0.06,14.00,0.40
17,Lubbock,153,LYNN,Economically Disadvantaged,86,76,0.88,70.00,0.81,9.00,0.10,65.00,0.76,6.00,0.07,17.00,0.20,23.00,0.27,2.00,0.02,4.00,0.05
17,Lubbock,173,MOTLEY,Economically Disadvantaged,,,,,,,,,,,,,,,,,,,
17,Lubbock,223,TERRY,Not Economically Disadvantaged,54,53,0.98,51.00,0.94,2.00,0.04,48.00,0.89,20.00,0.37,23.00,0.43,43.00,0.80,2.00,0.04,17.00,0.31
17,Lubbock,223,TERRY,Economically Disadvantaged,117,110,0.94,101.00,0.86,11.00,0.09,83.00,0.71,8.00,0.07,32.00,0.27,40.00,0.34,0.00,0.00,10.00,0.09
17,Lubbock,251,YOAKUM,Not Economically Disadvantaged,60,60,1.00,57.00,0.95,1.00,0.02,56.00,0.93,19.00,0.32,22.00,0.37,41.00,0.68,0.00,0.00,26.00,0.43
17,Lubbock,251,YOAKUM,Economically Disadvantaged,63,58,0.92,56.00,0.89,1.00,0.02,50.00,0.79,7.00,0.11,19.00,0.30,26.00,0.41,0.00,0.00,12.00,0.19
18,Midland,2,ANDREWS,Not Economically Disadvantaged,126,122,0.97,113.00,0.90,7.00,0.06,106.00,0.84,22.00,0.17,37.00,0.29,59.00,0.47,2.00,0.02,22.00,0.17
18,Midland,2,ANDREWS,Economically Disadvantaged,85,83,0.98,70.00,0.82,11.00,0.13,59.00,0.69,4.00,0.05,25.00,0.29,29.00,0.34,1.00,0.01,7.00,0.08
18,Midland,22,BREWSTER,Not Economically Disadvantaged,32,30,0.94,26.00,0.81,1.00,0.03,24.00,0.75,16.00,0.50,4.00,0.13,20.00,0.63,1.00,0.03,6.00,0.19
18,Midland,22,BREWSTER,Economically Disadvantaged,51,47,0.92,42.00,0.82,2.00,0.04,38.00,0.75,16.00,0.31,10.00,0.20,26.00,0.51,2.00,0.04,8.00,0.16
18,Midland,52,CRANE,Not Economically Disadvantaged,36,36,1.00,35.00,0.97,1.00,0.03,31.00,0.86,14.00,0.39,16.00,0.44,30.00,0.83,2.00,0.06,14.00,0.39
18,Midland,52,CRANE,Economically Disadvantaged,35,32,0.91,25.00,0.71,9.00,0.26,24.00,0.69,4.00,0.11,7.00,0.20,11.00,0.31,0.00,0.00,4.00,0.11
18,Midland,55,CULBERSON,Not Economically Disadvantaged,8,8,1.00,8.00,1.00,0.00,0.00,8.00,1.00,5.00,0.63,1.00,0.13,6.00,0.75,0.00,0.00,2.00,0.25
18,Midland,55,CULBERSON,Economically Disadvantaged,39,37,0.95,37.00,0.95,0.00,0.00,31.00,0.79,10.00,0.26,6.00,0.15,16.00,0.41,1.00,0.03,9.00,0.23
18,Midland,68,ECTOR,Not Economically Disadvantaged,1027,960,0.93,903.00,0.88,67.00,0.07,761.00,0.74,189.00,0.18,402.00,0.39,591.00,0.58,37.00,0.04,227.00,0.22
18,Midland,68,ECTOR,Economically Disadvantaged,1065,903,0.85,793.00,0.74,148.00,0.14,553.00,0.52,71.00,0.07,310.00,0.29,381.00,0.36,56.00,0.05,96.00,0.09
18,Midland,87,GLASSCOCK,Not Economically Disadvantaged,13,13,1.00,12.00,0.92,0.00,0.00,13.00,1.00,7.00,0.54,5.00,0.38,12.00,0.92,0.00,0.00,9.00,0.69
18,Midland,87,GLASSCOCK,Economically Disadvantaged,15,15,1.00,14.00,0.93,0.00,0.00,14.00,0.93,3.00,0.20,3.00,0.20,6.00,0.40,0.00,0.00,2.00,0.13
18,Midland,114,HOWARD,Not Economically Disadvantaged,186,183,0.98,173.00,0.93,5.00,0.03,152.00,0.82,41.00,0.22,85.00,0.46,126.00,0.68,8.00,0.04,62.00,0.33
18,Midland,114,HOWARD,Economically Disadvantaged,220,199,0.90,169.00,0.77,27.00,0.12,131.00,0.60,11.00,0.05,80.00,0.36,91.00,0.41,10.00,0.05,32.00,0.15
18,Midland,122,JEFF DAVIS,Not Economically Disadvantaged,,,,,,,,,,,,,,,,,,,
18,Midland,122,JEFF DAVIS,Economically Disadvantaged,,,,,,,,,,,,,,,,,,,
18,Midland,156,MARTIN,Not Economically Disadvantaged,36,36,1.00,34.00,0.94,0.00,0.00,34.00,0.94,9.00,0.25,18.00,0.50,27.00,0.75,0.00,0.00,15.00,0.42
18,Midland,156,MARTIN,Economically Disadvantaged,39,34,0.87,34.00,0.87,3.00,0.08,25.00,0.64,1.00,0.03,15.00,0.38,16.00,0.41,1.00,0.03,6.00,0.15
18,Midland,165,MIDLAND,Not Economically Disadvantaged,986,923,0.94,841.00,0.85,68.00,0.07,787.00,0.80,202.00,0.20,416.00,0.42,618.00,0.63,37.00,0.04,269.00,0.27
18,Midland,165,MIDLAND,Economically Disadvantaged,884,808,0.91,651.00,0.74,132.00,0.15,533.00,0.60,46.00,0.05,293.00,0.33,339.00,0.38,22.00,0.02,77.00,0.09
18,Midland,186,PECOS,Not Economically Disadvantaged,81,79,0.98,76.00,0.94,2.00,0.02,71.00,0.88,24.00,0.30,33.00,0.41,57.00,0.70,3.00,0.04,18.00,0.22
18,Midland,186,PECOS,Economically Disadvantaged,120,117,0.98,98.00,0.82,16.00,0.13,83.00,0.69,18.00,0.15,35.00,0.29,53.00,0.44,5.00,0.04,12.00,0.10
18,Midland,189,PRESIDIO,Not Economically Disadvantaged,26,25,0.96,24.00,0.92,1.00,0.04,21.00,0.81,15.00,0.58,4.00,0.15,19.00,0.73,0.00,0.00,6.00,0.23
18,Midland,189,PRESIDIO,Economically Disadvantaged,132,108,0.82,97.00,0.73,14.00,0.11,84.00,0.64,37.00,0.28,17.00,0.13,54.00,0.41,2.00,0.02,18.00,0.14
18,Midland,192,REAGAN,Not Economically Disadvantaged,27,27,1.00,26.00,0.96,0.00,0.00,24.00,0.89,10.00,0.37,6.00,0.22,16.00,0.59,0.00,0.00,7.00,0.26
18,Midland,192,REAGAN,Economically Disadvantaged,28,28,1.00,28.00,1.00,0.00,0.00,25.00,0.89,5.00,0.18,7.00,0.25,12.00,0.43,0.00,0.00,5.00,0.18
18,Midland,195,REEVES,Not Economically Disadvantaged,52,50,0.96,47.00,0.90,2.00,0.04,45.00,0.87,19.00,0.37,11.00,0.21,30.00,0.58,1.00,0.02,12.00,0.23
18,Midland,195,REEVES,Economically Disadvantaged,117,111,0.95,83.00,0.71,17.00,0.15,79.00,0.68,15.00,0.13,29.00,0.25,44.00,0.38,1.00,0.01,2.00,0.02
18,Midland,222,TERRELL,Not Economically Disadvantaged,,,,,,,,,,,,,,,,,,,
18,Midland,222,TERRELL,Economically Disadvantaged,,,,,,,,,,,,,,,,,,,
18,Midland,231,UPTON,Not Economically Disadvantaged,22,21,0.95,20.00,0.91,1.00,0.05,21.00,0.95,6.00,0.27,8.00,0.36,14.00,0.64,0.00,0.00,6.00,0.27
18,Midland,231,UPTON,Economically Disadvantaged,29,28,0.97,28.00,0.97,0.00,0.00,21.00,0.72,4.00,0.14,9.00,0.31,13.00,0.45,0.00,0.00,4.00,0.14
18,Midland,238,WARD,Not Economically Disadvantaged,101,95,0.94,85.00,0.84,10.00,0.10,85.00,0.84,30.00,0.30,31.00,0.31,61.00,0.60,1.00,0.01,29.00,0.29
18,Midland,238,WARD,Economically Disadvantaged,74,74,1.00,56.00,0.76,12.00,0.16,57.00,0.77,6.00,0.08,15.00,0.20,21.00,0.28,0.00,0.00,7.00,0.09
18,Midland,248,WINKLER,Not Economically Disadvantaged,56,55,0.98,54.00,0.96,1.00,0.02,46.00,0.82,14.00,0.25,20.00,0.36,34.00,0.61,2.00,0.04,12.00,0.21
18,Midland,248,WINKLER,Economically Disadvantaged,66,58,0.88,58.00,0.88,2.00,0.03,49.00,0.74,11.00,0.17,23.00,0.35,34.00,0.52,2.00,0.03,9.00,0.14
19,El Paso,999,El Paso&Hudsp,Not Economically Disadvantaged,3290,3021,0.92,2630.00,0.80,326.00,0.10,2641.00,0.80,1090.00,0.33,1150.00,0.35,2240.00,0.68,128.00,0.04,903.00,0.27
19,El Paso,999,El Paso&Hudsp,Economically Disadvantaged,9690,9014,0.93,7065.00,0.73,1751.00,0.18,7013.00,0.72,1665.00,0.17,3549.00,0.37,5214.00,0.54,410.00,0.04,1502.00,0.16
20,San Antonio,7,ATASCOSA,Not Economically Disadvantaged,234,228,0.97,212.00,0.91,8.00,0.03,205.00,0.88,69.00,0.29,74.00,0.32,143.00,0.61,5.00,0.02,63.00,0.27
20,San Antonio,7,ATASCOSA,Economically Disadvantaged,440,420,0.95,349.00,0.79,62.00,0.14,316.00,0.72,34.00,0.08,117.00,0.27,151.00,0.34,5.00,0.01,34.00,0.08
20,San Antonio,10,BANDERA,Not Economically Disadvantaged,125,122,0.98,113.00,0.90,6.00,0.05,110.00,0.88,36.00,0.29,36.00,0.29,72.00,0.58,2.00,0.02,29.00,0.23
20,San Antonio,10,BANDERA,Economically Disadvantaged,93,86,0.92,69.00,0.74,16.00,0.17,65.00,0.70,11.00,0.12,23.00,0.25,34.00,0.37,5.00,0.05,5.00,0.05
20,San Antonio,15,BEXAR,Not Economically Disadvantaged,8304,7767,0.94,6701.00,0.81,868.00,0.10,6613.00,0.80,2517.00,0.30,2884.00,0.35,5401.00,0.65,349.00,0.04,2545.00,0.31
20,San Antonio,15,BEXAR,Economically Disadvantaged,13108,12195,0.93,9062.00,0.69,2885.00,0.22,8594.00,0.66,1472.00,0.11,4196.00,0.32,5668.00,0.43,465.00,0.04,1399.00,0.11
20,San Antonio,64,DIMMIT,Not Economically Disadvantaged,34,33,0.97,28.00,0.82,5.00,0.15,29.00,0.85,8.00,0.24,14.00,0.41,22.00,0.65,1.00,0.03,12.00,0.35
20,San Antonio,64,DIMMIT,Economically Disadvantaged,161,153,0.95,111.00,0.69,38.00,0.24,111.00,0.69,16.00,0.10,60.00,0.37,76.00,0.47,7.00,0.04,25.00,0.16
20,San Antonio,82,FRIO,Not Economically Disadvantaged,54,54,1.00,48.00,0.89,5.00,0.09,48.00,0.89,22.00,0.41,14.00,0.26,36.00,0.67,1.00,0.02,22.00,0.41
20,San Antonio,82,FRIO,Economically Disadvantaged,182,174,0.96,133.00,0.73,40.00,0.22,142.00,0.78,23.00,0.13,47.00,0.26,70.00,0.38,1.00,0.01,19.00,0.10
20,San Antonio,130,KENDALL,Not Economically Disadvantaged,454,436,0.96,419.00,0.92,5.00,0.01,411.00,0.91,230.00,0.51,130.00,0.29,360.00,0.79,20.00,0.04,207.00,0.46
20,San Antonio,130,KENDALL,Economically Disadvantaged,70,65,0.93,57.00,0.81,2.00,0.03,49.00,0.70,7.00,0.10,19.00,0.27,26.00,0.37,4.00,0.06,6.00,0.09
20,San Antonio,133,KERR,Not Economically Disadvantaged,291,268,0.92,251.00,0.86,10.00,0.03,232.00,0.80,118.00,0.41,61.00,0.21,179.00,0.62,12.00,0.04,82.00,0.28
20,San Antonio,133,KERR,Economically Disadvantaged,296,277,0.94,210.00,0.71,58.00,0.20,187.00,0.63,31.00,0.10,41.00,0.14,72.00,0.24,9.00,0.03,18.00,0.06
20,San Antonio,136,KINNEY,Not Economically Disadvantaged,16,16,1.00,16.00,1.00,0.00,0.00,15.00,0.94,7.00,0.44,6.00,0.38,13.00,0.81,0.00,0.00,9.00,0.56
20,San Antonio,136,KINNEY,Economically Disadvantaged,40,38,0.95,33.00,0.83,1.00,0.03,29.00,0.73,10.00,0.25,6.00,0.15,16.00,0.40,0.00,0.00,2.00,0.05
20,San Antonio,142,LA SALLE,Not Economically Disadvantaged,18,18,1.00,17.00,0.94,1.00,0.06,17.00,0.94,10.00,0.56,2.00,0.11,12.00,0.67,0.00,0.00,4.00,0.22
20,San Antonio,142,LA SALLE,Economically Disadvantaged,78,76,0.97,67.00,0.86,10.00,0.13,65.00,0.83,17.00,0.22,9.00,0.12,26.00,0.33,0.00,0.00,10.00,0.13
20,San Antonio,159,MAVERICK,Not Economically Disadvantaged,88,86,0.98,78.00,0.89,5.00,0.06,73.00,0.83,29.00,0.33,33.00,0.38,62.00,0.70,2.00,0.02,26.00,0.30
20,San Antonio,159,MAVERICK,Economically Disadvantaged,988,942,0.95,801.00,0.81,110.00,0.11,750.00,0.76,194.00,0.20,410.00,0.42,604.00,0.61,25.00,0.03,264.00,0.27
20,San Antonio,163,MEDINA,Not Economically Disadvantaged,341,327,0.96,298.00,0.87,25.00,0.07,293.00,0.86,123.00,0.36,109.00,0.32,232.00,0.68,6.00,0.02,114.00,0.33
20,San Antonio,163,MEDINA,Economically Disadvantaged,398,371,0.93,295.00,0.74,66.00,0.17,276.00,0.69,33.00,0.08,106.00,0.27,139.00,0.35,14.00,0.04,39.00,0.10
20,San Antonio,193,REAL,Not Economically Disadvantaged,10,9,0.90,9.00,0.90,0.00,0.00,8.00,0.80,2.00,0.20,4.00,0.40,6.00,0.60,0.00,0.00,4.00,0.40
20,San Antonio,193,REAL,Economically Disadvantaged,18,18,1.00,16.00,0.89,1.00,0.06,14.00,0.78,0.00,0.00,11.00,0.61,11.00,0.61,0.00,0.00,0.00,0.00
20,San Antonio,232,UVALDE,Not Economically Disadvantaged,133,129,0.97,120.00,0.90,5.00,0.04,110.00,0.83,38.00,0.29,65.00,0.49,103.00,0.77,6.00,0.05,49.00,0.37
20,San Antonio,232,UVALDE,Economically Disadvantaged,364,343,0.94,254.00,0.70,73.00,0.20,236.00,0.65,29.00,0.08,157.00,0.43,186.00,0.51,17.00,0.05,61.00,0.17
20,San Antonio,247,WILSON,Not Economically Disadvantaged,356,347,0.97,333.00,0.94,10.00,0.03,319.00,0.90,95.00,0.27,149.00,0.42,244.00,0.69,9.00,0.03,117.00,0.33
20,San Antonio,247,WILSON,Economically Disadvantaged,253,244,0.96,207.00,0.82,33.00,0.13,198.00,0.78,33.00,0.13,75.00,0.30,108.00,0.43,6.00,0.02,32.00,0.13
20,San Antonio,254,ZAVALA,Not Economically Disadvantaged,28,27,0.96,27.00,0.96,0.00,0.00,27.00,0.96,5.00,0.18,17.00,0.61,22.00,0.79,0.00,0.00,11.00,0.39
20,San Antonio,254,ZAVALA,Economically Disadvantaged,181,168,0.93,136.00,0.75,31.00,0.17,121.00,0.67,9.00,0.05,86.00,0.48,95.00,0.52,4.00,0.02,33.00,0.18
