CAMPUS,CA0GS18R,CAD_GAP,CAD_MATH,CAD_POST,CAD_PROGRESS,CAD_READ,CAD_SCIE,CAD_SOCI,CALL_UPDATE,CAMPNAME,CASC4X18R,CD1A,CD1AS,CD1B,CD1BS,CD1C,CD1CS,CD1G_18_19,CD1S,CD2A,CD2AG,CD2AS,CD2B,CD2BG,CD2BS,CD2G_18_19,CD2S,CD3,CD3G_18_19,CD3S,CDALLS,CFLAEATYPE,CFLAEC,CFLALTED,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLPAIR,CFLPAIRD,CFLPAIRO,CFLRTF,CNTYNAME,COMP19F,COUNTY,CPE0312C,CPE0312P,CPEMALLC,CPEMALLP,CPEMALLT,CPETALLC,CPETECHC,CPETECHP,CPETECOC,CPETECOP,CPETLEPC,CPETLEPP,CPETPTEC,CPETPTEP,CPETSPEC,CPETSPEP,CPETSTEC,CPETSTEP,C_AEABONUS,C_AEABONUS_USED_PCT,C_AEAGRAD_PTS,C_AEASTAAR_PCT,C_AEASTAAR_PTS,C_APPEAL_DECISION,C_RATING_18_19,C_YRS_IR,DISTNAME,DISTRICT,GRDHIGH,GRDLOW,GRDSPAN,GRDTYPE,LAS_GRADE,LAS_SCORE,LAS_WEIGHT,PAIRCAMP,PAIRNAME,REGION,REGNNAME
220905154,.,0,0,0,0,0,1, , ,M L PHILLIPS EL,.,39,67,.,.,.,.,D,67,71,C,74,39,C,73,C,74,51,C,71,73, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,2,220,230,47.8,136,29.5,461,481,.,0.0,422,87.7,156,32.4,.,0.0,70,14.6,.,0.0,.,.,.,.,., ,C,.,FORT WORTH ISD,220905,5,EE,EE - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220905156,.,0,0,0,0,1,0, , ,RIDGLEA HILLS EL,.,53,80,.,.,.,.,B,80,68,D,69,53,C,78,C,78,67,C,75,79, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,316,41.4,95,15.6,610,763,.,0.0,344,45.1,43,5.6,.,0.0,85,11.1,.,0.0,.,.,.,.,., ,C,.,FORT WORTH ISD,220905,5,EE,EE - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220905157,.,0,0,0,0,1,0, , ,LUELLA MERRETT EL,.,43,72,.,.,.,.,C,72,66,D,65,43,B,80,B,80,43,D,68,76, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,2,220,282,45.2,62,11.9,519,624,.,0.0,592,94.9,312,50.0,.,0.0,48,7.7,.,0.0,.,.,.,.,., ,C,.,FORT WORTH ISD,220905,5,PK,PK - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220905159,.,0,0,0,0,0,0, , ,VERSIA WILLIAMS EL,.,35,60,.,.,.,.,D,60,72,C,75,35,D,69,C,75,54,C,72,74, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,2,220,187,45.2,90,24,375,414,.,0.0,397,95.9,251,60.6,.,0.0,31,7.5,.,0.0,.,.,.,.,., ,C,.,FORT WORTH ISD,220905,5,EE,EE - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220905160,.,0,0,0,0,0,0, , ,MAUDRIE WALTON EL,.,30,56,.,.,.,.,F,56,71,C,74,30,F,58,C,74,51,C,71,73, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,2,220,159,46.5,159,37.5,424,342,.,0.0,333,97.4,73,21.3,.,0.0,41,12.0,.,0.0,.,.,.,.,., ,C,.,FORT WORTH ISD,220905,5,PK,PK - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220905161,.,0,0,0,0,0,0, , ,SAM ROSEN EL,.,36,62,.,.,.,.,D,62,74,C,79,36,C,70,C,79,70,C,76,78, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,2,220,237,46.5,44,9.9,444,510,.,0.0,480,94.1,323,63.3,.,0.0,36,7.1,.,0.0,.,.,.,.,., ,C,.,FORT WORTH ISD,220905,5,EE,EE - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220905162,.,0,0,0,0,0,0, , ,SAGAMORE HILL EL,.,36,62,.,.,.,.,D,62,64,D,60,36,D,69,D,69,13,F,47,62, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,2,220,312,47.3,104,17,610,660,.,0.0,613,92.9,420,63.6,.,0.0,42,6.4,.,0.0,.,.,.,.,., ,D,.,FORT WORTH ISD,220905,5,EE,EE - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220905163,.,1,0,1,1,1,0, , ,BRUCE SHULKEY EL,.,44,72,.,.,.,.,C,72,77,B,83,44,B,80,B,83,83,C,79,82, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,228,44.7,113,24.4,463,510,.,0.0,435,85.3,160,31.4,.,0.0,55,10.8,.,0.0,.,.,.,.,., ,B,.,FORT WORTH ISD,220905,5,PK,PK - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220905165,.,0,0,0,1,0,0, , ,RICHARD J WILSON EL,.,42,71,.,.,.,.,C,71,75,B,80,42,C,79,B,80,62,C,74,78, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,2,220,267,45.6,58,12.3,471,586,.,0.0,562,95.9,356,60.8,.,0.0,28,4.8,.,0.0,.,.,.,.,., ,C,.,FORT WORTH ISD,220905,5,PK,PK - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220905166,.,1,0,1,0,0,1, , ,SOUTH HI MOUNT EL,.,52,79,.,.,.,.,C,79,77,B,83,52,B,87,B,87,92,B,87,87, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,3B,220,232,44.5,54,12.4,437,521,.,0.0,431,82.7,194,37.2,.,0.0,50,9.6,.,0.0,.,.,.,.,., ,B,.,FORT WORTH ISD,220905,5,PK,PK - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220905167,.,0,0,0,0,0,0, , ,SOUTH HILLS EL,.,33,58,.,.,.,.,F,58,69,C,70,33,D,60,C,70,25,D,61,67, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,2,220,421,50.9,60,8.6,696,827,.,0.0,735,88.9,416,50.3,.,0.0,47,5.7,.,0.0,.,.,.,.,., ,D,.,FORT WORTH ISD,220905,5,PK,PK - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220905168,.,0,0,0,1,0,0, , ,SPRINGDALE EL,.,41,70,.,.,.,.,C,70,78,B,85,41,C,78,B,85,77,C,77,83, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,245,44.4,59,13.6,435,552,.,0.0,533,96.6,365,66.1,.,0.0,52,9.4,.,0.0,.,.,.,.,., ,B,.,FORT WORTH ISD,220905,5,EE,EE - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220905169,.,0,0,0,0,0,0, , ,SUNRISE - MCMILLAN EL,.,26,52,.,.,.,.,F,52,52,F,54,26,F,54,F,54,21,F,58,55, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,2,220,162,43.9,130,36,361,369,.,0.0,363,98.4,95,25.7,.,0.0,24,6.5,.,0.0,.,.,.,.,., ,F,1,FORT WORTH ISD,220905,5,PK,PK - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220905171,.,1,1,1,1,1,0, , ,TANGLEWOOD EL,.,82,96,.,.,.,.,A,96,86,A,92,82,B,88,A,92,100,A,100,97, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,414,47.4,61,8.1,752,874,.,0.0,76,8.7,48,5.5,.,0.0,52,5.9,.,0.0,.,.,.,.,., ,A,.,FORT WORTH ISD,220905,5,KG,KG - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220905172,.,0,0,0,1,0,0, , ,W J TURNER EL,.,37,64,.,.,.,.,D,64,73,C,77,37,C,72,C,77,45,D,68,74, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,2,220,216,50.0,45,11.8,381,432,.,0.0,417,96.5,264,61.1,.,0.0,40,9.3,.,0.0,.,.,.,.,., ,C,.,FORT WORTH ISD,220905,5,PK,PK - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220905175,.,0,0,0,0,0,0, , ,WASHINGTON HEIGHTS EL,.,46,74,.,.,.,.,C,74,71,C,74,46,B,83,B,83,72,C,76,81, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,2,220,141,42.3,26,9.7,269,333,.,0.0,322,96.7,178,53.5,.,0.0,46,13.8,.,0.0,.,.,.,.,., ,B,.,FORT WORTH ISD,220905,5,PK,PK - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220905176,.,0,0,0,0,1,1, , ,WAVERLY PARK EL,.,45,73,.,.,.,.,C,73,70,C,72,45,B,80,B,80,53,C,71,77, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,365,49.2,127,19.4,654,742,.,0.0,598,80.6,183,24.7,.,0.0,102,13.7,.,0.0,.,.,.,.,., ,C,.,FORT WORTH ISD,220905,5,EE,EE - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220905177,.,1,0,1,1,1,1, , ,WESTCLIFF EL,.,55,83,.,.,.,.,B,83,83,A,91,55,B,89,A,91,100,A,100,94, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,300,51.9,52,11,472,578,.,0.0,440,76.1,214,37.0,.,0.0,51,8.8,.,0.0,.,.,.,.,., ,A,.,FORT WORTH ISD,220905,5,PK,PK - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220905178,.,0,0,0,0,0,0, , ,WESTCREEK EL,.,29,55,.,.,.,.,F,55,62,F,59,29,F,57,F,59,16,F,51,57, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,2,220,260,44.4,179,30.7,583,586,.,0.0,552,94.2,244,41.6,.,0.0,68,11.6,.,0.0,.,.,.,.,., ,F,1,FORT WORTH ISD,220905,5,EE,EE - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220905180,.,0,0,0,0,0,0, , ,WESTERN HILLS EL,.,27,53,.,.,.,.,F,53,58,F,57,27,F,55,F,57,16,F,51,55, ,N,N,N,N,N,N,N,N,N,Y,N,TARRANT,2,220,605,75.8,361,34.4,1049,798,.,0.0,784,98.2,309,38.7,.,0.0,82,10.3,.,0.0,.,.,.,.,., ,F,1,FORT WORTH ISD,220905,5,2,02 - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220905184,.,1,0,1,0,0,0, , ,WORTH HEIGHTS EL,.,49,77,.,.,.,.,C,77,75,B,80,49,B,86,B,86,91,B,86,86, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,287,47.4,43,8.3,517,605,.,0.0,577,95.4,344,56.9,.,0.0,61,10.1,.,0.0,.,.,.,.,., ,B,.,FORT WORTH ISD,220905,5,EE,EE - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220905186,.,0,0,0,0,0,0, , ,DAVID K SELLARS EL,.,47,75,.,.,.,.,C,75,65,D,62,47,B,84,B,84,52,C,71,80, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,281,46.4,102,18.8,543,605,.,0.0,577,95.4,280,46.3,.,0.0,49,8.1,.,0.0,.,.,.,.,., ,B,.,FORT WORTH ISD,220905,5,EE,EE - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220905187,.,0,0,0,0,0,0, , ,J T STEVENS EL,.,35,60,.,.,.,.,D,60,57,F,56,35,F,59,F,59,13,F,47,56, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,2,220,227,45.8,105,25.1,418,496,.,0.0,349,70.4,46,9.3,.,0.0,45,9.1,.,0.0,.,.,.,.,., ,F,1,FORT WORTH ISD,220905,5,EE,EE - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220905188,.,0,0,0,1,0,0, , ,ATWOOD MCDONALD EL,.,36,62,.,.,.,.,D,62,77,B,83,36,D,69,B,83,68,C,75,81, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,2,220,196,38.4,161,36.2,445,510,.,0.0,465,91.2,34,6.7,.,0.0,57,11.2,.,0.0,.,.,.,.,., ,B,.,FORT WORTH ISD,220905,5,EE,EE - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220905190,.,0,0,0,1,0,0, , ,RIVERSIDE APPLIED LRN CTR,.,44,72,.,.,.,.,C,72,80,B,88,44,B,80,B,88,73,C,76,84, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,114,49.1,6,3.2,190,232,.,0.0,191,82.3,73,31.5,.,0.0,26,11.2,.,0.0,.,.,.,.,., ,B,.,FORT WORTH ISD,220905,5,PK,PK - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220905194,.,1,0,0,1,1,0,1, ,DAGGETT MONTESSORI,.,55,83,.,.,.,.,B,83,74,C,79,55,B,81,B,81,96,A,92,86, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,326,65.6,6,1.3,454,497,.,0.0,233,46.9,41,8.2,.,0.0,60,12.1,.,0.0,.,.,.,.,., ,B,.,FORT WORTH ISD,220905,8,KG,KG - 08,E, ,.,., , ,11,REGION 11: FORT WORTH
220905206,.,0,0,0,0,0,0, , ,BILL J ELLIOTT EL,.,42,71,.,.,.,.,C,71,64,D,60,42,C,78,C,78,37,D,65,74, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,210,49.4,145,33.2,437,425,.,0.0,371,87.3,27,6.4,.,0.0,33,7.8,.,0.0,.,.,.,.,., ,C,.,FORT WORTH ISD,220905,5,EE,EE - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220905207,.,0,0,1,0,1,0, , ,WESTPARK EL,.,63,91,.,.,.,.,A,91,71,C,74,63,B,84,B,84,90,B,85,89, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,338,46.0,87,14.3,607,735,.,0.0,255,34.7,34,4.6,.,0.0,67,9.1,.,0.0,.,.,.,.,., ,B,.,FORT WORTH ISD,220905,5,PK,PK - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220905208,.,0,0,0,0,0,0, , ,T A SIMS EL,.,35,60,.,.,.,.,D,60,72,C,75,35,D,69,C,75,68,C,75,75, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,2,220,348,48.4,96,14.3,670,719,.,0.0,707,98.3,432,60.1,.,0.0,75,10.4,.,0.0,.,.,.,.,., ,C,.,FORT WORTH ISD,220905,5,PK,PK - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220905209,.,0,0,0,0,0,1, , ,EDWARD BRISCOE EL,.,34,59,.,.,.,.,F,59,69,C,70,34,D,66,C,70,42,D,67,69, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,168,39.1,106,27.1,391,430,.,0.0,418,97.2,132,30.7,.,0.0,29,6.7,.,0.0,.,.,.,.,., ,D,.,FORT WORTH ISD,220905,5,PK,PK - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220905210,., , , , , , , , ,CHILDREN'S MEDICAL CTR,.,.,.,.,.,0,30,Not Rated,.,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,., ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,51,89.5,791,100,791,57,.,0.0,15,26.3,3,5.3,.,0.0,7,12.3,.,0.0,.,.,.,.,., ,Not Rated,.,FORT WORTH ISD,220905,12,PK,PK - 12,B, ,.,., , ,11,REGION 11: FORT WORTH
220905211,., , , , , , , , ,WOMEN'S HAVEN,.,.,.,.,.,20,30,Not Rated,.,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,., ,N,N,N,N,N,N,Y,N,N,N,N,TARRANT,.,220,3,75.0,51,100,51,4,.,0.0,3,75.0,1,25.0,.,0.0,1,25.0,.,0.0,.,.,.,.,., ,Not Rated,.,FORT WORTH ISD,220905,11,KG,KG - 11,B, ,.,., , ,11,REGION 11: FORT WORTH
220905212,., , , , , , , , ,BRIDGE ASSOC,.,.,.,.,.,0,30,Not Rated,.,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,., ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,7,100.0,119,100,119,7,.,0.0,2,28.6,2,28.6,.,0.0,0,0.0,.,0.0,.,.,.,.,., ,Not Rated,.,FORT WORTH ISD,220905,11,5,05 - 11,B, ,.,., , ,11,REGION 11: FORT WORTH
220905216,.,0,0,0,0,0,0, , ,WOODWAY EL,.,37,64,.,.,.,.,D,64,73,C,77,37,C,70,C,77,66,C,75,76, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,2,220,275,42.2,95,18,528,651,.,0.0,595,91.4,204,31.3,.,0.0,58,8.9,.,0.0,.,.,.,.,., ,C,.,FORT WORTH ISD,220905,5,PK,PK - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220905219,.,1,0,0,0,0,0, , ,LOWERY ROAD,.,40,69,.,.,.,.,D,69,76,B,82,40,C,75,B,82,82,C,79,81, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,287,41.1,150,27.8,540,699,.,0.0,605,86.6,178,25.5,.,0.0,73,10.4,.,0.0,.,.,.,.,., ,B,.,FORT WORTH ISD,220905,5,EE,EE - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220905220,.,0,0,0,0,0,0, , ,ALICE D CONTRERAS,.,37,64,.,.,.,.,D,64,58,F,57,37,C,70,C,70,29,D,62,68, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,2,220,272,43.9,38,7.7,496,620,.,0.0,576,92.9,346,55.8,.,0.0,38,6.1,.,0.0,.,.,.,.,., ,D,.,FORT WORTH ISD,220905,5,PK,PK - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220905221,., , , , , , , , ,WESTERN HILLS PRI,.,.,.,.,.,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,55, ,N,N,N,N,N,N,N,Y,N,N,N,TARRANT, ,220,0,0.0,119,40.6,293,540,.,0.0,509,94.3,190,35.2,.,0.0,41,7.6,.,0.0,.,.,.,.,., ,F,1,FORT WORTH ISD,220905,1,EE,EE - 01,E, ,.,.,220905180,WESTERN HILLS EL,11,REGION 11: FORT WORTH
220905222,.,0,0,0,0,0,0, , ,CLIFFORD DAVIS EL,.,34,59,.,.,.,.,F,59,67,D,67,34,D,66,D,67,42,D,67,67, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,2,220,334,44.5,197,26.9,731,750,.,0.0,727,96.9,509,67.9,.,0.0,14,1.9,.,0.0,.,.,.,.,., ,D,.,FORT WORTH ISD,220905,5,PK,PK - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220905223,.,0,0,0,0,0,1, , ,CESAR CHAVEZ PRI,.,38,65,.,.,.,.,D,65,71,C,74,38,C,73,C,74,68,C,75,74, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,2,220,233,45.1,67,15.4,436,517,.,0.0,492,95.2,329,63.6,.,0.0,69,13.3,.,0.0,.,.,.,.,., ,C,.,FORT WORTH ISD,220905,5,EE,EE - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220905224,., , , , , , , , ,MG ELLIS,.,.,.,.,.,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,80, ,N,N,N,N,Y,N,N,Y,N,N,N,TARRANT, ,220,0,0.0,.,.,.,370,.,0.0,335,90.5,175,47.3,.,0.0,48,13.0,.,0.0,.,.,.,.,., ,B,.,FORT WORTH ISD,220905,KG,EE,EE - KG,E, ,.,.,220905114,MANUEL JARA EL,11,REGION 11: FORT WORTH
220905225,.,1,0,1,1,0,1, , ,BONNIE BRAE,.,53,80,.,.,.,.,B,80,78,B,85,53,A,90,A,90,96,A,92,91, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,210,45.8,47,12.3,382,459,.,0.0,428,93.2,256,55.8,.,0.0,53,11.5,.,0.0,.,.,.,.,., ,A,.,FORT WORTH ISD,220905,5,PK,PK - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220905226,.,0,0,0,0,0,0, , ,SEMINARY HILLS PARK EL,.,27,53,.,.,.,.,F,53,63,F,59,27,F,55,F,59,25,D,61,59, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,2,220,154,42.8,52,17.2,303,360,.,0.0,338,93.9,220,61.1,.,0.0,43,11.9,.,0.0,.,.,.,.,., ,F,1,FORT WORTH ISD,220905,5,PK,PK - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220905227,.,0,0,0,0,0,0, , ,DOLORES HUERTA EL,.,37,64,.,.,.,.,D,64,72,C,75,37,C,72,C,75,56,C,72,74, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,2,220,243,42.9,54,12.2,441,567,.,0.0,547,96.5,335,59.1,.,0.0,72,12.7,.,0.0,.,.,.,.,., ,C,.,FORT WORTH ISD,220905,5,PK,PK - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220905228,., , , , , , , , ,PK SATELLITE CENTERS,.,.,.,.,.,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,79, ,N,N,N,N,Y,N,N,Y,Y,N,N,TARRANT, ,220,0,0.0,.,.,.,312,.,0.0,308,98.7,41,13.1,.,0.0,28,9.0,.,0.0,.,.,.,.,., ,C,.,FORT WORTH ISD,220905,PK,PK,PK - PK,E, ,.,.,220905000,FORT WORTH ISD,11,REGION 11: FORT WORTH
220905242,., , , , , , , , ,TARRANT YOUTH RECOVERY,.,.,.,.,.,.,.,Not Rated,.,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,., ,N,N,N,N,N,N,N,N,N,N,Y,TARRANT,.,220,13,100.0,119,100,119,13,.,0.0,4,30.8,1,7.7,.,0.0,0,0.0,.,0.0,.,.,.,.,., ,Not Rated,.,FORT WORTH ISD,220905,11,8,08 - 11,S, ,.,., , ,11,REGION 11: FORT WORTH
220905251,., , , , , , , , ,ASSESSMENT CTR,.,.,.,.,.,.,.,Not Rated,.,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,., ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,18,90.0,68,100,68,20,.,0.0,0,0.0,20,100.0,.,0.0,0,0.0,.,0.0,.,.,.,.,., ,Not Rated,.,FORT WORTH ISD,220905,12,KG,KG - 12,B, ,.,., , ,11,REGION 11: FORT WORTH
220905252,., , , , , , , , ,INSIGHTS LEARNING CENTER,.,.,.,.,.,.,.,Not Rated,.,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,., ,N,N,N,Y,N,N,N,N,N,N,N,TARRANT,.,220,13,100.0,89,100,89,13,.,0.0,12,92.3,4,30.8,.,0.0,0,0.0,.,0.0,.,.,.,.,., ,Not Rated,.,FORT WORTH ISD,220905,5,3,03 - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220906001,93.2,0,1,0,0,1,1,1, ,GRAPEVINE H S,95.2,59,89,81,95,98.3,95,A,93,55,F,59,70,B,82,B,82,65,C,78,89, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,1922,100.0,150,7.8,1932,1922,.,0.0,389,20.2,88,4.6,0,0.0,155,8.1,.,0.0,.,.,.,.,., ,B,.,GRAPEVINE-COLLEYVILLE ISD,220906,12,9,09 - 12,S, ,.,., , ,11,REGION 11: FORT WORTH
220906004,93.9,0,1,1,0,1,1,1, ,COLLEYVILLE HERITAGE H S,94.2,64,91,82,96,99,95,A,94,59,D,65,73,B,82,B,82,82,B,85,91, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,1973,100.0,147,7.1,2076,1973,.,0.0,345,17.5,82,4.2,0,0.0,146,7.4,.,0.0,.,.,.,.,., ,A,.,GRAPEVINE-COLLEYVILLE ISD,220906,12,9,09 - 12,S, ,.,., , ,11,REGION 11: FORT WORTH
220906006,66.1, , , , , , , , ,THE BRIDGES ACAD ALTER,59.6,29,79,23,89,98.4,95,B,86,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,90,AEC OF CHOICE - DRS,Y,Y,N,N,N,N,N,N,N,N,N,TARRANT,.,220,64,100.0,77,82.8,93,64,.,0.0,31,48.4,10,15.6,0,0.0,6,9.4,.,0.0,4,60,2,45,2, ,A,.,GRAPEVINE-COLLEYVILLE ISD,220906,12,9,09 - 12,S, ,.,., , ,11,REGION 11: FORT WORTH
220906007,98.3,0,0,1,1,1,1,1, ,IUNIVERSITY PREP,100,75,94,62,91,98.5,95,A,93,79,B,89,69,C,70,B,89,89,B,87,91, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,759,100.0,127,18.2,699,759,.,0.0,49,6.5,0,0.0,0,0.0,4,0.5,.,0.0,.,.,.,.,., ,A,.,GRAPEVINE-COLLEYVILLE ISD,220906,12,5,05 - 12,B, ,.,., , ,11,REGION 11: FORT WORTH
220906008,100,0,0,0,0,0,0,0, ,GRAPEVINE-COLLEYVILLE COLLEGIATE A,.,59,89,98,100,88,65,B,89,59,D,65,79,A,93,A,93,86,B,86,91, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,317,100.0,12,3.7,328,317,316,99.7,141,44.5,20,6.3,0,0.0,0,0.0,.,0.0,.,.,.,.,., ,A,.,GRAPEVINE-COLLEYVILLE ISD,220906,12,9,09 - 12,S, ,.,., , ,11,REGION 11: FORT WORTH
220906041,.,0,0,0,0,0,0,0, ,GRAPEVINE MIDDLE,.,51,82,.,.,.,.,B,82,62,D,60,51,C,72,C,72,25,D,68,78, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,2,220,744,100.0,61,7.7,796,744,.,0.0,279,37.5,75,10.1,.,0.0,92,12.4,.,0.0,.,.,.,.,., ,C,.,GRAPEVINE-COLLEYVILLE ISD,220906,8,6,06 - 08,M, ,.,., , ,11,REGION 11: FORT WORTH
220906042,.,0,0,0,0,0,0,0, ,COLLEYVILLE MIDDLE,.,72,93,.,.,.,.,A,93,75,B,84,72,C,75,B,84,88,B,89,92, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,629,100.0,31,4.6,671,629,.,0.0,42,6.7,10,1.6,.,0.0,42,6.7,.,0.0,.,.,.,.,., ,A,.,GRAPEVINE-COLLEYVILLE ISD,220906,8,6,06 - 08,M, ,.,., , ,11,REGION 11: FORT WORTH
220906043,.,0,0,0,1,1,0,0, ,HERITAGE MIDDLE,.,66,92,.,.,.,.,A,92,74,B,83,66,B,82,B,83,88,B,89,91, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,784,100.0,56,6.3,885,784,.,0.0,180,23.0,23,2.9,.,0.0,62,7.9,.,0.0,.,.,.,.,., ,A,.,GRAPEVINE-COLLEYVILLE ISD,220906,8,6,06 - 08,M, ,.,., , ,11,REGION 11: FORT WORTH
220906044,.,0,1,1,1,1,1,1, ,CROSS TIMBERS MIDDLE,.,67,92,.,.,.,.,A,92,73,B,81,67,B,89,B,89,66,C,79,88, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,2,220,850,100.0,56,6.4,870,850,.,0.0,271,31.9,92,10.8,.,0.0,70,8.2,.,0.0,.,.,.,.,., ,B,.,GRAPEVINE-COLLEYVILLE ISD,220906,8,6,06 - 08,M, ,.,., , ,11,REGION 11: FORT WORTH
