DISTRICT,CAMPUS,COUNTY,REGION,GRDSPAN,PAIRCAMP,CD1A,CD1B,CD1C,CD2B,CGRPRATE21,CELPRATE21,CCCPRATE21,CSTPRATE21,CAAPRATE21,CPEMALLC,CPEMALLT,CPEMALLP,CPETALLC,CPETECOC,CPETSPEC,CPE0312C,CAMPNAME,REGNNAME,DISTNAME,CNTYNAME,GRDLOW,GRDHIGH,GRDTYPE,CPETLEPC,CPETSTEC,CPETECHC,CPETPTEC,CPETLEPP,CPETECOP,CPETSPEP,CPETECHP,CPETPTEP,CPETSTEP,CPE0312P,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLPAIRD,CFLALTED,CFLAEC,CFLRTF,PAIRNAME,CFLPAIRO,CFLAEATYPE,CFLPAIR,CDA00A00T019R,CDA00A00T021R,C_RATING
212906,212906042,212,7,06 - 06, ,63,.,.,63,.,.,.,100,79,47,389,12.1,358,153,29,358,J W HOLLOWAY SIXTH GRADE SCHOOL,REGION 07: KILGORE,WHITEHOUSE ISD,SMITH,06,06,M,15,.,.,.,4.2,42.7,8.1,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,99,Not Rated: Declared State of Disaster
212906,212906111,212,7,EE - 05, ,61,.,.,61,.,.,.,100,100,60,475,12.6,507,253,68,251,GUS WINSTON CAIN EL,REGION 07: KILGORE,WHITEHOUSE ISD,SMITH,EE,05,E,21,.,.,.,4.1,49.9,13.4,0.0,0.0,0.0,49.5,N,N,N,N,N,N,N,N,N, ,N, ,N,100,99,Not Rated: Declared State of Disaster
212906,212906112,212,7,EE - 05, ,50,.,.,50,.,100,.,45,83,94,566,16.6,630,361,95,311,MOZELLE BROWN EL,REGION 07: KILGORE,WHITEHOUSE ISD,SMITH,EE,05,E,48,.,.,.,7.6,57.3,15.1,0.0,0.0,0.0,49.4,N,N,N,N,N,N,N,N,N, ,N, ,N,100,99,Not Rated: Declared State of Disaster
212906,212906113,212,7,EE - 05, ,58,.,.,58,.,.,.,89,100,50,460,10.9,522,285,72,246,H L HIGGINS EL,REGION 07: KILGORE,WHITEHOUSE ISD,SMITH,EE,05,E,31,.,.,.,5.9,54.6,13.8,0.0,0.0,0.0,47.1,N,N,N,N,N,N,N,N,N, ,N, ,N,100,98,Not Rated: Declared State of Disaster
212906,212906114,212,7,EE - 05, ,74,.,.,74,.,.,.,100,100,57,450,12.7,479,227,70,243,STANTON-SMITH EL,REGION 07: KILGORE,WHITEHOUSE ISD,SMITH,EE,05,E,25,.,.,.,5.2,47.4,14.6,0.0,0.0,0.0,50.7,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
212909,212909001,212,7,09 - 12, ,41,64,95.5,53,100,0,100,10,21,129,1111,11.6,1075,789,124,1075,CHAPEL HILL H S,REGION 07: KILGORE,CHAPEL HILL ISD,SMITH,09,12,S,142,.,221,0,13.2,73.4,11.5,20.6,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,97,Not Rated: Declared State of Disaster
212909,212909042,212,7,07 - 08, ,33,.,.,33,.,0,.,0,0,98,864,11.3,534,409,72,534,CHAPEL HILL J H,REGION 07: KILGORE,CHAPEL HILL ISD,SMITH,07,08,M,121,.,.,.,22.7,76.6,13.5,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,99,100,Not Rated: Declared State of Disaster
212909,212909101,212,7,EE - 03, ,41,.,.,41,.,.,.,11,0,21,385,5.5,637,453,81,131,WISE EL,REGION 07: KILGORE,CHAPEL HILL ISD,SMITH,EE,03,E,132,.,.,.,20.7,71.1,12.7,0.0,0.0,0.0,20.6,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
212909,212909102,212,7,PK - 03, ,26,.,.,26,.,100,.,0,0,49,373,13.1,451,415,60,100,JACKSON EL,REGION 07: KILGORE,CHAPEL HILL ISD,SMITH,PK,03,E,213,.,.,.,47.2,92.0,13.3,0.0,0.0,0.0,22.2,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
212909,212909103,212,7,04 - 06, ,32,.,.,32,.,100,.,0,0,104,565,18.4,716,556,108,716,W L KISSAM INT,REGION 07: KILGORE,CHAPEL HILL ISD,SMITH,04,06,E,215,.,.,.,30.0,77.7,15.1,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,99,Not Rated: Declared State of Disaster
212910,212910001,212,7,09 - 12, ,46,63,97,55,100,.,100,56,31,56,330,17,292,208,35,292,WINONA H S,REGION 07: KILGORE,WINONA ISD,SMITH,09,12,S,27,0,0,0,9.2,71.2,12.0,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,99,97,Not Rated: Declared State of Disaster
212910,212910041,212,7,06 - 08, ,41,.,.,41,.,0,.,33,28,41,264,15.5,238,179,35,238,WINONA MIDDLE,REGION 07: KILGORE,WINONA ISD,SMITH,06,08,M,45,0,0,0,18.9,75.2,14.7,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,94,Not Rated: Declared State of Disaster
212910,212910101,212,7,PK - 05, ,27,.,.,27,.,0,.,0,0,79,457,17.3,519,432,70,242,WINONA EL,REGION 07: KILGORE,WINONA ISD,SMITH,PK,05,E,110,0,0,0,21.2,83.2,13.5,0.0,0.0,0.0,46.6,N,N,N,N,N,N,N,N,N, ,N, ,N,100,98,Not Rated: Declared State of Disaster
213801,213801001,213,11,KG - 12, ,48,15,65.1,32,67,.,0,75,100,1759,1805,97.5,207,112,41,198,BRAZOS RIVER CHARTER SCHOOL,REGION 11: FORT WORTH,BRAZOS RIVER CHARTER SCHOOL,SOMERVELL,KG,12,B,6,0,0,0,2.9,54.1,19.8,0.0,0.0,0.0,95.7,Y,N,N,N,N,N,N,N,N, ,N, ,N,99,98,Not Rated: Declared State of Disaster
213901,213901001,213,11,09 - 12, ,60,85,100,73,100,.,100,100,100,41,586,7,572,199,37,572,GLEN ROSE H S,REGION 11: FORT WORTH,GLEN ROSE ISD,SOMERVELL,09,12,S,25,.,.,0,4.4,34.8,6.5,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,99,100,Not Rated: Declared State of Disaster
213901,213901041,213,11,06 - 08, ,51,.,.,51,.,100,.,67,56,43,479,9,463,187,31,463,GLEN ROSE J H SCHOOL,REGION 11: FORT WORTH,GLEN ROSE ISD,SOMERVELL,06,08,M,45,.,.,.,9.7,40.4,6.7,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,97,Not Rated: Declared State of Disaster
213901,213901101,213,11,EE - 02,'213901102,.,.,.,.,.,.,.,.,.,29,309,9.4,474,269,58,0,GLEN ROSE EL,REGION 11: FORT WORTH,GLEN ROSE ISD,SOMERVELL,EE,02,E,62,.,.,.,13.1,56.8,12.2,0.0,0.0,0.0,0.0,N,N,N,N,N,N,N,N,N,GLEN ROSE INT,N, ,Y,.,.,Not Rated: Declared State of Disaster
213901,213901102,213,11,03 - 05, ,55,.,.,55,.,100,.,100,94,46,431,10.7,405,201,42,405,GLEN ROSE INT,REGION 11: FORT WORTH,GLEN ROSE ISD,SOMERVELL,03,05,E,49,.,.,.,12.1,49.6,10.4,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,Y, ,N,100,100,Not Rated: Declared State of Disaster
214901,214901001,214,1,09 - 12, ,36,74,98.8,55,80,100,100,0,21,146,1849,7.9,1824,1656,210,1824,RIO GRANDE CITY H S,REGION 01: EDINBURG,RIO GRANDE CITY CISD,STARR,09,12,S,1020,0,0,.,55.9,90.8,11.5,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,99,73,Not Rated: Declared State of Disaster
214901,214901003,214,1,09 - 12, ,30,78,97.9,54,100,0,100,0,17,73,816,8.9,785,749,111,785,RIO GRANDE CITY CISD GRULLA H S,REGION 01: EDINBURG,RIO GRANDE CITY CISD,STARR,09,12,S,545,.,0,.,69.4,95.4,14.1,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,98,66,Not Rated: Declared State of Disaster
214901,214901005,214,1,09 - 12, ,46,97,99.1,72,100,100,100,50,50,22,547,4,509,474,14,509,PREPARATORY FOR EARLY COLLEGE H S,REGION 01: EDINBURG,RIO GRANDE CITY CISD,STARR,09,12,S,239,.,509,.,47.0,93.1,2.8,100.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,91,Not Rated: Declared State of Disaster
214901,214901041,214,1,06 - 08, ,13,.,.,13,.,0,.,0,0,56,688,8.1,623,584,83,623,GRULLA MIDDLE,REGION 01: EDINBURG,RIO GRANDE CITY CISD,STARR,06,08,M,534,0,0,.,85.7,93.7,13.3,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,44,Not Rated: Declared State of Disaster
214901,214901042,214,1,06 - 08, ,18,.,.,18,.,100,.,0,0,55,729,7.5,701,648,77,701,RINGGOLD MIDDLE,REGION 01: EDINBURG,RIO GRANDE CITY CISD,STARR,06,08,M,579,0,0,.,82.6,92.4,11.0,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,66,Not Rated: Declared State of Disaster
214901,214901044,214,1,06 - 08, ,30,.,.,30,.,100,.,0,15,59,865,6.8,794,742,101,794,VETERANS MIDDLE,REGION 01: EDINBURG,RIO GRANDE CITY CISD,STARR,06,08,M,605,0,0,.,76.2,93.5,12.7,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,32,Not Rated: Declared State of Disaster
214901,214901102,214,1,PK - 05, ,19,.,.,19,.,100,.,0,0,53,394,13.5,499,481,44,212,GRULLA EL,REGION 01: EDINBURG,RIO GRANDE CITY CISD,STARR,PK,05,E,434,.,.,.,87.0,96.4,8.8,0.0,0.0,0.0,42.5,N,N,N,N,N,N,N,N,N, ,N, ,N,100,66,Not Rated: Declared State of Disaster
214901,214901103,214,1,PK - 05, ,14,.,.,14,.,100,.,0,0,18,267,6.7,369,361,47,156,LA UNION EL,REGION 01: EDINBURG,RIO GRANDE CITY CISD,STARR,PK,05,E,316,.,.,.,85.6,97.8,12.7,0.0,0.0,0.0,42.3,N,N,N,N,N,N,N,N,N, ,N, ,N,100,64,Not Rated: Declared State of Disaster
214901,214901104,214,1,PK - 05, ,18,.,.,18,.,100,.,0,0,72,418,17.2,510,507,48,235,ALBERTO AND CELIA BARRERA EL,REGION 01: EDINBURG,RIO GRANDE CITY CISD,STARR,PK,05,E,442,.,.,.,86.7,99.4,9.4,0.0,0.0,0.0,46.1,N,N,N,N,N,N,N,N,N, ,N, ,N,100,73,Not Rated: Declared State of Disaster
214901,214901105,214,1,PK - 05, ,12,.,.,12,.,100,.,0,0,35,342,10.2,475,467,55,200,JOHN & OLIVE HINOJOSA EL,REGION 01: EDINBURG,RIO GRANDE CITY CISD,STARR,PK,05,E,445,.,.,.,93.7,98.3,11.6,0.0,0.0,0.0,42.1,N,N,N,N,N,N,N,N,N, ,N, ,N,100,91,Not Rated: Declared State of Disaster
214901,214901107,214,1,PK - 05, ,16,.,.,16,.,100,.,0,0,36,369,9.8,443,407,31,203,RINGGOLD EL,REGION 01: EDINBURG,RIO GRANDE CITY CISD,STARR,PK,05,E,375,.,.,.,84.7,91.9,7.0,0.0,0.0,0.0,45.8,N,N,N,N,N,N,N,N,N, ,N, ,N,100,78,Not Rated: Declared State of Disaster
214901,214901108,214,1,PK - 05, ,16,.,.,16,.,100,.,0,0,51,513,9.9,698,660,68,290,ROQUE GUERRA JR EL,REGION 01: EDINBURG,RIO GRANDE CITY CISD,STARR,PK,05,E,635,.,.,.,91.0,94.6,9.7,0.0,0.0,0.0,41.5,N,N,N,N,N,N,N,N,N, ,N, ,N,100,73,Not Rated: Declared State of Disaster
214901,214901110,214,1,PK - 05, ,19,.,.,19,.,100,.,0,0,48,425,11.3,576,571,49,225,ALTO BONITO EL,REGION 01: EDINBURG,RIO GRANDE CITY CISD,STARR,PK,05,E,540,.,.,.,93.8,99.1,8.5,0.0,0.0,0.0,39.1,N,N,N,N,N,N,N,N,N, ,N, ,N,100,57,Not Rated: Declared State of Disaster
214901,214901111,214,1,PK - 05, ,16,.,.,16,.,100,.,0,0,50,491,10.2,677,629,65,292,GENERAL RICARDO SANCHEZ EL,REGION 01: EDINBURG,RIO GRANDE CITY CISD,STARR,PK,05,E,594,.,.,.,87.7,92.9,9.6,0.0,0.0,0.0,43.1,N,N,N,N,N,N,N,N,N, ,N, ,N,100,52,Not Rated: Declared State of Disaster
214901,214901112,214,1,PK - 05, ,18,.,.,18,.,100,.,0,0,32,378,8.5,506,461,39,206,DR MARIO E RAMIREZ EL,REGION 01: EDINBURG,RIO GRANDE CITY CISD,STARR,PK,05,E,443,.,.,.,87.5,91.1,7.7,0.0,0.0,0.0,40.7,N,N,N,N,N,N,N,N,N, ,N, ,N,100,76,Not Rated: Declared State of Disaster
214902,214902001,214,1,09 - 12, ,50,50,100,50,100,.,100,100,80,2,72,2.8,70,70,12,70,SAN ISIDRO H S,REGION 01: EDINBURG,SAN ISIDRO ISD,STARR,09,12,S,1,0,0,0,1.4,100.0,17.1,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,96,97,Not Rated: Declared State of Disaster
214902,214902101,214,1,PK - 08, ,37,.,.,37,.,.,.,0,13,18,117,15.4,127,126,19,86,SAN ISIDRO EL,REGION 01: EDINBURG,SAN ISIDRO ISD,STARR,PK,08,E,35,0,0,0,27.6,99.2,15.0,0.0,0.0,0.0,67.7,N,N,N,N,N,N,N,N,N, ,N, ,N,100,81,Not Rated: Declared State of Disaster
214903,214903001,214,1,09 - 12, ,36,65,90.8,51,100,0,100,0,23,176,1819,9.7,1849,1425,133,1849,ROMA H S,REGION 01: EDINBURG,ROMA ISD,STARR,09,12,S,1133,0,0,0,61.3,77.1,7.2,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,99,68,Not Rated: Declared State of Disaster
214903,214903003,214,1,09 - 10, ,.,.,.,.,.,.,.,.,.,129,131,98.5,3,3,0,3,INSTRUCTIONAL & GUIDANCE CENTER,REGION 01: EDINBURG,ROMA ISD,STARR,09,10,S,2,0,0,0,66.7,100.0,0.0,0.0,0.0,0.0,100.0,N,Y,N,N,N,N,N,N,N, ,N, ,N,.,.,Not Rated
214903,214903041,214,1,06 - 08, ,27,.,.,27,.,100,.,0,0,47,769,6.1,728,633,51,728,ROMA MIDDLE,REGION 01: EDINBURG,ROMA ISD,STARR,06,08,M,598,0,.,.,82.1,87.0,7.0,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,13,Not Rated: Declared State of Disaster
214903,214903042,214,1,06 - 08, ,23,.,.,23,.,100,.,0,0,44,592,7.4,558,468,34,558,RAMIRO BARRERA MIDDLE,REGION 01: EDINBURG,ROMA ISD,STARR,06,08,M,462,0,.,.,82.8,83.9,6.1,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,24,Not Rated: Declared State of Disaster
214903,214903103,214,1,PK - 05, ,56,.,.,56,.,100,.,100,100,15,414,3.6,509,471,38,249,FLORENCE J SCOTT EL,REGION 01: EDINBURG,ROMA ISD,STARR,PK,05,E,475,.,.,.,93.3,92.5,7.5,0.0,0.0,0.0,48.9,N,N,N,N,N,N,N,N,N, ,N, ,N,100,70,Not Rated: Declared State of Disaster
214903,214903105,214,1,PK - 05, ,16,.,.,16,.,.,.,0,.,28,310,9,365,330,28,174,RT BARRERA EL,REGION 01: EDINBURG,ROMA ISD,STARR,PK,05,E,294,.,.,.,80.5,90.4,7.7,0.0,0.0,0.0,47.7,N,N,N,N,N,N,N,N,N, ,N, ,N,100,4,Not Rated: Declared State of Disaster
214903,214903106,214,1,PK - 05, ,55,.,.,55,.,100,.,100,100,11,333,3.3,436,358,36,199,EMMA VERA EL,REGION 01: EDINBURG,ROMA ISD,STARR,PK,05,E,412,.,.,.,94.5,82.1,8.3,0.0,0.0,0.0,45.6,N,N,N,N,N,N,N,N,N, ,N, ,N,100,91,Not Rated: Declared State of Disaster
214903,214903108,214,1,PK - 05, ,42,.,.,42,.,100,.,60,60,26,441,5.9,573,529,63,269,ROEL A & CELIA R SAENZ EL,REGION 01: EDINBURG,ROMA ISD,STARR,PK,05,E,539,.,.,.,94.1,92.3,11.0,0.0,0.0,0.0,46.9,N,N,N,N,N,N,N,N,N, ,N, ,N,100,33,Not Rated: Declared State of Disaster
214903,214903109,214,1,EE - 05, ,9,.,.,9,.,100,.,0,0,18,408,4.4,501,461,61,212,VETERANS MEMORIAL EL,REGION 01: EDINBURG,ROMA ISD,STARR,EE,05,E,447,.,.,.,89.2,92.0,12.2,0.0,0.0,0.0,42.3,N,N,N,N,N,N,N,N,N, ,N, ,N,100,5,Not Rated: Declared State of Disaster
214903,214903110,214,1,PK - 05, ,15,.,.,15,.,100,.,0,0,29,395,7.3,527,490,64,232,DELIA GONZALEZ GARCIA EL,REGION 01: EDINBURG,ROMA ISD,STARR,PK,05,E,465,.,.,.,88.2,93.0,12.1,0.0,0.0,0.0,44.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,28,Not Rated: Declared State of Disaster
215901,215901001,215,14,09 - 12, ,40,46,94.4,43,25,100,20,13,17,48,447,10.7,430,234,33,430,BRECKENRIDGE H S,REGION 14: ABILENE,BRECKENRIDGE ISD,STEPHENS,09,12,S,34,.,.,0,7.9,54.4,7.7,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,99,100,Not Rated: Declared State of Disaster
215901,215901041,215,14,06 - 08, ,39,.,.,39,.,0,.,13,0,27,253,10.7,314,199,42,314,BRECKENRIDGE J H,REGION 14: ABILENE,BRECKENRIDGE ISD,STEPHENS,06,08,M,27,.,.,.,8.6,63.4,13.4,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,99,Not Rated: Declared State of Disaster
215901,215901101,215,14,PK - 02,'215901000,.,.,.,.,.,.,.,.,.,9,103,8.7,379,265,79,0,EAST EL,REGION 14: ABILENE,BRECKENRIDGE ISD,STEPHENS,PK,02,E,20,.,.,.,5.3,69.9,20.8,0.0,0.0,0.0,0.0,N,N,N,N,N,Y,N,N,N,BRECKENRIDGE ISD,N, ,Y,.,.,Not Rated: Declared State of Disaster
215901,215901103,215,14,03 - 05, ,35,.,.,35,.,100,.,0,6,34,342,9.9,279,186,36,279,SOUTH EL,REGION 14: ABILENE,BRECKENRIDGE ISD,STEPHENS,03,05,E,32,.,.,.,11.5,66.7,12.9,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,99,Not Rated: Declared State of Disaster
216901,216901001,216,15,PK - 12, ,48,100,100,74,100,.,100,50,21,34,310,11,324,128,50,241,STERLING CITY SCHOOL,REGION 15: SAN ANGELO,STERLING CITY ISD,STERLING,PK,12,B,29,0,0,0,9.0,39.5,15.4,0.0,0.0,0.0,74.4,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
216901,216901002,216,15,10 - 10, ,.,.,.,.,.,.,.,.,.,1,3,33.3,1,1,1,1,FAIRVIEW ACCELERATED,REGION 15: SAN ANGELO,STERLING CITY ISD,STERLING,10,10,S,0,0,0,0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,-1,100,Not Rated: Declared State of Disaster
216901,216901180,216,15,01 - 07, ,.,.,.,.,.,.,.,.,.,2,6,33.3,9,6,9,7,WALL SPECIAL PROGRAMS,REGION 15: SAN ANGELO,STERLING CITY ISD,STERLING,01,07,E,1,0,0,0,11.1,66.7,100.0,0.0,0.0,0.0,77.8,N,N,N,N,N,N,N,N,N, ,N, ,N,-1,.,Not Rated: Declared State of Disaster
216901,216901191,216,15,EE - EE, ,.,.,.,.,.,.,.,.,.,.,.,.,2,0,2,0,STERLING CITY/VERIBEST SPECIAL PRO,REGION 15: SAN ANGELO,STERLING CITY ISD,STERLING,EE,EE,E,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,N,N,Y,N,Y,N,N,N,N, ,N, ,N,.,.,Not Rated
216901,216901195,216,15,09 - 09, ,.,.,.,.,.,.,.,.,.,.,.,.,2,1,2,2,FAIRVIEW SPECIAL PROGRAMS,REGION 15: SAN ANGELO,STERLING CITY ISD,STERLING,09,09,S,0,0,0,0,0.0,50.0,100.0,0.0,0.0,0.0,100.0,N,N,N,N,Y,N,N,N,N, ,N, ,N,.,.,Not Rated: Declared State of Disaster
217901,217901001,217,14,06 - 12, ,42,43,100,43,100,.,0,17,38,10,128,7.8,111,56,11,111,ASPERMONT H S,REGION 14: ABILENE,ASPERMONT ISD,STONEWALL,06,12,B,1,0,0,0,0.9,50.5,9.9,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,99,Not Rated: Declared State of Disaster
217901,217901101,217,14,PK - 05, ,40,.,.,40,.,.,.,0,0,6,68,8.8,101,66,13,39,ASPERMONT EL,REGION 14: ABILENE,ASPERMONT ISD,STONEWALL,PK,05,E,3,.,.,.,3.0,65.3,12.9,0.0,0.0,0.0,38.6,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
218901,218901001,218,15,07 - 12, ,56,93,100,75,100,.,100,100,100,14,259,5.4,313,173,25,313,SONORA SECONDARY SCHOOL,REGION 15: SAN ANGELO,SONORA ISD,SUTTON,07,12,S,26,0,0,0,8.3,55.3,8.0,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
218901,218901103,218,15,PK - 06, ,46,.,.,46,.,0,.,44,43,27,353,7.6,382,215,39,201,SONORA EL,REGION 15: SAN ANGELO,SONORA ISD,SUTTON,PK,06,E,82,0,.,.,21.5,56.3,10.2,0.0,0.0,0.0,52.6,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
219901,219901001,219,16,07 - 12, ,71,100,100,86,100,.,100,100,100,2,125,1.6,126,40,9,126,HAPPY H S,REGION 16: AMARILLO,HAPPY ISD,SWISHER,07,12,S,5,0,0,0,4.0,31.7,7.1,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
219901,219901101,219,16,PK - 06, ,46,.,.,46,.,.,.,33,0,7,114,6.1,143,60,21,69,HAPPY EL,REGION 16: AMARILLO,HAPPY ISD,SWISHER,PK,06,E,6,0,.,.,4.2,42.0,14.7,0.0,0.0,0.0,48.3,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
219903,219903001,219,16,09 - 12, ,46,49,97.3,48,100,.,100,33,30,47,311,15.1,280,218,32,280,TULIA H S,REGION 16: AMARILLO,TULIA ISD,SWISHER,09,12,S,12,0,0,0,4.3,77.9,11.4,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,99,Not Rated: Declared State of Disaster
219903,219903041,219,16,06 - 08, ,31,.,.,31,.,.,.,0,0,19,231,8.2,212,180,24,212,TULIA J H,REGION 16: AMARILLO,TULIA ISD,SWISHER,06,08,M,24,0,.,.,11.3,84.9,11.3,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
219903,219903101,219,16,EE - 05, ,20,.,.,20,.,0,.,0,0,47,388,12.1,455,393,62,206,TULIA EL,REGION 16: AMARILLO,TULIA ISD,SWISHER,EE,05,E,41,.,.,.,9.0,86.4,13.6,0.0,0.0,0.0,45.3,N,N,N,N,N,N,N,N,N, ,N, ,N,.,100,Not Rated: Declared State of Disaster
219905,219905001,219,16,07 - 12, ,44,57,100,51,100,.,100,29,40,8,126,6.3,134,92,12,134,KRESS H S,REGION 16: AMARILLO,KRESS ISD,SWISHER,07,12,S,5,0,0,0,3.7,68.7,9.0,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
219905,219905101,219,16,PK - 06, ,36,.,.,36,.,.,.,17,0,11,122,9,143,106,13,73,KRESS EL,REGION 16: AMARILLO,KRESS ISD,SWISHER,PK,06,E,10,0,.,.,7.0,74.1,9.1,0.0,0.0,0.0,51.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
220801,220801001,220,11,KG - 12, ,47,73,100,60,100,.,100,60,50,24,364,6.6,391,84,23,277,TREETOPS SCHOOL INTERNATIONAL,REGION 11: FORT WORTH,TREETOPS SCHOOL INTERNATIONAL,TARRANT,KG,12,B,6,0,0,0,1.5,21.5,5.9,0.0,0.0,0.0,70.8,Y,N,N,N,N,N,N,N,N, ,N, ,N,100,58,Not Rated: Declared State of Disaster
220802,220802040,220,11,06 - 08, ,54,.,.,54,.,.,.,73,56,20,516,3.9,500,92,22,500,ARLINGTON CLASSICS ACADEMY - MIDDL,REGION 11: FORT WORTH,ARLINGTON CLASSICS ACADEMY,TARRANT,06,08,M,19,0,.,.,3.8,18.4,4.4,0.0,0.0,0.0,100.0,Y,N,N,N,N,N,N,N,N, ,N, ,N,100,97,Not Rated: Declared State of Disaster
220802,220802101,220,11,KG - 02, ,.,.,.,.,.,100,.,.,.,23,364,6.3,518,124,16,0,ARLINGTON CLASSICS ACADEMY - ARKAN,REGION 11: FORT WORTH,ARLINGTON CLASSICS ACADEMY,TARRANT,KG,02,E,46,.,.,.,8.9,23.9,3.1,0.0,0.0,0.0,0.0,Y,N,N,N,N,N,N,N,N, ,N, ,N,.,.,Not Rated: Declared State of Disaster
220802,220802102,220,11,03 - 05, ,53,.,.,53,.,100,.,75,70,34,547,6.2,524,101,21,524,ARLINGTON CLASSICS ACADEMY -INTERM,REGION 11: FORT WORTH,ARLINGTON CLASSICS ACADEMY,TARRANT,03,05,E,37,.,.,.,7.1,19.3,4.0,0.0,0.0,0.0,100.0,Y,N,N,N,N,N,N,N,N, ,N, ,N,100,95,Not Rated: Declared State of Disaster
220809,220809001,220,11,07 - 12, ,55,68,100,62,100,.,100,100,57,20,323,6.2,362,50,20,362,FORT WORTH ACADEMY OF FINE ARTS,REGION 11: FORT WORTH,FORT WORTH ACADEMY OF FINE ARTS,TARRANT,07,12,S,10,0,0,0,2.8,13.8,5.5,0.0,0.0,0.0,100.0,Y,N,N,N,N,N,N,N,N, ,N, ,N,99,97,Not Rated: Declared State of Disaster
220809,220809101,220,11,03 - 06, ,57,.,.,57,.,.,.,100,79,27,229,11.8,273,40,12,273,FORT WORTH ACADEMY OF FINE ARTS EL,REGION 11: FORT WORTH,FORT WORTH ACADEMY OF FINE ARTS,TARRANT,03,06,E,10,0,0,0,3.7,14.7,4.4,0.0,0.0,0.0,100.0,Y,N,N,N,N,N,N,N,N, ,N, ,N,100,96,Not Rated: Declared State of Disaster
220810,220810001,220,11,KG - 12, ,74,99,100,87,100,.,100,100,100,45,875,5.1,865,15,43,713,WESTLAKE ACADEMY,REGION 11: FORT WORTH,WESTLAKE ACADEMY CHARTER SCHOOL,TARRANT,KG,12,B,12,0,0,0,1.4,1.7,5.0,0.0,0.0,0.0,82.4,Y,N,N,N,N,N,N,N,N, ,N, ,N,100,96,Not Rated: Declared State of Disaster
