COUNTY,REGION,DISTRICT,DISTNAME,CNTYNAME,DFLCHART,DFLALTED,DAD_POST,OUTCOME,asvab_status,DISTNAME_CLEAN
160,15,'160901,BRADY ISD,MCCULLOCH,N,N,0,Meets Requirements, ,Brady ISD
160,15,'160904,ROCHELLE ISD,MCCULLOCH,N,N, ,Meets Requirements, ,Rochelle ISD
160,15,'160905,LOHN ISD,MCCULLOCH,N,N, ,Meets Requirements, ,Lohn ISD
161,12,'161801,WACO CHARTER SCHOOL,MCLENNAN,Y,N, ,Meets Requirements, ,Waco Charter School
161,12,'161802,RAPOPORT ACADEMY PUBLIC SCHOOL,MCLENNAN,Y,N,0,Meets Requirements, ,Rapoport Academy Public School
161,12,'161807,HARMONY PUBLIC SCHOOLS - NORTH TEXAS,MCLENNAN,Y,N,0,Meets Requirements, ,Harmony Public Schools - North Texas
161,12,'161901,CRAWFORD ISD,MCLENNAN,N,N,0,Meets Requirements, ,Crawford ISD
161,12,'161903,MIDWAY ISD,MCLENNAN,N,N,0,Meets Requirements, ,Midway ISD
161,12,'161906,LA VEGA ISD,MCLENNAN,N,N,0,Needs Assistance, ,La Vega ISD
161,12,'161907,LORENA ISD,MCLENNAN,N,N,0,Meets Requirements, ,Lorena ISD
161,12,'161908,MART ISD,MCLENNAN,N,N,0,Meets Requirements, ,Mart ISD
161,12,'161909,MCGREGOR ISD,MCLENNAN,N,N,0,Needs Assistance, ,McGregor ISD
161,12,'161910,MOODY ISD,MCLENNAN,N,N,0,Meets Requirements, ,Moody ISD
161,12,'161912,RIESEL ISD,MCLENNAN,N,N,0,Meets Requirements, ,Riesel ISD
161,12,'161914,WACO ISD,MCLENNAN,N,N,0,Needs Substantial Intervention, ,Waco ISD
161,12,'161916,WEST ISD,MCLENNAN,N,N,0,Meets Requirements, ,West ISD
161,12,'161918,AXTELL ISD,MCLENNAN,N,N,0,Meets Requirements, ,Axtell ISD
161,12,'161919,BRUCEVILLE-EDDY ISD,MCLENNAN,N,N,0,Meets Requirements, ,Bruceville-Eddy ISD
161,12,'161920,CHINA SPRING ISD,MCLENNAN,N,N,0,Meets Requirements, ,China Spring ISD
161,12,'161921,CONNALLY ISD,MCLENNAN,N,N,0,Needs Intervention, ,Connally ISD
161,12,'161922,ROBINSON ISD,MCLENNAN,N,N,0,Meets Requirements, ,Robinson ISD
161,12,'161923,BOSQUEVILLE ISD,MCLENNAN,N,N,0,Meets Requirements, ,Bosqueville ISD
161,12,'161924,HALLSBURG ISD,MCLENNAN,N,N, ,Meets Requirements, ,Hallsburg ISD
161,12,'161925,GHOLSON ISD,MCLENNAN,N,N, ,Meets Requirements, ,Gholson ISD
162,2,'162904,MCMULLEN COUNTY ISD,MCMULLEN,N,N, ,Meets Requirements, ,McMullen County ISD
163,20,'163901,DEVINE ISD,MEDINA,N,N,0,Meets Requirements, ,Devine ISD
163,20,'163902,D'HANIS ISD,MEDINA,N,N, ,Meets Requirements, ,D'Hanis ISD
163,20,'163903,NATALIA ISD,MEDINA,N,N,0,Needs Assistance, ,Natalia ISD
163,20,'163904,HONDO ISD,MEDINA,N,N,0,Meets Requirements, ,Hondo ISD
163,20,'163908,MEDINA VALLEY ISD,MEDINA,N,N,1,Meets Requirements, ,Medina Valley ISD
164,15,'164901,MENARD ISD,MENARD,N,N,0,Meets Requirements, ,Menard ISD
165,18,'165802,MIDLAND ACADEMY CHARTER SCHOOL,MIDLAND,Y,N, ,Meets Requirements, ,Midland Academy Charter School
165,18,'165901,MIDLAND ISD,MIDLAND,N,N,0,Needs Assistance, ,Midland ISD
165,18,'165902,GREENWOOD ISD,MIDLAND,N,N,0,Meets Requirements, ,Greenwood ISD
166,6,'166901,CAMERON ISD,MILAM,N,N, ,Needs Assistance, ,Cameron ISD
166,6,'166902,GAUSE ISD,MILAM,N,N, ,Meets Requirements, ,Gause ISD
166,6,'166903,MILANO ISD,MILAM,N,N,0,Meets Requirements, ,Milano ISD
166,6,'166904,ROCKDALE ISD,MILAM,N,N,0,Meets Requirements, ,Rockdale ISD
166,13,'166905,THORNDALE ISD,MILAM,N,N,0,Meets Requirements, ,Thorndale ISD
166,12,'166907,BUCKHOLTS ISD,MILAM,N,N, ,Meets Requirements, ,Buckholts ISD
167,12,'167901,GOLDTHWAITE ISD,MILLS,N,N,0,Meets Requirements, ,Goldthwaite ISD
167,12,'167902,MULLIN ISD,MILLS,N,N, ,Meets Requirements, ,Mullin ISD
167,12,'167904,PRIDDY ISD,MILLS,N,N, ,Meets Requirements, ,Priddy ISD
168,14,'168901,COLORADO ISD,MITCHELL,N,N,0,Meets Requirements, ,Colorado ISD
168,14,'168902,LORAINE ISD,MITCHELL,N,N, ,Meets Requirements, ,Loraine ISD
168,14,'168903,WESTBROOK ISD,MITCHELL,N,N, ,Meets Requirements, ,Westbrook ISD
169,9,'169901,BOWIE ISD,MONTAGUE,N,N,0,Needs Assistance, ,Bowie ISD
169,9,'169902,NOCONA ISD,MONTAGUE,N,N,0,Meets Requirements, ,Nocona ISD
169,9,'169906,GOLD BURG ISD,MONTAGUE,N,N, ,Meets Requirements, ,Gold Burg ISD
169,9,'169908,MONTAGUE ISD,MONTAGUE,N,N, ,Meets Requirements, ,Montague ISD
169,9,'169909,PRAIRIE VALLEY ISD,MONTAGUE,N,N,0,Meets Requirements, ,Prairie Valley ISD
169,9,'169910,FORESTBURG ISD,MONTAGUE,N,N, ,Meets Requirements, ,Forestburg ISD
169,9,'169911,SAINT JO ISD,MONTAGUE,N,N,0,Meets Requirements, ,Saint Jo ISD
170,6,'170801,TEXAS SERENITY ACADEMY,MONTGOMERY,Y,N, ,Meets Requirements, ,Texas Serenity Academy
170,6,'170902,CONROE ISD,MONTGOMERY,N,N,0,Meets Requirements, ,Conroe ISD
170,6,'170903,MONTGOMERY ISD,MONTGOMERY,N,N,0,Meets Requirements, ,Montgomery ISD
170,6,'170904,WILLIS ISD,MONTGOMERY,N,N,0,Needs Assistance, ,Willis ISD
170,6,'170906,MAGNOLIA ISD,MONTGOMERY,N,N,0,Meets Requirements, ,Magnolia ISD
170,6,'170907,SPLENDORA ISD,MONTGOMERY,N,N,0,Needs Assistance, ,Splendora ISD
170,6,'170908,NEW CANEY ISD,MONTGOMERY,N,N, ,Needs Assistance, ,New Caney ISD
171,16,'171901,DUMAS ISD,MOORE,N,N,1,Meets Requirements, ,Dumas ISD
171,16,'171902,SUNRAY COLLEGIATE ISD,MOORE,N,N,0,Meets Requirements, ,Sunray Collegiate ISD
172,8,'172902,DAINGERFIELD-LONE STAR ISD,MORRIS,N,N,0,Meets Requirements, ,Daingerfield-Lone Star ISD
172,8,'172905,PEWITT CISD,MORRIS,N,N,0,Meets Requirements, ,Pewitt CISD
173,17,'173901,MOTLEY COUNTY ISD,MOTLEY,N,N, ,Meets Requirements, ,Motley County ISD
174,7,'174801,STEPHEN F AUSTIN STATE UNIVERSITY CHARTER SCHOOL,NACOGDOCHES,Y,N, ,Meets Requirements, ,Stephen F Austin State University Charter School
174,7,'174901,CHIRENO ISD,NACOGDOCHES,N,N,0,Meets Requirements, ,Chireno ISD
174,7,'174902,CUSHING ISD,NACOGDOCHES,N,N, ,Meets Requirements, ,Cushing ISD
174,7,'174903,GARRISON ISD,NACOGDOCHES,N,N,0,Meets Requirements, ,Garrison ISD
174,7,'174904,NACOGDOCHES ISD,NACOGDOCHES,N,N,0,Needs Intervention, ,Nacogdoches ISD
174,7,'174906,WODEN ISD,NACOGDOCHES,N,N,0,Meets Requirements, ,Woden ISD
174,7,'174908,CENTRAL HEIGHTS ISD,NACOGDOCHES,N,N,1,Meets Requirements, ,Central Heights ISD
174,7,'174909,MARTINSVILLE ISD,NACOGDOCHES,N,N, ,Meets Requirements, ,Martinsville ISD
174,7,'174910,ETOILE ISD,NACOGDOCHES,N,N, ,Meets Requirements, ,Etoile ISD
174,7,'174911,DOUGLASS ISD,NACOGDOCHES,N,N, ,Meets Requirements, ,Douglass ISD
175,12,'175902,BLOOMING GROVE ISD,NAVARRO,N,N,0,Meets Requirements, ,Blooming Grove ISD
175,12,'175903,CORSICANA ISD,NAVARRO,N,N,0,Needs Intervention, ,Corsicana ISD
175,12,'175904,DAWSON ISD,NAVARRO,N,N,0,Needs Assistance, ,Dawson ISD
175,12,'175905,FROST ISD,NAVARRO,N,N,0,Meets Requirements, ,Frost ISD
175,12,'175907,KERENS ISD,NAVARRO,N,N, ,Meets Requirements, ,Kerens ISD
175,12,'175910,MILDRED ISD,NAVARRO,N,N,0,Meets Requirements, ,Mildred ISD
175,12,'175911,RICE ISD,NAVARRO,N,N,1,Meets Requirements, ,Rice ISD
176,5,'176901,BURKEVILLE ISD,NEWTON,N,N, ,Meets Requirements, ,Burkeville ISD
176,5,'176902,NEWTON ISD,NEWTON,N,N,0,Meets Requirements, ,Newton ISD
176,5,'176903,DEWEYVILLE ISD,NEWTON,N,N,0,Meets Requirements, ,Deweyville ISD
177,14,'177901,ROSCOE COLLEGIATE ISD,NOLAN,N,N, ,Meets Requirements,ASVAB Alternative Test Offered,Roscoe Collegiate ISD
177,14,'177902,SWEETWATER ISD,NOLAN,N,N, ,Needs Substantial Intervention, ,Sweetwater ISD
177,14,'177903,BLACKWELL CISD,NOLAN,N,N, ,Meets Requirements, ,Blackwell CISD
177,14,'177905,HIGHLAND ISD,NOLAN,N,N, ,Meets Requirements, ,Highland ISD
178,2,'178801,DR M L GARZA-GONZALEZ CHARTER SCHOOL,NUECES,Y,N, ,Meets Requirements, ,Dr M L Garza-Gonzalez Charter School
178,2,'178807,CORPUS CHRISTI MONTESSORI SCHOOL,NUECES,Y,N, ,Meets Requirements, ,Corpus Christi Montessori School
178,2,'178808,SEASHORE CHARTER SCHOOLS,NUECES,Y,N, ,Meets Requirements, ,Seashore Charter Schools
178,2,'178901,AGUA DULCE ISD,NUECES,N,N,0,Meets Requirements, ,Agua Dulce ISD
178,2,'178902,BISHOP CISD,NUECES,N,N,0,Meets Requirements, ,Bishop CISD
178,2,'178903,CALALLEN ISD,NUECES,N,N,0,Meets Requirements, ,Calallen ISD
178,2,'178904,CORPUS CHRISTI ISD,NUECES,N,N,0,Needs Assistance, ,Corpus Christi ISD
178,2,'178905,DRISCOLL ISD,NUECES,N,N, ,Meets Requirements, ,Driscoll ISD
178,2,'178906,LONDON ISD,NUECES,N,N,0,Meets Requirements, ,London ISD
178,2,'178908,PORT ARANSAS ISD,NUECES,N,N,1,Meets Requirements, ,Port Aransas ISD
178,2,'178909,ROBSTOWN ISD,NUECES,N,N,0,Needs Assistance, ,Robstown ISD
178,2,'178912,TULOSO-MIDWAY ISD,NUECES,N,N,0,Meets Requirements, ,Tuloso-Midway ISD
178,2,'178913,BANQUETE ISD,NUECES,N,N,0,Meets Requirements, ,Banquete ISD
178,2,'178914,FLOUR BLUFF ISD,NUECES,N,N,0,Meets Requirements, ,Flour Bluff ISD
178,2,'178915,WEST OSO ISD,NUECES,N,N,0,Meets Requirements, ,West Oso ISD
179,16,'179901,PERRYTON ISD,OCHILTREE,N,N,1,Meets Requirements, ,Perryton ISD
180,16,'180901,BOYS RANCH ISD,OLDHAM,N,N, ,Meets Requirements, ,Boys Ranch ISD
180,16,'180902,VEGA ISD,OLDHAM,N,N,1,Meets Requirements, ,Vega ISD
180,16,'180903,ADRIAN ISD,OLDHAM,N,N, ,Meets Requirements, ,Adrian ISD
180,16,'180904,WILDORADO ISD,OLDHAM,N,N, ,Meets Requirements, ,Wildorado ISD
181,5,'181901,BRIDGE CITY ISD,ORANGE,N,N,0,Needs Assistance, ,Bridge City ISD
181,5,'181905,ORANGEFIELD ISD,ORANGE,N,N,0,Meets Requirements, ,Orangefield ISD
181,5,'181906,WEST ORANGE-COVE CISD,ORANGE,N,N,0,Needs Assistance, ,West Orange-Cove CISD
181,5,'181907,VIDOR ISD,ORANGE,N,N,0,Needs Assistance, ,Vidor ISD
181,5,'181908,LITTLE CYPRESS-MAURICEVILLE CISD,ORANGE,N,N,0,Needs Intervention, ,Little Cypress-Mauriceville CISD
182,11,'182901,GORDON ISD,PALO PINTO,N,N, ,Meets Requirements, ,Gordon ISD
182,11,'182902,GRAFORD ISD,PALO PINTO,N,N, ,Meets Requirements, ,Graford ISD
182,11,'182903,MINERAL WELLS ISD,PALO PINTO,N,N,0,Needs Assistance, ,Mineral Wells ISD
182,11,'182904,SANTO ISD,PALO PINTO,N,N,1,Meets Requirements, ,Santo ISD
182,11,'182905,STRAWN ISD,PALO PINTO,N,N, ,Meets Requirements, ,Strawn ISD
182,11,'182906,PALO PINTO ISD,PALO PINTO,N,N, ,Meets Requirements, ,Palo Pinto ISD
183,7,'183801,PANOLA CHARTER SCHOOL,PANOLA,Y,N,0,Meets Requirements, ,Panola Charter School
183,7,'183901,BECKVILLE ISD,PANOLA,N,N,0,Meets Requirements, ,Beckville ISD
183,7,'183902,CARTHAGE ISD,PANOLA,N,N,0,Needs Assistance, ,Carthage ISD
183,7,'183904,GARY ISD,PANOLA,N,N, ,Meets Requirements, ,Gary ISD
184,11,'184801,CROSSTIMBERS ACADEMY,PARKER,Y,Y, ,Meets Requirements, ,Crosstimbers Academy
184,11,'184901,POOLVILLE ISD,PARKER,N,N,0,Meets Requirements, ,Poolville ISD
184,11,'184902,SPRINGTOWN ISD,PARKER,N,N,0,Needs Assistance, ,Springtown ISD
184,11,'184903,WEATHERFORD ISD,PARKER,N,N,0,Meets Requirements, ,Weatherford ISD
184,11,'184904,MILLSAP ISD,PARKER,N,N,0,Meets Requirements, ,Millsap ISD
184,11,'184907,ALEDO ISD,PARKER,N,N,0,Meets Requirements, ,Aledo ISD
184,11,'184908,PEASTER ISD,PARKER,N,N,0,Meets Requirements, ,Peaster ISD
184,11,'184909,BROCK ISD,PARKER,N,N,0,Meets Requirements, ,Brock ISD
184,11,'184911,GARNER ISD,PARKER,N,N, ,Meets Requirements, ,Garner ISD
185,16,'185901,BOVINA ISD,PARMER,N,N,0,Meets Requirements, ,Bovina ISD
185,16,'185902,FARWELL ISD,PARMER,N,N,1,Meets Requirements, ,Farwell ISD
185,16,'185903,FRIONA ISD,PARMER,N,N,0,Meets Requirements, ,Friona ISD
185,16,'185904,LAZBUDDIE ISD,PARMER,N,N, ,Meets Requirements, ,Lazbuddie ISD
186,18,'186901,BUENA VISTA ISD,PECOS,N,N, ,Meets Requirements, ,Buena Vista ISD
186,18,'186902,FORT STOCKTON ISD,PECOS,N,N,0,Meets Requirements, ,Fort Stockton ISD
186,18,'186903,IRAAN-SHEFFIELD ISD,PECOS,N,N,0,Meets Requirements, ,Iraan-Sheffield ISD
187,6,'187901,BIG SANDY ISD,POLK,N,N, ,Meets Requirements, ,Big Sandy ISD
187,6,'187903,GOODRICH ISD,POLK,N,N,0,Meets Requirements, ,Goodrich ISD
187,6,'187904,CORRIGAN-CAMDEN ISD,POLK,N,N,0,Meets Requirements, ,Corrigan-Camden ISD
187,6,'187906,LEGGETT ISD,POLK,N,N,0,Meets Requirements, ,Leggett ISD
187,6,'187907,LIVINGSTON ISD,POLK,N,N,0,Needs Assistance, ,Livingston ISD
187,6,'187910,ONALASKA ISD,POLK,N,N,0,Meets Requirements, ,Onalaska ISD
188,16,'188901,AMARILLO ISD,POTTER,N,N,0,Needs Assistance, ,Amarillo ISD
188,16,'188902,RIVER ROAD ISD,POTTER,N,N,0,Meets Requirements, ,River Road ISD
188,16,'188903,HIGHLAND PARK ISD,POTTER,N,N,0,Meets Requirements, ,Highland Park ISD
188,16,'188904,BUSHLAND ISD,POTTER,N,N,0,Meets Requirements, ,Bushland ISD
189,18,'189901,MARFA ISD,PRESIDIO,N,N, ,Meets Requirements, ,Marfa ISD
189,18,'189902,PRESIDIO ISD,PRESIDIO,N,N,0,Meets Requirements, ,Presidio ISD
190,7,'190903,RAINS ISD,RAINS,N,N,0,Needs Assistance, ,Rains ISD
191,16,'191901,CANYON ISD,RANDALL,N,N,0,Meets Requirements, ,Canyon ISD
192,18,'192901,REAGAN COUNTY ISD,REAGAN,N,N,0,Meets Requirements, ,Reagan County ISD
193,20,'193801,BIG SPRINGS CHARTER SCHOOL,REAL,Y,N, ,Meets Requirements, ,Big Springs Charter School
193,20,'193902,LEAKEY ISD,REAL,N,N, ,Meets Requirements, ,Leakey ISD
194,8,'194902,AVERY ISD,RED RIVER,N,N,0,Meets Requirements, ,Avery ISD
194,8,'194903,RIVERCREST ISD,RED RIVER,N,N,0,Meets Requirements, ,Rivercrest ISD
194,8,'194904,CLARKSVILLE ISD,RED RIVER,N,N,0,Meets Requirements, ,Clarksville ISD
194,8,'194905,DETROIT ISD,RED RIVER,N,N,0,Meets Requirements, ,Detroit ISD
195,18,'195901,PECOS-BARSTOW-TOYAH ISD,REEVES,N,N,0,Needs Assistance, ,Pecos-Barstow-Toyah ISD
195,18,'195902,BALMORHEA ISD,REEVES,N,N, ,Meets Requirements, ,Balmorhea ISD
196,3,'196901,AUSTWELL-TIVOLI ISD,REFUGIO,N,N,0,Meets Requirements, ,Austwell-Tivoli ISD
196,3,'196902,WOODSBORO ISD,REFUGIO,N,N,0,Meets Requirements, ,Woodsboro ISD
196,3,'196903,REFUGIO ISD,REFUGIO,N,N,0,Meets Requirements, ,Refugio ISD
197,16,'197902,MIAMI ISD,ROBERTS,N,N, ,Meets Requirements, ,Miami ISD
198,6,'198901,BREMOND ISD,ROBERTSON,N,N,0,Meets Requirements, ,Bremond ISD
198,6,'198902,CALVERT ISD,ROBERTSON,N,N, ,Meets Requirements, ,Calvert ISD
198,6,'198903,FRANKLIN ISD,ROBERTSON,N,N,1,Meets Requirements, ,Franklin ISD
198,6,'198905,HEARNE ISD,ROBERTSON,N,N,0,Needs Assistance, ,Hearne ISD
198,6,'198906,MUMFORD ISD,ROBERTSON,N,N,1,Meets Requirements, ,Mumford ISD
199,10,'199901,ROCKWALL ISD,ROCKWALL,N,N,0,Meets Requirements, ,Rockwall ISD
199,10,'199902,ROYSE CITY ISD,ROCKWALL,N,N,0,Meets Requirements, ,Royse City ISD
200,15,'200901,BALLINGER ISD,RUNNELS,N,N,0,Meets Requirements, ,Ballinger ISD
200,15,'200902,MILES ISD,RUNNELS,N,N,1,Meets Requirements, ,Miles ISD
200,15,'200904,WINTERS ISD,RUNNELS,N,N,1,Meets Requirements, ,Winters ISD
200,15,'200906,OLFEN ISD,RUNNELS,N,N, ,Meets Requirements, ,Olfen ISD
201,7,'201902,HENDERSON ISD,RUSK,N,N,0,Needs Intervention, ,Henderson ISD
201,7,'201903,LANEVILLE ISD,RUSK,N,N, ,Meets Requirements, ,Laneville ISD
201,7,'201904,LEVERETTS CHAPEL ISD,RUSK,N,N,0,Meets Requirements, ,Leveretts Chapel ISD
201,7,'201907,MOUNT ENTERPRISE ISD,RUSK,N,N,1,Meets Requirements, ,Mount Enterprise ISD
201,7,'201908,OVERTON ISD,RUSK,N,N,0,Meets Requirements, ,Overton ISD
201,7,'201910,TATUM ISD,RUSK,N,N,0,Meets Requirements, ,Tatum ISD
201,7,'201913,CARLISLE ISD,RUSK,N,N, ,Meets Requirements, ,Carlisle ISD
201,7,'201914,WEST RUSK COUNTY CONSOLIDATED ISD,RUSK,N,N,0,Meets Requirements, ,West Rusk County Consolidated ISD
202,7,'202903,HEMPHILL ISD,SABINE,N,N,0,Meets Requirements, ,Hemphill ISD
202,7,'202905,WEST SABINE ISD,SABINE,N,N,0,Meets Requirements, ,West Sabine ISD
203,7,'203901,SAN AUGUSTINE ISD,SAN AUGUSTINE,N,N,0,Needs Assistance, ,San Augustine ISD
203,7,'203902,BROADDUS ISD,SAN AUGUSTINE,N,N, ,Meets Requirements, ,Broaddus ISD
204,6,'204901,COLDSPRING-OAKHURST CISD,SAN JACINTO,N,N,0,Needs Assistance, ,Coldspring-Oakhurst CISD
204,6,'204904,SHEPHERD ISD,SAN JACINTO,N,N, ,Needs Assistance, ,Shepherd ISD
205,2,'205901,ARANSAS PASS ISD,SAN PATRICIO,N,N,0,Meets Requirements, ,Aransas Pass ISD
205,2,'205902,GREGORY-PORTLAND ISD,SAN PATRICIO,N,N,0,Needs Assistance, ,Gregory-Portland ISD
205,2,'205903,INGLESIDE ISD,SAN PATRICIO,N,N,1,Meets Requirements, ,Ingleside ISD
205,2,'205904,MATHIS ISD,SAN PATRICIO,N,N,0,Meets Requirements, ,Mathis ISD
205,2,'205905,ODEM-EDROY ISD,SAN PATRICIO,N,N,0,Meets Requirements, ,Odem-Edroy ISD
205,2,'205906,SINTON ISD,SAN PATRICIO,N,N,0,Needs Assistance, ,Sinton ISD
205,2,'205907,TAFT ISD,SAN PATRICIO,N,N,0,Meets Requirements, ,Taft ISD
206,15,'206901,SAN SABA ISD,SAN SABA,N,N,0,Meets Requirements, ,San Saba ISD
206,15,'206902,RICHLAND SPRINGS ISD,SAN SABA,N,N, ,Meets Requirements, ,Richland Springs ISD
206,15,'206903,CHEROKEE ISD,SAN SABA,N,N, ,Meets Requirements, ,Cherokee ISD
207,15,'207901,SCHLEICHER ISD,SCHLEICHER,N,N,0,Meets Requirements, ,Schleicher ISD
208,14,'208901,HERMLEIGH ISD,SCURRY,N,N, ,Meets Requirements, ,Hermleigh ISD
208,14,'208902,SNYDER ISD,SCURRY,N,N, ,Meets Requirements, ,Snyder ISD
208,14,'208903,IRA ISD,SCURRY,N,N, ,Meets Requirements, ,Ira ISD
209,14,'209901,ALBANY ISD,SHACKELFORD,N,N,0,Meets Requirements, ,Albany ISD
209,14,'209902,MORAN ISD,SHACKELFORD,N,N, ,Meets Requirements, ,Moran ISD
210,7,'210901,CENTER ISD,SHELBY,N,N,0,Needs Assistance, ,Center ISD
210,7,'210902,JOAQUIN ISD,SHELBY,N,N,0,Meets Requirements, ,Joaquin ISD
210,7,'210903,SHELBYVILLE ISD,SHELBY,N,N, ,Meets Requirements, ,Shelbyville ISD
210,7,'210904,TENAHA ISD,SHELBY,N,N, ,Meets Requirements, ,Tenaha ISD
210,7,'210905,TIMPSON ISD,SHELBY,N,N, ,Meets Requirements, ,Timpson ISD
210,7,'210906,EXCELSIOR ISD,SHELBY,N,N, ,Meets Requirements, ,Excelsior ISD
211,16,'211901,TEXHOMA ISD,SHERMAN,N,N, ,Meets Requirements, ,Texhoma ISD
211,16,'211902,STRATFORD ISD,SHERMAN,N,N,0,Meets Requirements, ,Stratford ISD
212,7,'212801,CUMBERLAND ACADEMY,SMITH,Y,N,0,Needs Assistance, ,Cumberland Academy
212,7,'212804,UT TYLER UNIVERSITY ACADEMY,SMITH,Y,N,1,Meets Requirements, ,Ut Tyler University Academy
212,7,'212901,ARP ISD,SMITH,N,N,0,Meets Requirements, ,Arp ISD
212,7,'212902,BULLARD ISD,SMITH,N,N,0,Meets Requirements, ,Bullard ISD
212,7,'212903,LINDALE ISD,SMITH,N,N,1,Meets Requirements, ,Lindale ISD
212,7,'212904,TROUP ISD,SMITH,N,N, ,Meets Requirements, ,Troup ISD
212,7,'212905,TYLER ISD,SMITH,N,N,0,Needs Assistance, ,Tyler ISD
212,7,'212906,WHITEHOUSE ISD,SMITH,N,N,1,Meets Requirements,ASVAB Test not Offered,Whitehouse ISD
212,7,'212909,CHAPEL HILL ISD,SMITH,N,N,0,Needs Intervention, ,Chapel Hill ISD
212,7,'212910,WINONA ISD,SMITH,N,N,1,Needs Assistance, ,Winona ISD
213,11,'213801,BRAZOS RIVER CHARTER SCHOOL,SOMERVELL,Y,Y, ,Meets Requirements, ,Brazos River Charter School
213,11,'213901,GLEN ROSE ISD,SOMERVELL,N,N,0,Meets Requirements, ,Glen Rose ISD
214,1,'214901,RIO GRANDE CITY GRULLA ISD,STARR,N,N,0,Needs Assistance, ,Rio Grande City Grulla ISD
214,1,'214902,SAN ISIDRO ISD,STARR,N,N,0,Meets Requirements, ,San Isidro ISD
214,1,'214903,ROMA ISD,STARR,N,N,1,Needs Assistance, ,Roma ISD
215,14,'215901,BRECKENRIDGE ISD,STEPHENS,N,N,0,Meets Requirements, ,Breckenridge ISD
216,15,'216901,STERLING CITY ISD,STERLING,N,N,1,Meets Requirements, ,Sterling City ISD
217,14,'217901,ASPERMONT ISD,STONEWALL,N,N,0,Meets Requirements, ,Aspermont ISD
218,15,'218901,SONORA ISD,SUTTON,N,N,0,Meets Requirements, ,Sonora ISD
219,16,'219901,HAPPY ISD,SWISHER,N,N,1,Meets Requirements, ,Happy ISD
219,16,'219903,TULIA ISD,SWISHER,N,N,0,Meets Requirements, ,Tulia ISD
219,16,'219905,KRESS ISD,SWISHER,N,N,0,Meets Requirements, ,Kress ISD
220,11,'220801,TREETOPS SCHOOL INTERNATIONAL,TARRANT,Y,N, ,Meets Requirements,ASVAB Test not Offered,Treetops School International
220,11,'220802,ARLINGTON CLASSICS ACADEMY,TARRANT,Y,N, ,Meets Requirements, ,Arlington Classics Academy
220,11,'220809,FORT WORTH ACADEMY OF FINE ARTS,TARRANT,Y,N,0,Meets Requirements,ASVAB Test not Offered,Fort Worth Academy Of Fine Arts
220,11,'220810,WESTLAKE ACADEMY CHARTER SCHOOL,TARRANT,Y,N, ,Meets Requirements,ASVAB Test not Offered,Westlake Academy Charter School
220,11,'220811,EAST FORT WORTH MONTESSORI ACADEMY,TARRANT,Y,N, ,Meets Requirements, ,East Fort Worth Montessori Academy
220,11,'220814,TEXAS SCHOOL OF THE ARTS,TARRANT,Y,N, ,Meets Requirements, ,Texas School Of The Arts
220,11,'220815,CHAPEL HILL ACADEMY,TARRANT,Y,N, ,Meets Requirements, ,Chapel Hill Academy
220,11,'220817,NEWMAN INTERNATIONAL ACADEMY OF ARLINGTON,TARRANT,Y,N,0,Needs Assistance, ,Newman International Academy Of Arlington
220,11,'220819,HIGH POINT ACADEMY,TARRANT,Y,N,0,Meets Requirements,ASVAB Test not Offered,High Point Academy
220,11,'220901,ARLINGTON ISD,TARRANT,N,N,0,Needs Intervention, ,Arlington ISD
220,11,'220902,BIRDVILLE ISD,TARRANT,N,N,0,Needs Assistance, ,Birdville ISD
220,11,'220904,EVERMAN ISD,TARRANT,N,N, ,Needs Assistance, ,Everman ISD
220,11,'220905,FORT WORTH ISD,TARRANT,N,N, ,Needs Intervention, ,Fort Worth ISD
220,11,'220906,GRAPEVINE-COLLEYVILLE ISD,TARRANT,N,N,0,Meets Requirements, ,Grapevine-Colleyville ISD
220,11,'220907,KELLER ISD,TARRANT,N,N,0,Needs Assistance, ,Keller ISD
220,11,'220908,MANSFIELD ISD,TARRANT,N,N,0,Meets Requirements, ,Mansfield ISD
220,11,'220910,LAKE WORTH ISD,TARRANT,N,N,0,Needs Substantial Intervention, ,Lake Worth ISD
220,11,'220912,CROWLEY ISD,TARRANT,N,N,0,Needs Assistance, ,Crowley ISD
220,11,'220914,KENNEDALE ISD,TARRANT,N,N,0,Needs Assistance, ,Kennedale ISD
220,11,'220915,AZLE ISD,TARRANT,N,N,0,Needs Assistance, ,Azle ISD
220,11,'220916,HURST-EULESS-BEDFORD ISD,TARRANT,N,N,1,Meets Requirements, ,Hurst-Euless-Bedford ISD
220,11,'220917,CASTLEBERRY ISD,TARRANT,N,N,0,Needs Assistance, ,Castleberry ISD
220,11,'220918,EAGLE MT-SAGINAW ISD,TARRANT,N,N,0,Meets Requirements, ,Eagle Mt-Saginaw ISD
220,11,'220919,CARROLL ISD,TARRANT,N,N,1,Meets Requirements, ,Carroll ISD
220,11,'220920,WHITE SETTLEMENT ISD,TARRANT,N,N,0,Needs Assistance, ,White Settlement ISD
221,14,'221801,TEXAS COLLEGE PREPARATORY ACADEMIES,TAYLOR,Y,N,0,Meets Requirements,ASVAB Alternative Test Offered,Texas College Preparatory Academies
221,14,'221901,ABILENE ISD,TAYLOR,N,N,0,Needs Assistance, ,Abilene ISD
221,14,'221904,MERKEL ISD,TAYLOR,N,N,0,Meets Requirements, ,Merkel ISD
