DISTRICT,CNTYNAME,COUNTY,DAD_POST,DFLALTED,DFLCHART,DISTNAME,D_RATING,OUTCOME,REGION
"187904","POLK","187","0","N","N","CORRIGAN-CAMDEN ISD","M","Needs Intervention","06"
"187906","POLK","187","0","N","N","LEGGETT ISD","I","Meets Requirements","06"
"187907","POLK","187","0","N","N","LIVINGSTON ISD","M","Needs Assistance","06"
"187910","POLK","187","0","N","N","ONALASKA ISD","M","Needs Assistance","06"
"188901","POTTER","188","0","N","N","AMARILLO ISD","M","Needs Assistance","16"
"188902","POTTER","188","0","N","N","RIVER ROAD ISD","M","Meets Requirements","16"
"188903","POTTER","188","0","N","N","HIGHLAND PARK ISD","M","Meets Requirements","16"
"188904","POTTER","188","0","N","N","BUSHLAND ISD","M","Meets Requirements","16"
"189901","PRESIDIO","189"," ","N","N","MARFA ISD","I","Meets Requirements","18"
"189902","PRESIDIO","189","0","N","N","PRESIDIO ISD","M","Needs Assistance","18"
"190903","RAINS","190","0","N","N","RAINS ISD","M","Meets Requirements","07"
"191901","RANDALL","191","0","N","N","CANYON ISD","M","Needs Assistance","16"
"192901","REAGAN","192","0","N","N","REAGAN COUNTY ISD","M","Meets Requirements","18"
"193801","REAL","193"," ","Y","Y","BIG SPRINGS CHARTER SCHOOL","X","Needs Assistance","20"
"193902","REAL","193"," ","N","N","LEAKEY ISD","M","Meets Requirements","20"
"194902","RED RIVER","194","0","N","N","AVERY ISD","M","Meets Requirements","08"
"194903","RED RIVER","194","0","N","N","RIVERCREST ISD","M","Meets Requirements","08"
"194904","RED RIVER","194","0","N","N","CLARKSVILLE ISD","M","Needs Assistance","08"
"194905","RED RIVER","194","0","N","N","DETROIT ISD","M","Meets Requirements","08"
"195901","REEVES","195","0","N","N","PECOS-BARSTOW-TOYAH ISD","M","Meets Requirements","18"
"195902","REEVES","195"," ","N","N","BALMORHEA ISD","M","Meets Requirements","18"
"196901","REFUGIO","196"," ","N","N","AUSTWELL-TIVOLI ISD","M","Meets Requirements","03"
"196902","REFUGIO","196","0","N","N","WOODSBORO ISD","M","Meets Requirements","03"
"196903","REFUGIO","196","0","N","N","REFUGIO ISD","M","Meets Requirements","03"
"197902","ROBERTS","197"," ","N","N","MIAMI ISD","M","Meets Requirements","16"
"198901","ROBERTSON","198","0","N","N","BREMOND ISD","M","Meets Requirements","06"
"198902","ROBERTSON","198"," ","N","N","CALVERT ISD","I","Meets Requirements","06"
"198903","ROBERTSON","198","0","N","N","FRANKLIN ISD","M","Meets Requirements","06"
"198905","ROBERTSON","198","0","N","N","HEARNE ISD","I","Needs Intervention","06"
"198906","ROBERTSON","198","0","N","N","MUMFORD ISD","M","Meets Requirements","06"
"199901","ROCKWALL","199","0","N","N","ROCKWALL ISD","M","Meets Requirements","10"
"199902","ROCKWALL","199","0","N","N","ROYSE CITY ISD","M","Meets Requirements","10"
"200901","RUNNELS","200","0","N","N","BALLINGER ISD","M","Meets Requirements","15"
"200902","RUNNELS","200","0","N","N","MILES ISD","M","Meets Requirements","15"
"200904","RUNNELS","200","0","N","N","WINTERS ISD","M","Meets Requirements","15"
"200906","RUNNELS","200"," ","N","N","OLFEN ISD","I","Meets Requirements","15"
"201902","RUSK","201","0","N","N","HENDERSON ISD","M","Needs Assistance","07"
"201903","RUSK","201"," ","N","N","LANEVILLE ISD","M","Meets Requirements","07"
"201904","RUSK","201","0","N","N","LEVERETTS CHAPEL ISD","M","Meets Requirements","07"
"201907","RUSK","201","0","N","N","MOUNT ENTERPRISE ISD","M","Meets Requirements","07"
"201908","RUSK","201","0","N","N","OVERTON ISD","M","Meets Requirements","07"
"201910","RUSK","201","0","N","N","TATUM ISD","M","Needs Assistance","07"
"201913","RUSK","201"," ","N","N","CARLISLE ISD","M","Meets Requirements","07"
"201914","RUSK","201","0","N","N","WEST RUSK COUNTY CONSOLIDATED ISD","M","Meets Requirements","07"
"202903","SABINE","202","0","N","N","HEMPHILL ISD","M","Meets Requirements","07"
"202905","SABINE","202","0","N","N","WEST SABINE ISD","M","Needs Assistance","07"
"203901","SAN AUGUSTINE","203","0","N","N","SAN AUGUSTINE ISD","I","Meets Requirements","07"
"203902","SAN AUGUSTINE","203","0","N","N","BROADDUS ISD","M","Meets Requirements","07"
"204901","SAN JACINTO","204","0","N","N","COLDSPRING-OAKHURST CISD","M","Meets Requirements","06"
"204904","SAN JACINTO","204","0","N","N","SHEPHERD ISD","M","Meets Requirements","06"
"205901","SAN PATRICIO","205","0","N","N","ARANSAS PASS ISD","M","Meets Requirements","02"
"205902","SAN PATRICIO","205","0","N","N","GREGORY-PORTLAND ISD","M","Meets Requirements","02"
"205903","SAN PATRICIO","205","0","N","N","INGLESIDE ISD","M","Needs Assistance","02"
"205904","SAN PATRICIO","205","0","N","N","MATHIS ISD","M","Needs Assistance","02"
"205905","SAN PATRICIO","205","0","N","N","ODEM-EDROY ISD","M","Meets Requirements","02"
"205906","SAN PATRICIO","205","0","N","N","SINTON ISD","M","Needs Assistance","02"
"205907","SAN PATRICIO","205","0","N","N","TAFT ISD","M","Meets Requirements","02"
"206901","SAN SABA","206","0","N","N","SAN SABA ISD","M","Meets Requirements","15"
"206902","SAN SABA","206"," ","N","N","RICHLAND SPRINGS ISD","M","Meets Requirements","15"
"206903","SAN SABA","206"," ","N","N","CHEROKEE ISD","I","Meets Requirements","15"
"207901","SCHLEICHER","207","0","N","N","SCHLEICHER ISD","M","Meets Requirements","15"
"208901","SCURRY","208"," ","N","N","HERMLEIGH ISD","M","Meets Requirements","14"
"208902","SCURRY","208","0","N","N","SNYDER ISD","I","Needs Intervention","14"
"208903","SCURRY","208"," ","N","N","IRA ISD","M","Meets Requirements","14"
"209901","SHACKELFORD","209","0","N","N","ALBANY ISD","M","Meets Requirements","14"
"209902","SHACKELFORD","209"," ","N","N","MORAN ISD","M","Meets Requirements","14"
"210901","SHELBY","210","0","N","N","CENTER ISD","M","Needs Intervention","07"
"210902","SHELBY","210","0","N","N","JOAQUIN ISD","M","Meets Requirements","07"
"210903","SHELBY","210"," ","N","N","SHELBYVILLE ISD","M","Needs Assistance","07"
"210904","SHELBY","210"," ","N","N","TENAHA ISD","M","Needs Assistance","07"
"210905","SHELBY","210","0","N","N","TIMPSON ISD","M","Meets Requirements","07"
"210906","SHELBY","210"," ","N","N","EXCELSIOR ISD","M","Meets Requirements","07"
"211901","SHERMAN","211"," ","N","N","TEXHOMA ISD","M","Meets Requirements","16"
"211902","SHERMAN","211","0","N","N","STRATFORD ISD","M","Meets Requirements","16"
"212801","SMITH","212"," ","N","Y","CUMBERLAND ACADEMY","M","Needs Assistance","07"
"212804","SMITH","212"," ","N","Y","UT TYLER INNOVATION ACADEMY","M","Meets Requirements","07"
"212901","SMITH","212","0","N","N","ARP ISD","M","Needs Assistance","07"
"212902","SMITH","212","0","N","N","BULLARD ISD","M","Meets Requirements","07"
"212903","SMITH","212","0","N","N","LINDALE ISD","M","Needs Assistance","07"
"212904","SMITH","212","0","N","N","TROUP ISD","M","Meets Requirements","07"
"212905","SMITH","212","0","N","N","TYLER ISD","M","Needs Substantial Intervention","07"
"212906","SMITH","212","0","N","N","WHITEHOUSE ISD","M","Meets Requirements","07"
"212909","SMITH","212","0","N","N","CHAPEL HILL ISD","M","Needs Intervention","07"
"212910","SMITH","212","0","N","N","WINONA ISD","M","Meets Requirements","07"
"213801","SOMERVELL","213"," ","Y","Y","BRAZOS RIVER CHARTER SCHOOL","A","Meets Requirements","11"
"213901","SOMERVELL","213","0","N","N","GLEN ROSE ISD","M","Meets Requirements","11"
"214901","STARR","214","0","N","N","RIO GRANDE CITY CISD","M","Needs Substantial Intervention","01"
"214902","STARR","214","0","N","N","SAN ISIDRO ISD","M","Meets Requirements","01"
"214903","STARR","214","0","N","N","ROMA ISD","M","Needs Assistance","01"
"215901","STEPHENS","215","0","N","N","BRECKENRIDGE ISD","M","Meets Requirements","14"
"216901","STERLING","216","0","N","N","STERLING CITY ISD","M","Meets Requirements","15"
"217901","STONEWALL","217","0","N","N","ASPERMONT ISD","M","Meets Requirements","14"
"218901","SUTTON","218","0","N","N","SONORA ISD","M","Meets Requirements","15"
"219901","SWISHER","219","0","N","N","HAPPY ISD","M","Meets Requirements","16"
"219903","SWISHER","219","0","N","N","TULIA ISD","M","Meets Requirements","16"
"219905","SWISHER","219","0","N","N","KRESS ISD","M","Meets Requirements","16"
"220801","TARRANT","220"," ","N","Y","TREETOPS SCHOOL INTERNATIONAL","M","Meets Requirements","11"
"220802","TARRANT","220"," ","N","Y","ARLINGTON CLASSICS ACADEMY","M","Meets Requirements","11"
"220809","TARRANT","220","0","N","Y","FORT WORTH ACADEMY OF FINE ARTS","M","Meets Requirements","11"
"220810","TARRANT","220"," ","N","Y","WESTLAKE ACADEMY CHARTER SCHOOL","M","Meets Requirements","11"
"220811","TARRANT","220"," ","N","Y","EAST FORT WORTH MONTESSORI ACADEMY","M","Meets Requirements","11"
"220814","TARRANT","220"," ","N","Y","TEXAS SCHOOL OF THE ARTS","M","Meets Requirements","11"
"220815","TARRANT","220"," ","N","Y","CHAPEL HILL ACADEMY","M","Meets Requirements","11"
"220816","TARRANT","220","0","N","Y","UPLIFT EDUCATION-SUMMIT INTERNATIO","M","Needs Assistance","11"
"220817","TARRANT","220"," ","N","Y","NEWMAN INTERNATIONAL ACADEMY OF AR","M","Meets Requirements","11"
"220818","TARRANT","220","0","N","Y","PRIME PREP ACADEMY","I","Meets Requirements","11"
"220901","TARRANT","220","0","N","N","ARLINGTON ISD","M","Needs Intervention","11"
"220902","TARRANT","220","0","N","N","BIRDVILLE ISD","M","Needs Assistance","11"
"220904","TARRANT","220","0","N","N","EVERMAN ISD","M","Needs Intervention","11"
"220905","TARRANT","220","0","N","N","FORT WORTH ISD","M","Needs Intervention","11"
"220906","TARRANT","220","0","N","N","GRAPEVINE-COLLEYVILLE ISD","M","Meets Requirements","11"
"220907","TARRANT","220","0","N","N","KELLER ISD","M","Meets Requirements","11"
"220908","TARRANT","220","0","N","N","MANSFIELD ISD","M","Needs Assistance","11"
"220910","TARRANT","220","0","N","N","LAKE WORTH ISD","M","Meets Requirements","11"
"220912","TARRANT","220","0","N","N","CROWLEY ISD","M","Needs Intervention","11"
"220914","TARRANT","220","0","N","N","KENNEDALE ISD","M","Needs Assistance","11"
"220915","TARRANT","220","0","N","N","AZLE ISD","M","Needs Assistance","11"
"220916","TARRANT","220","1","N","N","HURST-EULESS-BEDFORD ISD","M","Meets Requirements","11"
"220917","TARRANT","220","0","N","N","CASTLEBERRY ISD","M","Meets Requirements","11"
"220918","TARRANT","220","0","N","N","EAGLE MT-SAGINAW ISD","M","Meets Requirements","11"
"220919","TARRANT","220","1","N","N","CARROLL ISD","M","Meets Requirements","11"
"220920","TARRANT","220","0","N","N","WHITE SETTLEMENT ISD","M","Meets Requirements","11"
"221801","TAYLOR","221","0","N","Y","TEXAS COLLEGE PREPARATORY ACADEMIE","M","Needs Assistance","14"
"221901","TAYLOR","221","0","N","N","ABILENE ISD","M","Meets Requirements","14"
"221904","TAYLOR","221","0","N","N","MERKEL ISD","M","Meets Requirements","14"
"221905","TAYLOR","221"," ","N","N","TRENT ISD","M","Meets Requirements","14"
"221911","TAYLOR","221","0","N","N","JIM NED CISD","M","Meets Requirements","14"
"221912","TAYLOR","221","0","N","N","WYLIE ISD","M","Meets Requirements","14"
"222901","TERRELL","222"," ","N","N","TERRELL COUNTY ISD","M","Meets Requirements","18"
"223901","TERRY","223","0","N","N","BROWNFIELD ISD","M","Needs Assistance","17"
"223902","TERRY","223"," ","N","N","MEADOW ISD","M","Meets Requirements","17"
"223904","TERRY","223"," ","N","N","WELLMAN-UNION CISD","I","Meets Requirements","17"
"224901","THROCKMORTON","224"," ","N","N","THROCKMORTON ISD","M","Meets Requirements","09"
"224902","THROCKMORTON","224"," ","N","N","WOODSON ISD","M","Meets Requirements","09"
"225902","TITUS","225","0","N","N","MOUNT PLEASANT ISD","M","Needs Intervention","08"
"225905","TITUS","225"," ","N","N","WINFIELD ISD","I","Meets Requirements","08"
"225906","TITUS","225","0","N","N","CHAPEL HILL ISD","M","Meets Requirements","08"
"225907","TITUS","225"," ","N","N","HARTS BLUFF ISD","M","Meets Requirements","08"
"226801","TOM GREEN","226","0","N","Y","TEXAS LEADERSHIP","M","Needs Assistance","15"
"226901","TOM GREEN","226","0","N","N","CHRISTOVAL ISD","M","Meets Requirements","15"
"226903","TOM GREEN","226","0","N","N","SAN ANGELO ISD","M","Needs Intervention","15"
"226905","TOM GREEN","226","1","N","N","WATER VALLEY ISD","M","Meets Requirements","15"
"226906","TOM GREEN","226","0","N","N","WALL ISD","M","Meets Requirements","15"
"226907","TOM GREEN","226","0","N","N","GRAPE CREEK ISD","M","Meets Requirements","15"
"226908","TOM GREEN","226","0","N","N","VERIBEST ISD","M","Meets Requirements","15"
"227803","TRAVIS","227"," ","N","Y","WAYSIDE SCHOOLS","M","Meets Requirements","13"
"227804","TRAVIS","227","0","N","Y","NYOS CHARTER SCHOOL","M","Meets Requirements","13"
"227805","TRAVIS","227"," ","N","Y","TEXAS EMPOWERMENT ACADEMY","M","Meets Requirements","13"
"227806","TRAVIS","227"," ","Y","Y","UNIVERSITY OF TEXAS UNIVERSITY CHA","A","Needs Assistance","13"
"227814","TRAVIS","227"," ","N","Y","CHAPARRAL STAR ACADEMY","M","Meets Requirements","13"
"227816","TRAVIS","227","0","N","Y","HARMONY SCIENCE ACADEMY (AUSTIN)","M","Meets Requirements","13"
"227817","TRAVIS","227"," ","N","Y","CEDARS INTERNATIONAL ACADEMY","M","Meets Requirements","13"
"227819","TRAVIS","227"," ","N","Y","UNIVERSITY OF TEXAS ELEMENTARY CHA","M","Meets Requirements","13"
"227820","TRAVIS","227","1","N","Y","KIPP AUSTIN PUBLIC SCHOOLS INC","M","Needs Assistance","13"
"227821","TRAVIS","227"," ","N","Y","AUSTIN DISCOVERY SCHOOL","M","Meets Requirements","13"
"227824","TRAVIS","227"," ","N","Y","THE EAST AUSTIN COLLEGE PREP ACADE","M","Needs Assistance","13"
"227825","TRAVIS","227"," ","N","Y","AUSTIN ACHIEVE PUBLIC SCHOOLS","M","Needs Assistance","13"
"227826","TRAVIS","227"," ","N","Y","MONTESSORI FOR ALL","M","Meets Requirements","13"
"227827","TRAVIS","227"," ","N","Y","THE EXCEL CENTER (FOR ADULTS)","Z","Meets Requirements","13"
"227901","TRAVIS","227","0","N","N","AUSTIN ISD","M","Needs Assistance","13"
"227904","TRAVIS","227","0","N","N","PFLUGERVILLE ISD","M","Needs Intervention","13"
"227907","TRAVIS","227","0","N","N","MANOR ISD","M","Needs Substantial Intervention","13"
"227909","TRAVIS","227","0","N","N","EANES ISD","M","Meets Requirements","13"
"227910","TRAVIS","227","0","N","N","DEL VALLE ISD","M","Needs Intervention","13"
"227912","TRAVIS","227","0","N","N","LAGO VISTA ISD","M","Meets Requirements","13"
"227913","TRAVIS","227","0","N","N","LAKE TRAVIS ISD","M","Meets Requirements","13"
"228901","TRINITY","228","0","N","N","GROVETON ISD","M","Meets Requirements","06"
"228903","TRINITY","228","0","N","N","TRINITY ISD","I","Meets Requirements","06"
"228904","TRINITY","228"," ","N","N","CENTERVILLE ISD","M","Meets Requirements","06"
"228905","TRINITY","228","0","N","N","APPLE SPRINGS ISD","M","Meets Requirements","06"
"229901","TYLER","229","0","N","N","COLMESNEIL ISD","M","Meets Requirements","05"
"229903","TYLER","229","0","N","N","WOODVILLE ISD","M","Needs Assistance","05"
"229904","TYLER","229","0","N","N","WARREN ISD","M","Needs Assistance","05"
"229905","TYLER","229","0","N","N","SPURGER ISD","M","Meets Requirements","05"
"229906","TYLER","229","0","N","N","CHESTER ISD","M","Meets Requirements","05"
"230901","UPSHUR","230","0","N","N","BIG SANDY ISD","M","Meets Requirements","07"
"230902","UPSHUR","230","0","N","N","GILMER ISD","M","Meets Requirements","07"
"230903","UPSHUR","230","0","N","N","ORE CITY ISD","M","Needs Assistance","07"
"230904","UPSHUR","230","0","N","N","UNION HILL ISD","M","Meets Requirements","07"
"230905","UPSHUR","230","0","N","N","HARMONY ISD","M","Meets Requirements","07"
"230906","UPSHUR","230","0","N","N","NEW DIANA ISD","M","Meets Requirements","07"
"230908","UPSHUR","230","0","N","N","UNION GROVE ISD","M","Meets Requirements","07"
"231901","UPTON","231","0","N","N","MCCAMEY ISD","M","Meets Requirements","18"
"231902","UPTON","231"," ","N","N","RANKIN ISD","I","Meets Requirements","18"
"232901","UVALDE","232"," ","N","N","KNIPPA ISD","M","Meets Requirements","20"
"232902","UVALDE","232","0","N","N","SABINAL ISD","M","Meets Requirements","20"
"232903","UVALDE","232","0","N","N","UVALDE CISD","M","Needs Substantial Intervention","20"
"232904","UVALDE","232"," ","N","N","UTOPIA ISD","M","Meets Requirements","20"
"233901","VAL VERDE","233","0","N","N","SAN FELIPE-DEL RIO CISD","M","Needs Assistance","15"
"233903","VAL VERDE","233"," ","N","N","COMSTOCK ISD","M","Meets Requirements","15"
"234801","VAN ZANDT","234"," ","Y","Y","RANCH ACADEMY","X","Meets Requirements","07"
"234902","VAN ZANDT","234","0","N","N","CANTON ISD","M","Meets Requirements","10"
"234903","VAN ZANDT","234","0","N","N","EDGEWOOD ISD","M","Meets Requirements","07"
"234904","VAN ZANDT","234","0","N","N","GRAND SALINE ISD","M","Meets Requirements","07"
"234905","VAN ZANDT","234","0","N","N","MARTINS MILL ISD","M","Meets Requirements","07"
"234906","VAN ZANDT","234","0","N","N","VAN ISD","M","Needs Assistance","07"
"234907","VAN ZANDT","234","0","N","N","WILLS POINT ISD","M","Needs Assistance","10"
"234909","VAN ZANDT","234","0","N","N","FRUITVALE ISD","M","Meets Requirements","07"
"235901","VICTORIA","235","0","N","N","BLOOMINGTON ISD","M","Meets Requirements","03"
"235902","VICTORIA","235","0","N","N","VICTORIA ISD","M","Needs Intervention","03"
"235904","VICTORIA","235"," ","N","N","NURSERY ISD","M","Meets Requirements","03"
"236801","WALKER","236"," ","Y","Y","RAVEN SCHOOL","X","Meets Requirements","06"
"236901","WALKER","236","0","N","N","NEW WAVERLY ISD","M","Needs Assistance","06"
"236902","WALKER","236","0","N","N","HUNTSVILLE ISD","M","Needs Substantial Intervention","06"
"237902","WALLER","237","0","N","N","HEMPSTEAD ISD","I","Needs Intervention","04"
"237904","WALLER","237","0","N","N","WALLER ISD","M","Needs Assistance","04"
"237905","WALLER","237","0","N","N","ROYAL ISD","M","Needs Intervention","04"
"238902","WARD","238","0","N","N","MONAHANS-WICKETT-PYOTE ISD","M","Needs Intervention","18"
"238904","WARD","238"," ","N","N","GRANDFALLS-ROYALTY ISD","M","Meets Requirements","18"
"239901","WASHINGTON","239","0","N","N","BRENHAM ISD","M","Needs Intervention","06"
"239903","WASHINGTON","239","0","N","N","BURTON ISD","M","Needs Assistance","06"
"240801","WEBB","240"," ","Y","Y","GATEWAY ACADEMY CHARTER DISTRICT","A","Meets Requirements","01"
"240901","WEBB","240","0","N","N","LAREDO ISD","M","Needs Intervention","01"
"240903","WEBB","240","0","N","N","UNITED ISD","M","Needs Intervention","01"
"240904","WEBB","240","0","N","N","WEBB CISD","M","Meets Requirements","01"
"241901","WHARTON","241","0","N","N","BOLING ISD","M","Meets Requirements","03"
"241902","WHARTON","241","0","N","N","EAST BERNARD ISD","M","Meets Requirements","03"
"241903","WHARTON","241","0","N","N","EL CAMPO ISD","M","Needs Intervention","03"
"241904","WHARTON","241","0","N","N","WHARTON ISD","M","Needs Assistance","03"
"241906","WHARTON","241","0","N","N","LOUISE ISD","M","Meets Requirements","03"
"242902","WHEELER","242","0","N","N","SHAMROCK ISD","M","Meets Requirements","16"
"242903","WHEELER","242"," ","N","N","WHEELER ISD","M","Meets Requirements","16"
"242905","WHEELER","242"," ","N","N","KELTON ISD","M","Meets Requirements","16"
"242906","WHEELER","242"," ","N","N","FORT ELLIOTT CISD","M","Meets Requirements","16"
"243801","WICHITA","243"," ","N","Y","BRIGHT IDEAS CHARTER","M","Meets Requirements","09"
"243901","WICHITA","243","0","N","N","BURKBURNETT ISD","M","Meets Requirements","09"
"243902","WICHITA","243","0","N","N","ELECTRA ISD","M","Meets Requirements","09"
"243903","WICHITA","243","0","N","N","IOWA PARK CISD","M","Meets Requirements","09"
"243905","WICHITA","243","0","N","N","WICHITA FALLS ISD","M","Needs Intervention","09"
"243906","WICHITA","243","0","N","N","CITY VIEW ISD","M","Meets Requirements","09"
"244901","WILBARGER","244"," ","N","N","HARROLD ISD","M","Meets Requirements","09"
"244903","WILBARGER","244","0","N","N","VERNON ISD","M","Needs Intervention","09"
"244905","WILBARGER","244"," ","N","N","NORTHSIDE ISD","M","Meets Requirements","09"
"245901","WILLACY","245","0","N","N","LASARA ISD","M","Meets Requirements","01"
"245902","WILLACY","245","0","N","N","LYFORD CISD","M","Meets Requirements","01"
"245903","WILLACY","245","0","N","N","RAYMONDVILLE ISD","M","Needs Assistance","01"
"245904","WILLACY","245","0","N","N","SAN PERLITA ISD","M","Meets Requirements","01"
"246801","WILLIAMSON","246"," ","N","Y","MERIDIAN WORLD SCHOOL LLC","M","Meets Requirements","13"
"246902","WILLIAMSON","246","0","N","N","FLORENCE ISD","M","Meets Requirements","13"
"246904","WILLIAMSON","246","0","N","N","GEORGETOWN ISD","M","Meets Requirements","13"
"246905","WILLIAMSON","246"," ","N","N","GRANGER ISD","M","Meets Requirements","13"
"246906","WILLIAMSON","246","0","N","N","HUTTO ISD","M","Meets Requirements","13"
"246907","WILLIAMSON","246","0","N","N","JARRELL ISD","M","Needs Assistance","13"
"246908","WILLIAMSON","246","0","N","N","LIBERTY HILL ISD","M","Meets Requirements","13"
"246909","WILLIAMSON","246","0","N","N","ROUND ROCK ISD","M","Meets Requirements","13"
"246911","WILLIAMSON","246","0","N","N","TAYLOR ISD","M","Needs Intervention","13"
"246912","WILLIAMSON","246","0","N","N","THRALL ISD","M","Needs Assistance","13"
"246913","WILLIAMSON","246","0","N","N","LEANDER ISD","M","Meets Requirements","13"
"246914","WILLIAMSON","246"," ","N","N","COUPLAND ISD","M","Meets Requirements","13"
"247901","WILSON","247","0","N","N","FLORESVILLE ISD","M","Needs Intervention","20"
"247903","WILSON","247","0","N","N","LA VERNIA ISD","M","Needs Assistance","20"
"247904","WILSON","247","0","N","N","POTH ISD","M","Meets Requirements","20"
"247906","WILSON","247","0","N","N","STOCKDALE ISD","M","Meets Requirements","20"
"248901","WINKLER","248","0","N","N","KERMIT ISD","M","Meets Requirements","18"
"248902","WINKLER","248","0","N","N","WINK-LOVING ISD","M","Meets Requirements","18"
"249901","WISE","249","0","N","N","ALVORD ISD","M","Meets Requirements","11"
"249902","WISE","249","0","N","N","BOYD ISD","M","Meets Requirements","11"
"249903","WISE","249","0","N","N","BRIDGEPORT ISD","M","Needs Intervention","11"
"249904","WISE","249","0","N","N","CHICO ISD","M","Meets Requirements","11"
"249905","WISE","249","0","N","N","DECATUR ISD","M","Needs Assistance","11"
"249906","WISE","249","0","N","N","PARADISE ISD","M","Meets Requirements","11"
"249908","WISE","249"," ","N","N","SLIDELL ISD","M","Meets Requirements","11"
"250902","WOOD","250","0","N","N","HAWKINS ISD","M","Meets Requirements","07"
"250903","WOOD","250","0","N","N","MINEOLA ISD","M","Meets Requirements","07"
"250904","WOOD","250","0","N","N","QUITMAN ISD","M","Needs Assistance","07"
"250905","WOOD","250","0","N","N","YANTIS ISD","M","Meets Requirements","07"
"250906","WOOD","250","0","N","N","ALBA-GOLDEN ISD","M","Meets Requirements","07"
"250907","WOOD","250","0","N","N","WINNSBORO ISD","M","Meets Requirements","07"
"251901","YOAKUM","251","0","N","N","DENVER CITY ISD","M","Meets Requirements","17"
"251902","YOAKUM","251","0","N","N","PLAINS ISD","M","Meets Requirements","17"
"252901","YOUNG","252","0","N","N","GRAHAM ISD","M","Needs Intervention","09"
"252902","YOUNG","252"," ","N","N","NEWCASTLE ISD","M","Meets Requirements","09"
"252903","YOUNG","252","0","N","N","OLNEY ISD","M","Meets Requirements","09"
"253901","ZAPATA","253","0","N","N","ZAPATA COUNTY ISD","M","Needs Assistance","01"
"254901","ZAVALA","254","0","N","N","CRYSTAL CITY ISD","I","Needs Intervention","20"
"254902","ZAVALA","254","0","N","N","LA PRYOR ISD","M","Meets Requirements","20"
