DISTRICT,DISTNAME,COUNTY,CNTYNAME,REGION,DFLCHART,DFLALTED,D_RATING,SECS
"237904","WALLER ISD","237","WALLER","04","N","N","M"," "
"237905","ROYAL ISD","237","WALLER","04","N","N","M","B"
"238902","MONAHANS-WICKETT-PYOTE ISD","238","WARD","18","N","N","M","D"
"238904","GRANDFALLS-ROYALTY ISD","238","WARD","18","N","N","M"," "
"239901","BRENHAM ISD","239","WASHINGTON","06","N","N","M","B"
"239903","BURTON ISD","239","WASHINGTON","06","N","N","M","D"
"240801","GATEWAY ACADEMY CHARTER DISTRICT","240","WEBB","01","Y","Y","A","B"
"240901","LAREDO ISD","240","WEBB","01","N","N","M","L"
"240903","UNITED ISD","240","WEBB","01","N","N","M","L"
"240904","WEBB CISD","240","WEBB","01","N","N","M"," "
"241901","BOLING ISD","241","WHARTON","03","N","N","M"," "
"241902","EAST BERNARD ISD","241","WHARTON","03","N","N","M"," "
"241903","EL CAMPO ISD","241","WHARTON","03","N","N","M"," "
"241904","WHARTON ISD","241","WHARTON","03","N","N","M"," "
"241906","LOUISE ISD","241","WHARTON","03","N","N","M","D"
"242902","SHAMROCK ISD","242","WHEELER","16","N","N","M"," "
"242903","WHEELER ISD","242","WHEELER","16","N","N","M"," "
"242905","KELTON ISD","242","WHEELER","16","N","N","M"," "
"242906","FORT ELLIOTT CISD","242","WHEELER","16","N","N","M","D"
"243801","BRIGHT IDEAS CHARTER","243","WICHITA","09","Y","N","M"," "
"243901","BURKBURNETT ISD","243","WICHITA","09","N","N","M","D"
"243902","ELECTRA ISD","243","WICHITA","09","N","N","I"," "
"243903","IOWA PARK CISD","243","WICHITA","09","N","N","M"," "
"243905","WICHITA FALLS ISD","243","WICHITA","09","N","N","M"," "
"243906","CITY VIEW ISD","243","WICHITA","09","N","N","M"," "
"244901","HARROLD ISD","244","WILBARGER","09","N","N","M"," "
"244903","VERNON ISD","244","WILBARGER","09","N","N","M"," "
"244905","NORTHSIDE ISD","244","WILBARGER","09","N","N","M"," "
"245901","LASARA ISD","245","WILLACY","01","N","N","M"," "
"245902","LYFORD CISD","245","WILLACY","01","N","N","M"," "
"245903","RAYMONDVILLE ISD","245","WILLACY","01","N","N","M"," "
"245904","SAN PERLITA ISD","245","WILLACY","01","N","N","M","D"
"246801","MERIDIAN WORLD SCHOOL LLC","246","WILLIAMSON","13","Y","N","M"," "
"246902","FLORENCE ISD","246","WILLIAMSON","13","N","N","M"," "
"246904","GEORGETOWN ISD","246","WILLIAMSON","13","N","N","M"," "
"246905","GRANGER ISD","246","WILLIAMSON","13","N","N","M"," "
"246906","HUTTO ISD","246","WILLIAMSON","13","N","N","M"," "
"246907","JARRELL ISD","246","WILLIAMSON","13","N","N","M"," "
"246908","LIBERTY HILL ISD","246","WILLIAMSON","13","N","N","M"," "
"246909","ROUND ROCK ISD","246","WILLIAMSON","13","N","N","M"," "
"246911","TAYLOR ISD","246","WILLIAMSON","13","N","N","M"," "
"246912","THRALL ISD","246","WILLIAMSON","13","N","N","M","D"
"246913","LEANDER ISD","246","WILLIAMSON","13","N","N","M"," "
"246914","COUPLAND ISD","246","WILLIAMSON","13","N","N","M"," "
"247901","FLORESVILLE ISD","247","WILSON","20","N","N","M"," "
"247903","LA VERNIA ISD","247","WILSON","20","N","N","M","B"
"247904","POTH ISD","247","WILSON","20","N","N","M","D"
"247906","STOCKDALE ISD","247","WILSON","20","N","N","M","D"
"248901","KERMIT ISD","248","WINKLER","18","N","N","M"," "
"248902","WINK-LOVING ISD","248","WINKLER","18","N","N","M"," "
"249901","ALVORD ISD","249","WISE","11","N","N","M"," "
"249902","BOYD ISD","249","WISE","11","N","N","M","D"
"249903","BRIDGEPORT ISD","249","WISE","11","N","N","M"," "
"249904","CHICO ISD","249","WISE","11","N","N","M"," "
"249905","DECATUR ISD","249","WISE","11","N","N","M","D"
"249906","PARADISE ISD","249","WISE","11","N","N","M"," "
"249908","SLIDELL ISD","249","WISE","11","N","N","M"," "
"250902","HAWKINS ISD","250","WOOD","07","N","N","M","B"
"250903","MINEOLA ISD","250","WOOD","07","N","N","M","D"
"250904","QUITMAN ISD","250","WOOD","07","N","N","M"," "
"250905","YANTIS ISD","250","WOOD","07","N","N","M"," "
"250906","ALBA-GOLDEN ISD","250","WOOD","07","N","N","M","B"
"250907","WINNSBORO ISD","250","WOOD","07","N","N","M","D"
"251901","DENVER CITY ISD","251","YOAKUM","17","N","N","M","D"
"251902","PLAINS ISD","251","YOAKUM","17","N","N","M","D"
"252901","GRAHAM ISD","252","YOUNG","09","N","N","M","D"
"252902","NEWCASTLE ISD","252","YOUNG","09","N","N","M"," "
"252903","OLNEY ISD","252","YOUNG","09","N","N","M"," "
"253901","ZAPATA COUNTY ISD","253","ZAPATA","01","N","N","M","B"
"254901","CRYSTAL CITY ISD","254","ZAVALA","20","N","N","I","H"
"254902","LA PRYOR ISD","254","ZAVALA","20","N","N","M","L"
